(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39)
Model;bCMS;_M1
Property;P_89;(not _F0)
Class;PSCSystem;(and (not _F0) (not _F7))
Property;P_88;(not _F0)
Region;Cr_9998;_F0
Property;P_87;(not _F0)
Comment;Cr_9996;_F0
Class;FSCSystem;(and (not _F1) (not _F11))
Region;Cr_9994;_F1
Comment;Cr_9993;_F1
Association;fSCSystem_call_pSCSystem;(not _F1)
Association;pSCSystem_call_fSCSystem;(not _F1)
Region;Cr_9991;_F1
DomainModel;Architecture;(not _F1)
Generalization;G_6;(not _F1)
Class;FSCSystemNoEncryption;(not _F1)
Class;PSCSystemNoEncryption;(not _F2)
Class;FScoordinatorNoEncryption;(not _F2)
Generalization;G_3;(not _F2)
Property;Cr_9986;_F2
Class;PScoordinatorNoEncryption;(not _F2)
Property;P_84;(not _F2)
Class;Witness;(not _F2)
Property;P_83;(not _F2)
Property;Cr_9984;_F2
Region;Cr_9982;_F3
Class;Victim;(not _F3)
Property;P_81;(not _F3)
Property;P_80;(not _F3)
Class;Cr_9978;_F3
Property;Cr_9976;_F4
Class;TimeoutLog;(not _F4)
Generalization;G_2;(not _F4)
Region;Cr_9974;_F4
Class;RoutePoliceCar;(not _F4)
Class;Cr_9971;_F5
Association;Cr_9970;_F5
Class;Cr_9969;_F5
Class;RoutePlan;(not _F5)
Region;Cr_9966;_F5
Property;Cr_9965;_F6
Transition;Cr_9964;_F6
Class;RouteFireTruck;(not _F6)
Class;Route;(not _F6)
Comment;Cr_9959;_F6
Comment;Cr_9955;_F8
Region;Cr_9954;_F8
Class;PScoordinator;(not _F8)
Region;Cr_9952;_F8
Class;PoliceOfficer;(not _F8)
Transition;Cr_9950;_F8
Transition;Cr_9948;_F9
Class;PoliceCar;(not _F9)
Class;GPS;(not _F9)
Class;Cr_9940;_F10
Region;Cr_9939;_F10
Association;Cr_9938;_F10
Class;GovermentAgency;(not _F10)
Region;Cr_9934;_F10
Association;Cr_9933;_F11
Comment;Cr_9930;_F11
Transition;Cr_9927;_F11
Class;FScoordinator;(not _F12)
Property;Cr_9924;_F12
Association;Cr_9923;_F12
Property;Cr_9921;_F12
Class;FireTruck;(not _F12)
Transition;Cr_9920;_F12
Comment;Cr_9919;_F13
Region;Cr_9918;_F13
Association;Cr_9917;_F13
Region;Cr_9916;_F13
Class;Fireman;(not _F13)
Property;P_19;(not _F13)
Transition;Cr_9914;_F13
Property;P_18;(not _F13)
Property;Cr_9912;_F13
Property;Cr_9911;_F14
Property;P_17;(not _F14)
Association;Cr_9910;_F14
Property;P_16;(not _F14)
Property;P_15;(not _F14)
Property;P_13;(not _F14)
Region;Cr_9908;_F14
Transition;Cr_9907;_F14
Class;Cr_9906;_F14
Comment;Cr_9905;_F14
Transition;Cr_9903;_F15
Class;Crisis;(not _F15)
Property;P_11;(not _F15)
Property;P_10;(not _F15)
Property;P_9;(not _F15)
Class;Credential;(not _F15)
Property;P_8;(not _F15)
Property;P_7;(not _F15)
Region;Cr_9900;_F15
Class;CommunicationInfrastructure;(not _F15)
Property;P_6;(not _F15)
Class;CommunicationCompromiser;(not _F16)
Class;Cr_9897;_F16
Property;P_5;(not _F16)
Class;Cr_9896;_F16
Region;Cr_9895;_F16
Comment;Cr_9894;_F16
Region;Cr_9893;_F16
Region;Cr_9892;_F16
Property;Cr_9891;_F16
Property;Cr_9889;_F16
Property;P_2;(not _F17)
Property;P_1;(not _F17)
Association;Cr_9887;_F17
Association;Cr_9885;_F17
Class;BCMSSystem;(not _F17)
Association;communicationInfrastructure_use_bCMSSystem;(not _F17)
Region;Cr_9882;_F17
Property;Cr_9881;_F17
Association;timeoutLog_report_pScoordinator;(not _F17)
Association;bCMSSystem_regulate_govermentAgency;(not _F18)
Association;timeoutLog_register_fSCSystem;(not _F18)
Association;routePlan_receive_fSCSystem;(not _F18)
Class;Cr_9879;_F18
Association;fireTrucks_manage_fScoordinator;(not _F18)
Region;Cr_9876;_F18
Association;pScoordinator_interact_pSCSystem;(not _F18)
Association;victims_interact_firemen;(not _F18)
Association;witnesses_interact_policeOfficers;(not _F19)
Class;Cr_9873;_F19
Association;Cr_9872;_F19
Association;policeOfficers_interact_pScoordinator;(not _F19)
Association;witnesses_interact_firemen;(not _F19)
Association;fScoordinator_interact_fSCSystem;(not _F19)
Class;Cr_9870;_F19
Transition;Cr_9869;_F19
Region;Cr_9867;_F19
Association;victims_interact_policeOfficers;(not _F20)
Transition;Cr_9865;_F20
Association;crisis_handle_bCMSSystem;(not _F20)
Property;Cr_9863;_F20
Association;routePoliceCar_follow_policeCar;(not _F20)
Association;fireTruck_follow_routeFireTruck;(not _F20)
Region;Cr_9861;_F20
Association;crisis_allocate_fireTrucks;(not _F20)
Region;Cr_9858;_F21
Transition;Cr_9857;_F21
Association;routeFireTrucks_route_routePlan;(not _F21)
Transition;Cr_9856;_F21
Region;Cr_9855;_F21
Comment;Cr_9854;_F21
Association;bCMSSystem_contain_pSCSystem;(not _F21)
Association;bCMSSystem_contain_fSCSystem;(not _F21)
Property;Cr_9853;_F21
Transition;Cr_9852;_F21
Class;Cr_9851;_F21
Association;Cr_9850;_F21
Association;Cr_9849;_F22
Region;Cr_9848;_F22
DomainModel;Domain;(not _F22)
Transition;Cr_9847;_F22
Transition;T_76;(not _F22)
Transition;T_75;(not _F22)
Comment;Cr_9846;_F22
Region;Cr_9845;_F22
Region;S_42;(not _F22)
Class;Cr_9842;_F22
Region;Region2;(not _F23)
Transition;T_74;(not _F23)
Transition;T_72;(not _F23)
Transition;T_71;(not _F23)
Region;Cr_9840;_F23
Transition;T_70;(not _F23)
Transition;T_69;(not _F23)
Comment;Cr_9838;_F23
Transition;T_67;(not _F23)
Transition;T_66;(not _F24)
Class;Cr_9836;_F24
Transition;T_65;(not _F24)
Region;S_41;(not _F24)
Region;S_40;(not _F24)
Region;S_39;(not _F24)
Region;S_38;(not _F24)
Class;Cr_9835;_F24
Comment;Cr_9834;_F24
Region;S_35;(not _F24)
Region;S_34;(not _F24)
Region;S_33;(not _F25)
Region;Cr_9832;_F25
Region;PS_17;(not _F25)
Class;Cr_9831;_F25
Region;Region1;(not _F25)
Comment;Cr_9830;_F25
StateMachine;SM-PScoordinator;(not _F25)
Association;Cr_9829;_F25
Property;Cr_9828;_F25
Class;Cr_9827;_F25
Transition;T_64;(not _F25)
Comment;Cr_9826;_F25
Region;S_32;(not _F25)
Region;PS_16;(not _F25)
Region;R16;(not _F26)
Region;S_31;(not _F26)
Region;R15;(not _F26)
StateMachine;SM-ConnectivityPSCsystem;(not _F26)
Transition;T_60;(not _F26)
Transition;T_59;(not _F26)
Association;Cr_9825;_F26
Property;Cr_9824;_F27
Property;Cr_9823;_F27
Region;PS_14;(not _F27)
Property;Cr_9822;_F27
Region;R14;(not _F27)
Transition;T_58;(not _F27)
Region;Cr_9821;_F27
Transition;T_56;(not _F27)
Transition;T_54;(not _F27)
Association;Cr_9820;_F27
Transition;T_53;(not _F27)
Transition;T_52;(not _F27)
Transition;T_51;(not _F28)
Transition;T_49;(not _F28)
Transition;Cr_9819;_F28
Transition;T_48;(not _F28)
Transition;T_47;(not _F28)
Comment;Cr_9816;_F28
Class;Cr_9815;_F28
Association;Cr_9814;_F28
Comment;Cr_9813;_F29
Class;Cr_9812;_F29
Transition;Cr_9811;_F29
Transition;Cr_9810;_F29
Class;Cr_9809;_F29
Comment;Cr_9807;_F29
Region;PS_13;(not _F29)
Region;R13;(not _F29)
Property;Cr_9806;_F30
StateMachine;SM-PSCSystem;(not _F30)
Transition;T_46;(not _F30)
Region;S_19;(not _F30)
Region;Cr_9805;_F30
Transition;Cr_9802;_F30
Comment;Cr_9801;_F30
Region;PS_12;(not _F30)
Region;R12;(not _F30)
Transition;T_45;(not _F30)
Region;Cr_9800;_F30
Association;Cr_9799;_F30
Property;Cr_9798;_F31
Transition;T_44;(not _F31)
Transition;T_43;(not _F31)
Region;S_17;(not _F31)
Transition;Cr_9796;_F31
Region;PS_11;(not _F31)
Region;Cr_9795;_F31
Region;R11;(not _F31)
StateMachine;SM-ConnectivityFSCsystem;(not _F31)
Transition;T_42;(not _F31)
Transition;T_41;(not _F31)
Association;Cr_9794;_F31
Property;Cr_9793;_F32
Transition;Cr_9792;_F32
Region;S_16;(not _F32)
Region;S_15;(not _F32)
Association;Cr_9791;_F32
Class;Cr_9790;_F32
Region;PS_10;(not _F32)
Region;R10;(not _F32)
Transition;Cr_9789;_F32
Transition;T_39;(not _F32)
Region;Cr_9788;_F32
Region;S_14;(not _F32)
Region;S_13;(not _F33)
Region;PS_9;(not _F33)
Region;R9;(not _F33)
Transition;T_38;(not _F33)
Association;Cr_9785;_F33
Transition;T_37;(not _F33)
Transition;Cr_9784;_F33
Region;S_12;(not _F33)
Region;S_11;(not _F33)
Region;PS_8;(not _F33)
Class;Cr_9783;_F33
Transition;Cr_9782;_F33
Region;R8;(not _F33)
Property;Cr_9780;_F34
Class;Cr_9779;_F34
Transition;T_36;(not _F34)
Transition;T_35;(not _F34)
Transition;Cr_9778;_F34
Property;Cr_9777;_F34
Region;S_10;(not _F34)
Class;Cr_9776;_F34
Comment;Cr_9775;_F34
Region;Cr_9774;_F34
Class;Cr_9773;_F34
Region;Cr_9771;_F34
Region;S_9;(not _F35)
Region;Cr_9770;_F35
Class;Cr_9769;_F35
Region;Cr_9768;_F35
Region;R7;(not _F35)
Transition;T_34;(not _F35)
Class;Cr_9767;_F35
Transition;T_33;(not _F35)
Region;S_8;(not _F35)
Class;Cr_9766;_F35
Class;Cr_9765;_F35
Region;PS_6;(not _F35)
Region;R6;(not _F36)
Region;Cr_9764;_F36
Transition;T_32;(not _F36)
Association;Cr_9763;_F36
Comment;Cr_9762;_F36
Transition;T_31;(not _F36)
Property;Cr_9761;_F36
Region;Cr_9760;_F36
Transition;Cr_9759;_F36
Region;S_6;(not _F36)
Region;S_5;(not _F36)
Region;PS_5;(not _F36)
Region;Cr_9758;_F36
Property;Cr_9757;_F36
Region;R5;(not _F37)
StateMachine;SM-Main;(not _F37)
Transition;T_30;(not _F37)
Transition;T_29;(not _F37)
Comment;Cr_9756;_F37
Region;S_4;(not _F37)
Class;Cr_9755;_F37
Comment;Cr_9754;_F37
Class;Cr_9753;_F37
Region;S_3;(not _F37)
Association;Cr_9751;_F37
Region;PS_4;(not _F37)
Region;R4;(not _F37)
Region;Cr_9750;_F38
Transition;T_28;(not _F38)
Transition;T_27;(not _F38)
Transition;T_26;(not _F38)
Transition;T_25;(not _F38)
Transition;T_24;(not _F38)
Transition;T_23;(not _F38)
Class;Cr_9749;_F38
Transition;T_22;(not _F38)
Region;Cr_9748;_F38
Transition;T_21;(not _F38)
Transition;T_20;(not _F38)
Association;Cr_9747;_F38
Transition;T_19;(not _F38)
Transition;T_18;(not _F39)
Property;Cr_9746;_F39
Comment;Cr_9745;_F39
Region;PS_3;(not _F39)
Region;R3;(not _F39)
Association;Cr_9744;_F39
Association;Cr_9743;_F39
Class;Cr_9742;_F39
Class;Cr_9741;_F39
StateMachine;SM-FScoordinator;(not _F39)
Transition;Cr_9740;_F39
Transition;T_17;(not _F39)
Class;Cr_9739;_F39
Comment;Cr_9738;_F39
