(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59)
Model;bCMS;_M1
Class;PSCSystem;(and (not _F0) (not _F7))
Class;FSCSystem;(and (not _F1) (not _F10))
DomainModel;Architecture;(not _F1)
Class;FSCSystemNoEncryption;(not _F1)
Class;PSCSystemNoEncryption;(not _F1)
Transition;Cr_9985;_F2
Class;FScoordinatorNoEncryption;(not _F2)
Class;PScoordinatorNoEncryption;(not _F2)
Class;Witness;(not _F3)
Class;Victim;(not _F3)
Class;Cr_9970;_F4
Class;TimeoutLog;(not _F4)
Class;Cr_9967;_F4
Transition;Cr_9964;_F4
Class;RoutePoliceCar;(not _F5)
Property;P_71;(not _F5)
Property;P_70;(not _F5)
Class;Cr_9962;_F5
Class;RoutePlan;(not _F5)
Class;Cr_9959;_F5
Class;RouteFireTruck;(not _F6)
Class;Route;(not _F6)
Property;P_51;(not _F7)
Class;PScoordinator;(not _F8)
Association;Cr_9944;_F8
Class;PoliceOfficer;(not _F8)
Class;PoliceCar;(not _F9)
Region;Cr_9939;_F9
Class;GPS;(not _F9)
Association;Cr_9936;_F9
Transition;Cr_9932;_F9
Class;GovermentAgency;(not _F10)
Property;P_38;(not _F10)
Transition;Cr_9931;_F10
Property;P_33;(not _F10)
Property;P_31;(not _F10)
Property;P_30;(not _F10)
Class;FScoordinator;(not _F11)
Association;Cr_9925;_F11
Comment;Cr_9922;_F11
Class;FireTruck;(not _F12)
Property;P_22;(not _F12)
Transition;Cr_9914;_F12
Class;Fireman;(not _F12)
Class;Crisis;(not _F13)
Property;P_9;(not _F14)
Class;Cr_9900;_F14
Property;Cr_9899;_F14
Class;Credential;(not _F14)
Property;P_7;(not _F14)
Class;CommunicationInfrastructure;(not _F14)
Property;Cr_9895;_F15
Property;P_6;(not _F15)
Association;Cr_9894;_F15
Class;CommunicationCompromiser;(not _F15)
Association;Cr_9892;_F15
Property;P_5;(not _F15)
Property;P_3;(not _F15)
Property;P_2;(not _F16)
Class;BCMSSystem;(not _F16)
Association;communicationInfrastructure_use_bCMSSystem;(not _F16)
Association;timeoutLog_report_fScoordinator;(not _F16)
Association;Cr_9882;_F16
Association;bCMSSystem_regulate_govermentAgency;(not _F16)
Class;Cr_9880;_F16
Association;timeoutLog_register_fSCSystem;(not _F17)
Association;routePlan_receive_fSCSystem;(not _F17)
Association;fireTrucks_manage_fScoordinator;(not _F17)
Association;Cr_9875;_F17
Association;policeCars_manage_pScoordinator;(not _F17)
Association;victims_interact_firemen;(not _F17)
Association;policeOfficers_interact_pScoordinator;(not _F17)
Association;witnesses_interact_firemen;(not _F17)
Class;Cr_9874;_F18
Association;firemen_interact_fScoordinator;(not _F18)
Class;Cr_9872;_F18
Association;victims_interact_policeOfficers;(not _F18)
Association;fireTruck_follow_routeFireTruck;(not _F18)
Association;routePlans_develop_pSCSystem;(not _F18)
Association;crisis_allocate_fireTrucks;(not _F18)
Association;crisis_allocate_policeCars;(not _F18)
Association;routePoliceCars_route_routePlan;(not _F19)
Association;routeFireTrucks_route_routePlan;(not _F19)
Association;bCMSSystem_contain_pSCSystem;(not _F19)
Association;bCMSSystem_contain_fSCSystem;(not _F19)
DomainModel;Domain;(not _F19)
Transition;Cr_9861;_F19
Transition;T_76;(not _F20)
Transition;T_75;(not _F20)
Region;PS_18;(not _F20)
Region;Region2;(not _F20)
Transition;T_73;(not _F20)
Transition;T_72;(not _F20)
Transition;T_68;(not _F21)
Comment;Cr_9849;_F21
Class;Cr_9846;_F21
Transition;T_67;(not _F21)
Comment;Cr_9845;_F21
Comment;Cr_9844;_F21
Transition;T_65;(not _F22)
Property;Cr_9841;_F22
Region;Cr_9839;_F22
Association;Cr_9838;_F22
Region;PS_17;(not _F23)
Region;Region1;(not _F23)
StateMachine;SM-PScoordinator;(not _F23)
Region;R16;(not _F23)
Transition;Cr_9831;_F24
Transition;T_62;(not _F24)
Region;PS_15;(not _F24)
Region;R15;(not _F24)
StateMachine;SM-ConnectivityPSCsystem;(not _F24)
Transition;T_59;(not _F25)
Association;Cr_9822;_F25
Region;Cr_9820;_F25
Region;S_28;(not _F25)
Region;PS_14;(not _F25)
Region;R14;(not _F25)
Property;Cr_9815;_F26
Transition;T_57;(not _F26)
Transition;T_56;(not _F26)
Transition;T_55;(not _F26)
Transition;T_53;(not _F26)
Transition;T_52;(not _F26)
Transition;T_51;(not _F26)
Transition;T_50;(not _F27)
Region;S_27;(not _F27)
Region;S_25;(not _F27)
Class;Cr_9803;_F27
Property;Cr_9802;_F27
Region;S_22;(not _F28)
Region;S_21;(not _F28)
Region;R13;(not _F28)
StateMachine;SM-PSCSystem;(not _F28)
Region;S_19;(not _F28)
Region;PS_12;(not _F28)
Region;R12;(not _F28)
Region;S_18;(not _F29)
Region;S_17;(not _F29)
Region;R11;(not _F29)
StateMachine;SM-ConnectivityFSCsystem;(not _F29)
Region;S_16;(not _F30)
