(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59 _F60 _F61 _F62 _F63 _F64 _F65 _F66 _F67 _F68 _F69 _F70 _F71 _F72 _F73 _F74 _F75 _F76 _F77 _F78 _F79 _F80 _F81 _F82 _F83 _F84 _F85 _F86 _F87 _F88 _F89 _F90 _F91 _F92 _F93 _F94 _F95 _F96 _F97 _F98 _F99)
Model;bCMS;_M1
Comment;Cr_10000;_F0
Transition;Cr_9998;_F0
Property;C_639_P_89;(not _F0)
Class;C_638_PSCSystem;(not _F0)
Class;C_634_FSCSystem;(not _F1)
Transition;Cr_9992;_F1
DomainModel;C_631_Architecture;(not _F1)
Class;C_629_FSCSystemNoEncryption;(not _F1)
Comment;Cr_9985;_F1
Class;C_627_PSCSystemNoEncryption;(not _F2)
Class;Cr_9983;_F2
Generalization;C_626_G_4;(not _F2)
Region;Cr_9978;_F2
Class;C_625_FScoordinatorNoEncryption;(not _F2)
Class;C_623_PScoordinatorNoEncryption;(not _F2)
Transition;Cr_9976;_F3
Class;C_620_Witness;(not _F3)
Comment;Cr_9972;_F3
Property;C_618_P_82;(not _F3)
Class;C_617_Victim;(not _F3)
Property;C_614_P_79;(not _F4)
Property;C_612_P_77;(not _F4)
Region;Cr_9962;_F4
Class;C_608_TimeoutLog;(not _F4)
Class;C_604_RoutePoliceCar;(not _F5)
Property;C_601_P_69;(not _F5)
Property;C_599_P_67;(not _F5)
Property;Cr_9954;_F6
Property;C_597_P_65;(not _F6)
Class;C_596_RoutePlan;(not _F6)
Class;C_592_RouteFireTruck;(not _F6)
Class;C_589_Route;(not _F6)
Association;Cr_9950;_F6
Association;Cr_9947;_F7
Comment;Cr_9945;_F7
Property;Cr_9944;_F7
Property;C_582_P_54;(not _F7)
Class;C_581_PSCSystem;(not _F8)
Association;Cr_9938;_F8
Property;Cr_9937;_F8
Property;C_576_P_49;(not _F8)
Property;Cr_9936;_F8
Class;C_575_PScoordinator;(not _F8)
Property;C_572_P_46;(not _F9)
Class;C_571_PoliceOfficer;(not _F9)
Class;C_566_PoliceCar;(not _F9)
Class;C_563_GPS;(not _F10)
Class;C_561_GovermentAgency;(not _F10)
Transition;Cr_9927;_F10
Association;Cr_9925;_F10
Property;C_556_P_34;(not _F10)
Association;Cr_9924;_F10
Comment;Cr_9923;_F10
Class;Cr_9922;_F11
Property;C_555_P_33;(not _F11)
Class;C_554_FSCSystem;(not _F11)
Property;C_551_P_30;(not _F11)
Property;Cr_9915;_F11
Class;C_548_FScoordinator;(not _F12)
Property;C_547_P_27;(not _F12)
Association;Cr_9913;_F12
Property;C_546_P_26;(not _F12)
Property;C_545_P_25;(not _F12)
Transition;Cr_9911;_F12
Class;Cr_9908;_F12
Class;C_543_FireTruck;(not _F12)
Property;C_541_P_22;(not _F12)
Class;C_539_Fireman;(not _F13)
Association;Cr_9906;_F13
Property;C_538_P_20;(not _F13)
Transition;Cr_9902;_F13
Property;C_536_P_18;(not _F13)
Property;Cr_9899;_F13
Property;C_533_P_15;(not _F14)
Transition;Cr_9896;_F14
Class;C_529_Crisis;(not _F14)
Property;C_527_P_10;(not _F14)
Class;C_525_Credential;(not _F14)
Class;Cr_9890;_F15
Property;C_524_P_8;(not _F15)
Property;C_523_P_7;(not _F15)
Class;C_522_CommunicationInfrastructure;(not _F15)
Comment;Cr_9887;_F15
Property;C_521_P_6;(not _F15)
Class;C_520_CommunicationCompromiser;(not _F15)
Property;Cr_9884;_F15
Property;C_518_P_4;(not _F16)
Region;Cr_9882;_F16
Association;Cr_9880;_F16
Transition;Cr_9879;_F16
Class;C_514_BCMSSystem;(not _F16)
Region;Cr_9876;_F16
Association;C_512_timeoutLog_report_fScoordinator;(not _F17)
Association;C_511_timeoutLog_report_pScoordinator;(not _F17)
Association;C_509_timeoutLog_register_fSCSystem;(not _F17)
Association;C_508_timeoutLog_register_pSCSystem;(not _F17)
Association;C_506_fireTrucks_manage_fScoordinator;(not _F17)
Region;Cr_9868;_F18
Association;C_502_witnesses_interact_policeOfficers;(not _F18)
