(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59)
Model;bCMS;_M1
Class;PSCSystem;(and (not _F0) (not _F12))
Property;P_87;(not _F1)
Comment;Cr_9994;_F1
Association;Cr_9993;_F1
Transition;Cr_9990;_F1
Class;FSCSystem;(and (not _F1) (not _F17))
Association;fSCSystem_call_pSCSystem;(not _F1)
Association;Cr_9989;_F1
Association;pSCSystem_call_fSCSystem;(not _F2)
DomainModel;Architecture;(not _F2)
Association;Cr_9988;_F2
Class;FSCSystemNoEncryption;(not _F2)
Generalization;G_5;(not _F3)
Class;PSCSystemNoEncryption;(not _F3)
Generalization;G_4;(not _F3)
Class;FScoordinatorNoEncryption;(not _F3)
Class;PScoordinatorNoEncryption;(not _F4)
Transition;Cr_9975;_F4
Property;P_85;(not _F4)
Property;P_84;(not _F4)
Class;Witness;(not _F4)
Property;P_82;(not _F4)
Class;Victim;(not _F4)
Class;TimeoutLog;(not _F6)
Generalization;G_2;(not _F6)
Class;RoutePoliceCar;(not _F6)
Property;P_70;(not _F6)
Region;Cr_9964;_F7
Comment;Cr_9957;_F8
Class;RoutePlan;(not _F8)
Region;Cr_9954;_F8
Transition;Cr_9951;_F8
Class;Cr_9950;_F8
Comment;Cr_9947;_F9
Comment;Cr_9946;_F9
Comment;Cr_9944;_F9
Region;Cr_9943;_F9
Class;RouteFireTruck;(not _F9)
Class;Cr_9942;_F9
Property;Cr_9940;_F10
Comment;Cr_9939;_F10
Class;Cr_9937;_F10
Property;Cr_9935;_F10
Class;Cr_9934;_F10
Region;Cr_9932;_F10
Transition;Cr_9930;_F11
Class;Route;(not _F11)
Class;Cr_9928;_F11
Region;Cr_9923;_F12
Association;Cr_9918;_F13
Property;P_49;(not _F13)
Transition;Cr_9917;_F13
Class;PScoordinator;(not _F13)
Association;Cr_9915;_F14
Property;P_47;(not _F14)
Property;P_46;(not _F14)
Class;PoliceOfficer;(not _F14)
Comment;Cr_9912;_F14
Comment;Cr_9911;_F14
Property;P_44;(not _F15)
Property;P_43;(not _F15)
Class;PoliceCar;(not _F15)
Class;GPS;(not _F15)
Class;Cr_9902;_F16
Class;GovermentAgency;(not _F16)
Comment;Cr_9896;_F17
Region;Cr_9891;_F18
Class;FScoordinator;(not _F18)
Class;FireTruck;(not _F19)
Region;Cr_9882;_F20
Class;Fireman;(not _F20)
Region;Cr_9877;_F21
Region;Cr_9876;_F21
Class;Cr_9875;_F21
Comment;Cr_9874;_F21
Class;Crisis;(not _F22)
Property;P_9;(not _F22)
Property;Cr_9869;_F22
Class;Credential;(not _F22)
Property;Cr_9868;_F22
Property;P_8;(not _F22)
Property;Cr_9866;_F23
Transition;Cr_9863;_F23
Property;P_7;(not _F23)
Association;Cr_9862;_F23
Class;Cr_9860;_F23
Class;CommunicationInfrastructure;(not _F23)
Region;Cr_9857;_F24
Transition;Cr_9856;_F24
Class;CommunicationCompromiser;(not _F24)
Property;P_4;(not _F24)
Property;Cr_9854;_F24
Transition;Cr_9850;_F25
Class;BCMSSystem;(not _F25)
Association;communicationInfrastructure_use_bCMSSystem;(not _F25)
Property;Cr_9848;_F25
Association;Cr_9844;_F26
Class;Cr_9843;_F26
Association;timeoutLog_report_fScoordinator;(not _F26)
Region;Cr_9839;_F26
Comment;Cr_9838;_F26
Association;timeoutLog_report_pScoordinator;(not _F26)
Association;timeoutLog_register_fSCSystem;(not _F26)
Association;timeoutLog_register_pSCSystem;(not _F27)
Association;routePlan_receive_fSCSystem;(not _F27)
Association;fireTrucks_manage_fScoordinator;(not _F27)
Association;policeCars_manage_pScoordinator;(not _F27)
Class;Cr_9835;_F27
Association;pScoordinator_interact_pSCSystem;(not _F27)
Association;victims_interact_firemen;(not _F27)
Association;witnesses_interact_policeOfficers;(not _F27)
Transition;Cr_9834;_F27
Association;policeOfficers_interact_pScoordinator;(not _F28)
Association;witnesses_interact_firemen;(not _F28)
Association;victims_interact_policeOfficers;(not _F28)
Association;crisis_handle_bCMSSystem;(not _F28)
Class;Cr_9832;_F28
Transition;Cr_9831;_F28
Transition;Cr_9828;_F29
Association;Cr_9827;_F29
Association;routePoliceCar_follow_policeCar;(not _F29)
Association;fireTruck_follow_routeFireTruck;(not _F29)
Comment;Cr_9825;_F29
Association;routePlans_develop_pSCSystem;(not _F29)
Association;crisis_allocate_fireTrucks;(not _F29)
Association;crisis_allocate_policeCars;(not _F29)
Class;Cr_9824;_F29
Association;routePoliceCars_route_routePlan;(not _F30)
Association;routeFireTrucks_route_routePlan;(not _F30)
Association;bCMSSystem_contain_pSCSystem;(not _F30)
Association;bCMSSystem_contain_fSCSystem;(not _F30)
DomainModel;Domain;(not _F30)
Class;Cr_9822;_F30
Region;S_43;(not _F30)
Transition;Cr_9817;_F31
Region;Region2;(not _F31)
Association;Cr_9812;_F32
Region;Cr_9810;_F32
Transition;Cr_9809;_F33
Property;Cr_9808;_F33
Association;Cr_9807;_F33
Region;Cr_9806;_F33
Region;S_41;(not _F33)
Region;S_40;(not _F33)
Class;Cr_9804;_F33
Region;S_39;(not _F33)
Association;Cr_9801;_F34
Region;S_38;(not _F34)
Region;S_37;(not _F34)
Region;S_36;(not _F34)
Region;S_34;(not _F34)
Region;S_33;(not _F35)
Property;Cr_9796;_F35
Region;PS_17;(not _F35)
Region;Region1;(not _F35)
StateMachine;SM-PScoordinator;(not _F35)
Property;Cr_9794;_F35
Transition;Cr_9792;_F35
Region;S_32;(not _F36)
Region;PS_16;(not _F36)
Region;R16;(not _F36)
Region;Cr_9790;_F36
Association;Cr_9788;_F36
Association;Cr_9787;_F36
Association;Cr_9786;_F36
Property;Cr_9783;_F37
Comment;Cr_9781;_F37
Comment;Cr_9779;_F37
Region;S_31;(not _F37)
Region;S_30;(not _F37)
Association;Cr_9778;_F38
Region;R15;(not _F38)
Class;Cr_9777;_F38
Comment;Cr_9774;_F38
StateMachine;SM-ConnectivityPSCsystem;(not _F38)
Region;Cr_9772;_F38
Property;Cr_9771;_F38
Transition;T_60;(not _F38)
Region;Cr_9770;_F39
Transition;T_59;(not _F39)
Region;S_29;(not _F39)
Region;S_28;(not _F39)
Comment;Cr_9769;_F39
Region;PS_14;(not _F39)
Class;Cr_9768;_F39
Region;R14;(not _F39)
Transition;T_58;(not _F39)
Transition;Cr_9767;_F39
Class;Cr_9766;_F40
Transition;T_56;(not _F40)
Transition;T_55;(not _F40)
Transition;T_54;(not _F40)
Transition;Cr_9763;_F40
Transition;T_53;(not _F40)
Transition;T_52;(not _F40)
Transition;T_51;(not _F40)
Association;Cr_9761;_F41
Transition;Cr_9760;_F41
Transition;T_49;(not _F41)
Transition;T_48;(not _F41)
Transition;Cr_9759;_F41
Transition;T_47;(not _F41)
Transition;Cr_9758;_F41
Association;Cr_9757;_F41
Region;S_27;(not _F41)
Region;S_26;(not _F41)
Property;Cr_9755;_F42
Region;S_25;(not _F42)
Region;S_24;(not _F42)
Region;S_23;(not _F42)
Region;S_22;(not _F42)
Property;Cr_9753;_F42
Property;Cr_9752;_F42
Transition;Cr_9751;_F42
Property;Cr_9750;_F43
Association;Cr_9749;_F43
Region;S_20;(not _F43)
Region;PS_13;(not _F43)
Region;R13;(not _F43)
Association;Cr_9747;_F43
Comment;Cr_9746;_F43
Comment;Cr_9745;_F43
Property;Cr_9744;_F43
Transition;Cr_9743;_F43
Region;Cr_9741;_F44
Association;Cr_9739;_F44
StateMachine;SM-PSCSystem;(not _F44)
Transition;T_46;(not _F44)
Transition;Cr_9736;_F44
Region;PS_12;(not _F44)
Class;Cr_9735;_F45
Region;R12;(not _F45)
Transition;T_45;(not _F45)
Transition;T_44;(not _F45)
Comment;Cr_9734;_F45
Transition;T_43;(not _F45)
Transition;Cr_9733;_F45
Transition;Cr_9731;_F45
Region;S_18;(not _F45)
Comment;Cr_9730;_F45
Property;Cr_9729;_F46
Association;Cr_9728;_F46
Region;S_17;(not _F46)
Region;PS_11;(not _F46)
Association;Cr_9726;_F46
Region;R11;(not _F46)
Region;Cr_9725;_F46
StateMachine;SM-ConnectivityFSCsystem;(not _F46)
Property;Cr_9724;_F46
Transition;T_41;(not _F47)
Region;S_16;(not _F47)
Region;S_15;(not _F47)
Region;R10;(not _F47)
Comment;Cr_9723;_F47
Class;Cr_9722;_F47
Class;Cr_9721;_F47
Transition;Cr_9719;_F47
Transition;T_40;(not _F47)
Transition;Cr_9718;_F48
Transition;T_39;(not _F48)
Comment;Cr_9717;_F48
Region;S_14;(not _F48)
Property;Cr_9716;_F48
Association;Cr_9715;_F48
Region;S_13;(not _F48)
Region;PS_9;(not _F48)
Region;R9;(not _F48)
Transition;T_38;(not _F48)
Transition;T_37;(not _F48)
Region;S_12;(not _F49)
Comment;Cr_9714;_F49
Class;Cr_9713;_F49
Region;S_11;(not _F49)
Comment;Cr_9712;_F49
Property;Cr_9711;_F49
Region;R8;(not _F49)
Comment;Cr_9710;_F49
Comment;Cr_9709;_F49
Property;Cr_9708;_F49
Transition;T_36;(not _F50)
Transition;T_35;(not _F50)
Association;Cr_9706;_F50
Association;Cr_9705;_F50
Region;S_9;(not _F50)
Region;PS_7;(not _F50)
Region;Cr_9702;_F50
Region;R7;(not _F51)
Transition;T_34;(not _F51)
Transition;Cr_9700;_F51
Transition;T_33;(not _F51)
Region;S_8;(not _F51)
Class;Cr_9699;_F51
Region;S_7;(not _F51)
Region;PS_6;(not _F51)
Region;R6;(not _F51)
Transition;T_32;(not _F51)
Class;Cr_9698;_F52
Transition;T_31;(not _F52)
Region;S_6;(not _F52)
Class;Cr_9697;_F52
Region;S_5;(not _F52)
Region;PS_5;(not _F52)
Comment;Cr_9696;_F52
Region;R5;(not _F52)
Transition;Cr_9695;_F52
StateMachine;SM-Main;(not _F52)
Transition;Cr_9694;_F52
Transition;T_30;(not _F53)
Region;Cr_9693;_F53
Transition;T_29;(not _F53)
Region;S_4;(not _F53)
Comment;Cr_9692;_F53
Region;S_3;(not _F53)
Region;PS_4;(not _F53)
Region;R4;(not _F53)
Transition;Cr_9691;_F53
Property;Cr_9690;_F53
Transition;T_28;(not _F53)
Comment;Cr_9688;_F54
Comment;Cr_9687;_F54
Region;Cr_9686;_F54
Property;Cr_9685;_F54
Transition;T_27;(not _F54)
Property;Cr_9684;_F54
Association;Cr_9683;_F54
Comment;Cr_9682;_F54
Transition;T_26;(not _F54)
Transition;T_25;(not _F54)
Comment;Cr_9681;_F55
Comment;Cr_9680;_F55
Transition;T_24;(not _F55)
Transition;T_23;(not _F55)
Class;Cr_9679;_F55
Transition;T_22;(not _F55)
Transition;T_21;(not _F55)
Property;Cr_9677;_F55
Association;Cr_9676;_F55
Class;Cr_9675;_F55
Association;Cr_9674;_F56
Association;Cr_9673;_F56
Comment;Cr_9672;_F56
Property;Cr_9671;_F56
Region;Cr_9670;_F56
Transition;T_20;(not _F56)
Class;Cr_9669;_F56
Transition;T_19;(not _F56)
Comment;Cr_9668;_F56
Transition;T_18;(not _F56)
Region;Cr_9667;_F56
Transition;Cr_9666;_F57
Class;Cr_9665;_F57
Region;PS_3;(not _F57)
Region;R3;(not _F57)
StateMachine;SM-FScoordinator;(not _F57)
Comment;Cr_9664;_F57
Comment;Cr_9663;_F57
Region;Cr_9662;_F57
Transition;T_17;(not _F57)
Comment;Cr_9661;_F57
Comment;Cr_9660;_F57
Transition;T_16;(not _F58)
Transition;Cr_9659;_F58
Region;S_2;(not _F58)
Region;S_1;(not _F58)
Region;PS_2;(not _F58)
Comment;Cr_9657;_F58
Region;R2;(not _F58)
Association;Cr_9656;_F58
Transition;Cr_9655;_F58
Association;Cr_9654;_F58
Property;Cr_9653;_F59
Transition;T_15;(not _F59)
