(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39)
Model;bCMS;_M1
Comment;Cr_9996;_F0
Transition;Cr_9991;_F0
Comment;Cr_9990;_F0
Class;PSCSystem;(and (not _F1) (not _F7))
Property;Cr_9989;_F1
Class;FSCSystem;(and (not _F1) (not _F12))
Association;fSCSystem_call_pSCSystem;(not _F1)
Class;Cr_9985;_F1
DomainModel;Architecture;(not _F1)
Region;Cr_9984;_F1
Generalization;G_6;(not _F1)
Class;FSCSystemNoEncryption;(not _F2)
Generalization;G_5;(not _F2)
Class;PSCSystemNoEncryption;(not _F2)
Class;FScoordinatorNoEncryption;(not _F2)
Class;PScoordinatorNoEncryption;(not _F2)
Property;P_85;(not _F2)
Transition;Cr_9976;_F3
Class;Witness;(not _F3)
Association;Cr_9975;_F3
Property;P_83;(not _F3)
Class;Victim;(not _F3)
Property;P_81;(not _F3)
Property;P_79;(not _F3)
Transition;Cr_9970;_F3
Property;P_77;(not _F4)
Property;P_76;(not _F4)
Property;P_74;(not _F4)
Class;TimeoutLog;(not _F4)
Generalization;G_2;(not _F4)
Class;RoutePoliceCar;(not _F4)
Class;Cr_9963;_F5
Association;Cr_9962;_F5
Property;Cr_9960;_F5
Property;P_67;(not _F5)
Transition;Cr_9958;_F5
Property;P_65;(not _F6)
Class;RoutePlan;(not _F6)
Property;P_64;(not _F6)
Class;RouteFireTruck;(not _F6)
Property;P_61;(not _F6)
Class;Route;(not _F6)
Comment;Cr_9953;_F6
Comment;Cr_9950;_F7
Association;Cr_9948;_F7
Transition;Cr_9943;_F8
Region;Cr_9941;_F8
Region;Cr_9940;_F8
Comment;Cr_9936;_F8
Comment;Cr_9935;_F8
Class;PScoordinator;(not _F8)
Property;Cr_9930;_F9
Region;Cr_9929;_F9
Class;PoliceOfficer;(not _F9)
Property;Cr_9928;_F9
Class;PoliceCar;(not _F10)
Association;Cr_9923;_F10
Class;Cr_9922;_F10
Region;Cr_9918;_F10
Class;GPS;(not _F11)
Class;GovermentAgency;(not _F11)
Class;Cr_9911;_F11
Transition;Cr_9910;_F11
Transition;Cr_9908;_F12
Transition;Cr_9907;_F12
Property;Cr_9905;_F12
Region;Cr_9904;_F12
Comment;Cr_9903;_F12
Comment;Cr_9902;_F12
Property;Cr_9901;_F12
Comment;Cr_9900;_F12
Class;FScoordinator;(not _F13)
Property;P_27;(not _F13)
Property;P_26;(not _F13)
Property;P_25;(not _F13)
Property;P_24;(not _F13)
Class;FireTruck;(not _F13)
Property;P_22;(not _F13)
Property;P_21;(not _F13)
Class;Fireman;(not _F13)
Transition;Cr_9895;_F13
Property;P_18;(not _F14)
Property;P_17;(not _F14)
Property;P_16;(not _F14)
Association;Cr_9890;_F14
Property;P_14;(not _F14)
Class;Cr_9889;_F14
Transition;Cr_9887;_F15
