(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59 _F60 _F61 _F62 _F63 _F64 _F65 _F66 _F67 _F68 _F69 _F70 _F71 _F72 _F73 _F74 _F75 _F76 _F77 _F78 _F79 _F80 _F81 _F82 _F83 _F84 _F85 _F86 _F87 _F88 _F89 _F90 _F91 _F92 _F93 _F94 _F95 _F96 _F97 _F98 _F99)
Model;bCMS;_M1
Transition;Cr_10000;_F0
Comment;Cr_9999;_F0
Transition;Cr_9998;_F0
Property;C_2567_P_91;(not _F0)
Property;C_2566_P_90;(not _F0)
Transition;Cr_9997;_F0
Class;Cr_9996;_F0
Property;C_2565_P_89;(not _F0)
Property;Cr_9995;_F0
Transition;Cr_9994;_F0
Class;C_2564_PSCSystem;(not _F0)
Property;C_2563_P_88;(not _F1)
Class;Cr_9992;_F1
Property;C_2562_P_87;(not _F1)
Property;C_2561_P_86;(not _F1)
Comment;Cr_9991;_F1
Region;Cr_9990;_F1
Class;C_2560_FSCSystem;(not _F1)
Association;C_2559_fSCSystem_call_pSCSystem;(not _F1)
Comment;Cr_9989;_F1
Property;Cr_9988;_F1
Association;C_2558_pSCSystem_call_fSCSystem;(not _F1)
DomainModel;C_2557_Architecture;(not _F1)
Generalization;C_2556_G_6;(not _F1)
Class;Cr_9987;_F2
Class;C_2555_FSCSystemNoEncryption;(not _F2)
Generalization;C_2554_G_5;(not _F2)
Class;Cr_9986;_F2
Class;C_2553_PSCSystemNoEncryption;(not _F2)
Association;Cr_9984;_F2
Generalization;C_2552_G_4;(not _F2)
Class;C_2551_FScoordinatorNoEncryption;(not _F2)
Generalization;C_2550_G_3;(not _F2)
Region;Cr_9981;_F2
Region;Cr_9980;_F3
Comment;Cr_9979;_F3
Region;Cr_9978;_F3
Class;C_2549_PScoordinatorNoEncryption;(not _F3)
Property;C_2548_P_85;(not _F3)
Class;Cr_9975;_F3
Class;C_2546_Witness;(not _F3)
Comment;Cr_9974;_F3
Association;Cr_9973;_F3
Property;C_2545_P_83;(not _F3)
Class;C_2543_Victim;(not _F4)
Class;Cr_9972;_F4
Property;C_2542_P_81;(not _F4)
Property;C_2541_P_80;(not _F4)
Property;C_2540_P_79;(not _F4)
Transition;Cr_9970;_F4
Property;C_2539_P_78;(not _F4)
Property;C_2538_P_77;(not _F4)
Property;C_2537_P_76;(not _F4)
Property;C_2536_P_75;(not _F4)
Property;C_2535_P_74;(not _F4)
Transition;Cr_9969;_F5
Class;Cr_9968;_F5
Class;C_2534_TimeoutLog;(not _F5)
Region;Cr_9967;_F5
Generalization;C_2533_G_2;(not _F5)
Class;Cr_9964;_F5
Comment;Cr_9963;_F5
Property;Cr_9962;_F5
Property;C_2531_P_72;(not _F5)
Class;C_2530_RoutePoliceCar;(not _F5)
Property;C_2529_P_71;(not _F6)
Region;Cr_9961;_F6
Property;C_2528_P_70;(not _F6)
Property;C_2527_P_69;(not _F6)
Property;C_2526_P_68;(not _F6)
Comment;Cr_9960;_F6
Region;Cr_9958;_F6
Association;Cr_9957;_F6
Property;Cr_9956;_F6
Property;C_2525_P_67;(not _F6)
Property;C_2524_P_66;(not _F6)
Class;C_2522_RoutePlan;(not _F7)
Region;Cr_9954;_F7
Generalization;C_2521_G_1;(not _F7)
Property;C_2519_P_63;(not _F7)
Association;Cr_9949;_F7
Class;C_2518_RouteFireTruck;(not _F7)
Property;C_2517_P_62;(not _F7)
Class;C_2515_Route;(not _F8)
Property;C_2514_P_60;(not _F8)
Property;C_2513_P_59;(not _F8)
Property;C_2512_P_58;(not _F8)
Property;Cr_9948;_F8
Property;C_2511_P_57;(not _F8)
Comment;Cr_9947;_F8
Property;C_2510_P_56;(not _F8)
Property;Cr_9945;_F8
Property;C_2509_P_55;(not _F8)
Association;Cr_9944;_F8
Class;Cr_9943;_F9
Property;C_2508_P_54;(not _F9)
Association;Cr_9942;_F9
Class;Cr_9941;_F9
Class;C_2507_PSCSystem;(not _F9)
Property;C_2506_P_53;(not _F9)
Comment;Cr_9940;_F9
Region;Cr_9939;_F9
Region;Cr_9938;_F9
Class;Cr_9937;_F9
Property;C_2505_P_52;(not _F9)
Class;Cr_9936;_F9
Region;Cr_9935;_F9
Region;Cr_9934;_F10
Property;C_2504_P_51;(not _F10)
Region;Cr_9933;_F10
Property;C_2503_P_50;(not _F10)
Property;C_2502_P_49;(not _F10)
Property;Cr_9932;_F10
Comment;Cr_9930;_F10
Class;Cr_9929;_F10
Class;C_2501_PScoordinator;(not _F10)
Property;C_2500_P_48;(not _F10)
Transition;Cr_9928;_F10
Property;C_2498_P_46;(not _F11)
Class;C_2497_PoliceOfficer;(not _F11)
Property;C_2496_P_45;(not _F11)
Property;Cr_9923;_F11
Property;C_2495_P_44;(not _F11)
Property;C_2494_P_43;(not _F11)
Property;C_2493_P_42;(not _F11)
Class;C_2492_PoliceCar;(not _F12)
Association;Cr_9919;_F12
Property;C_2491_P_41;(not _F12)
Property;C_2490_P_40;(not _F12)
Transition;Cr_9918;_F12
Class;C_2489_GPS;(not _F12)
Transition;Cr_9917;_F12
Property;C_2488_P_39;(not _F12)
Class;C_2487_GovermentAgency;(not _F12)
Comment;Cr_9916;_F12
Property;C_2486_P_38;(not _F12)
Property;Cr_9914;_F13
Region;Cr_9913;_F13
Comment;Cr_9912;_F13
Property;C_2485_P_37;(not _F13)
Property;C_2484_P_36;(not _F13)
Comment;Cr_9911;_F13
Property;C_2483_P_35;(not _F13)
Property;C_2482_P_34;(not _F13)
Property;C_2481_P_33;(not _F13)
Comment;Cr_9910;_F13
Class;C_2480_FSCSystem;(not _F13)
Comment;Cr_9908;_F13
Property;C_2479_P_32;(not _F14)
Property;Cr_9906;_F14
Property;C_2476_P_29;(not _F14)
Property;C_2475_P_28;(not _F14)
Property;Cr_9904;_F14
Association;Cr_9903;_F14
Class;C_2474_FScoordinator;(not _F14)
Property;C_2473_P_27;(not _F14)
Property;C_2472_P_26;(not _F14)
Region;Cr_9902;_F15
Association;Cr_9901;_F15
Property;C_2471_P_25;(not _F15)
Association;Cr_9900;_F15
Region;Cr_9899;_F15
Comment;Cr_9898;_F15
Property;C_2470_P_24;(not _F15)
Region;Cr_9897;_F15
Class;C_2469_FireTruck;(not _F15)
Class;Cr_9893;_F15
Property;C_2468_P_23;(not _F16)
Association;Cr_9892;_F16
Property;C_2467_P_22;(not _F16)
Region;Cr_9891;_F16
Property;C_2466_P_21;(not _F16)
Transition;Cr_9889;_F16
Class;C_2465_Fireman;(not _F16)
Transition;Cr_9888;_F16
Transition;Cr_9887;_F16
Property;C_2464_P_20;(not _F16)
Property;C_2463_P_19;(not _F16)
Property;C_2462_P_18;(not _F16)
Property;C_2461_P_17;(not _F17)
Association;Cr_9886;_F17
Property;C_2460_P_16;(not _F17)
Property;C_2459_P_15;(not _F17)
Property;C_2458_P_14;(not _F17)
Property;C_2457_P_13;(not _F17)
Comment;Cr_9885;_F17
Class;Cr_9884;_F17
Region;Cr_9883;_F17
Property;C_2456_P_12;(not _F17)
Class;C_2455_Crisis;(not _F17)
Property;Cr_9882;_F17
Property;C_2454_P_11;(not _F17)
Property;C_2453_P_10;(not _F18)
Class;Cr_9881;_F18
Property;Cr_9880;_F18
Class;C_2451_Credential;(not _F18)
Region;Cr_9878;_F18
Transition;Cr_9877;_F18
Class;Cr_9876;_F18
Property;C_2450_P_8;(not _F18)
Region;Cr_9874;_F18
Class;C_2448_CommunicationInfrastructure;(not _F19)
Property;C_2447_P_6;(not _F19)
Class;C_2446_CommunicationCompromiser;(not _F19)
Property;C_2445_P_5;(not _F19)
Property;C_2444_P_4;(not _F19)
Property;C_2442_P_2;(not _F19)
Property;C_2441_P_1;(not _F19)
Region;Cr_9873;_F19
Region;Cr_9872;_F19
Property;Cr_9871;_F19
Class;C_2440_BCMSSystem;(not _F19)
Class;Cr_9870;_F19
Association;Cr_9869;_F20
Region;Cr_9868;_F20
Association;C_2439_communicationInfrastructure_use_bCMSSystem;(not _F20)
Association;C_2438_timeoutLog_report_fScoordinator;(not _F20)
Association;C_2437_timeoutLog_report_pScoordinator;(not _F20)
Association;C_2436_bCMSSystem_regulate_govermentAgency;(not _F20)
Property;Cr_9866;_F20
Property;Cr_9864;_F20
Association;C_2433_routePlan_receive_fSCSystem;(not _F20)
Class;Cr_9863;_F21
Transition;Cr_9862;_F21
Association;C_2432_fireTrucks_manage_fScoordinator;(not _F21)
Region;Cr_9861;_F21
Association;C_2431_policeCars_manage_pScoordinator;(not _F21)
Comment;Cr_9860;_F21
Association;C_2430_pScoordinator_interact_pSCSystem;(not _F21)
Association;C_2429_victims_interact_firemen;(not _F21)
Association;Cr_9858;_F21
Association;C_2428_witnesses_interact_policeOfficers;(not _F21)
Association;C_2427_policeOfficers_interact_pScoordinator;(not _F21)
Transition;Cr_9857;_F21
Association;C_2426_witnesses_interact_firemen;(not _F22)
Association;C_2425_fScoordinator_interact_fSCSystem;(not _F22)
Association;Cr_9856;_F22
Association;C_2422_crisis_handle_bCMSSystem;(not _F22)
Association;C_2421_routePoliceCar_follow_policeCar;(not _F22)
Association;C_2420_fireTruck_follow_routeFireTruck;(not _F22)
Association;Cr_9855;_F22
Association;C_2419_routePlans_develop_pSCSystem;(not _F22)
Association;C_2418_crisis_allocate_fireTrucks;(not _F22)
Association;C_2417_crisis_allocate_policeCars;(not _F22)
Property;Cr_9854;_F22
Region;Cr_9853;_F23
Transition;Cr_9852;_F23
Property;Cr_9851;_F23
Comment;Cr_9850;_F23
Association;C_2415_routePoliceCars_route_routePlan;(not _F23)
Association;C_2414_routeFireTrucks_route_routePlan;(not _F23)
Association;Cr_9849;_F23
Association;C_2413_bCMSSystem_contain_pSCSystem;(not _F23)
Association;C_2412_bCMSSystem_contain_fSCSystem;(not _F23)
DomainModel;C_2411_Domain;(not _F23)
Property;C_2410_P_92;(not _F23)
Class;C_2406_PSCSystem;(not _F24)
Property;Cr_9846;_F24
Property;Cr_9845;_F24
Property;C_2404_P_87;(not _F24)
Comment;Cr_9844;_F24
Transition;Cr_9843;_F24
Region;Cr_9842;_F24
Property;C_2403_P_86;(not _F24)
Class;C_2402_FSCSystem;(not _F25)
Comment;Cr_9840;_F25
Association;C_2401_fSCSystem_call_pSCSystem;(not _F25)
Association;C_2400_pSCSystem_call_fSCSystem;(not _F25)
DomainModel;C_2399_Architecture;(not _F25)
Generalization;C_2398_G_6;(not _F25)
Class;C_2397_FSCSystemNoEncryption;(not _F25)
Class;Cr_9837;_F25
Generalization;C_2396_G_5;(not _F25)
Class;C_2395_PSCSystemNoEncryption;(not _F25)
Generalization;C_2394_G_4;(not _F26)
Class;C_2393_FScoordinatorNoEncryption;(not _F26)
Generalization;C_2392_G_3;(not _F26)
Region;Cr_9836;_F26
Association;Cr_9835;_F26
Association;Cr_9834;_F26
Class;C_2391_PScoordinatorNoEncryption;(not _F26)
Transition;Cr_9832;_F26
Property;C_2390_P_85;(not _F26)
Property;Cr_9831;_F26
Comment;Cr_9830;_F26
Property;C_2389_P_84;(not _F26)
Class;Cr_9829;_F27
Transition;Cr_9828;_F27
Class;C_2388_Witness;(not _F27)
Property;C_2387_P_83;(not _F27)
Comment;Cr_9827;_F27
Property;C_2386_P_82;(not _F27)
Class;C_2385_Victim;(not _F27)
Property;C_2384_P_81;(not _F27)
Transition;Cr_9826;_F27
Class;Cr_9825;_F27
Property;C_2383_P_80;(not _F27)
Property;C_2382_P_79;(not _F27)
Class;Cr_9824;_F27
Property;C_2381_P_78;(not _F28)
Transition;Cr_9823;_F28
Property;C_2380_P_77;(not _F28)
Comment;Cr_9822;_F28
Property;C_2379_P_76;(not _F28)
Property;C_2378_P_75;(not _F28)
