(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59 _F60 _F61 _F62 _F63 _F64 _F65 _F66 _F67 _F68 _F69 _F70 _F71 _F72 _F73 _F74 _F75 _F76 _F77 _F78 _F79)
Model;bCMS;_M1
Property;C_642_P_92;(not _F0)
Property;C_641_P_91;(not _F0)
Comment;Cr_9995;_F0
Comment;Cr_9994;_F0
Class;C_638_PSCSystem;(not _F0)
Property;C_637_P_88;(not _F0)
Property;Cr_9992;_F0
Property;C_636_P_87;(not _F1)
Comment;Cr_9989;_F1
Region;Cr_9988;_F1
Class;Cr_9987;_F1
Class;C_634_FSCSystem;(not _F1)
Association;C_633_fSCSystem_call_pSCSystem;(not _F1)
Association;C_632_pSCSystem_call_fSCSystem;(not _F1)
DomainModel;C_631_Architecture;(not _F1)
Generalization;C_630_G_6;(not _F1)
Class;C_629_FSCSystemNoEncryption;(not _F2)
Class;C_627_PSCSystemNoEncryption;(not _F2)
Comment;Cr_9979;_F2
Class;Cr_9978;_F2
Class;C_625_FScoordinatorNoEncryption;(not _F2)
Transition;Cr_9976;_F2
Class;C_623_PScoordinatorNoEncryption;(not _F3)
Property;Cr_9974;_F3
Class;C_620_Witness;(not _F3)
Region;Cr_9968;_F3
Transition;Cr_9967;_F3
Property;Cr_9966;_F3
Transition;Cr_9965;_F4
Region;Cr_9964;_F4
Class;C_617_Victim;(not _F4)
Property;C_616_P_81;(not _F4)
Property;C_614_P_79;(not _F4)
Property;C_612_P_77;(not _F4)
Class;C_608_TimeoutLog;(not _F5)
Region;Cr_9957;_F5
Class;Cr_9954;_F5
Class;Cr_9953;_F5
Transition;Cr_9951;_F5
Property;C_606_P_73;(not _F5)
Property;C_605_P_72;(not _F5)
Class;C_604_RoutePoliceCar;(not _F5)
Property;C_603_P_71;(not _F6)
Transition;Cr_9948;_F6
Association;Cr_9947;_F6
Region;Cr_9945;_F6
Transition;Cr_9944;_F6
Property;C_599_P_67;(not _F6)
Property;C_598_P_66;(not _F6)
Class;Cr_9943;_F6
Region;Cr_9942;_F6
Property;C_597_P_65;(not _F7)
Class;C_596_RoutePlan;(not _F7)
Generalization;C_595_G_1;(not _F7)
Property;C_594_P_64;(not _F7)
Class;C_592_RouteFireTruck;(not _F7)
Comment;Cr_9939;_F7
Property;C_590_P_61;(not _F7)
Class;C_589_Route;(not _F7)
Property;C_588_P_60;(not _F7)
Comment;Cr_9935;_F8
Association;Cr_9932;_F8
Property;C_584_P_56;(not _F8)
Property;C_583_P_55;(not _F8)
Property;C_582_P_54;(not _F8)
Property;Cr_9926;_F9
Class;Cr_9925;_F9
Class;C_581_PSCSystem;(not _F9)
Property;C_580_P_53;(not _F9)
Property;C_579_P_52;(not _F9)
Property;C_578_P_51;(not _F9)
Property;C_577_P_50;(not _F9)
Association;Cr_9921;_F9
Transition;Cr_9920;_F9
Class;C_575_PScoordinator;(not _F9)
Property;C_574_P_48;(not _F9)
Property;C_573_P_47;(not _F10)
Transition;Cr_9918;_F10
Class;C_571_PoliceOfficer;(not _F10)
Association;Cr_9914;_F10
Class;C_566_PoliceCar;(not _F11)
Class;C_563_GPS;(not _F11)
Property;Cr_9907;_F11
Property;C_562_P_39;(not _F11)
Transition;Cr_9906;_F11
Class;C_561_GovermentAgency;(not _F11)
Property;C_560_P_38;(not _F11)
Property;C_557_P_35;(not _F12)
Comment;Cr_9904;_F12
Association;Cr_9902;_F12
Property;C_556_P_34;(not _F12)
Property;C_555_P_33;(not _F12)
Class;C_554_FSCSystem;(not _F12)
Property;Cr_9899;_F12
Property;C_553_P_32;(not _F12)
Transition;Cr_9896;_F13
Property;C_551_P_30;(not _F13)
Property;C_549_P_28;(not _F13)
Region;Cr_9895;_F13
Class;C_548_FScoordinator;(not _F13)
Transition;Cr_9894;_F13
Property;C_544_P_24;(not _F13)
Class;C_543_FireTruck;(not _F13)
Association;Cr_9892;_F13
Region;Cr_9891;_F13
Property;Cr_9889;_F14
Transition;Cr_9888;_F14
Transition;Cr_9886;_F14
Property;Cr_9884;_F14
Class;Cr_9882;_F14
Region;Cr_9881;_F14
Class;C_539_Fireman;(not _F14)
Comment;Cr_9878;_F15
Region;Cr_9874;_F15
Property;C_534_P_16;(not _F15)
Region;Cr_9873;_F15
Property;C_533_P_15;(not _F15)
Association;Cr_9870;_F16
Property;C_530_P_12;(not _F16)
Class;C_529_Crisis;(not _F16)
Property;C_528_P_11;(not _F16)
Class;C_525_Credential;(not _F16)
Comment;Cr_9865;_F16
Property;C_523_P_7;(not _F17)
Association;Cr_9860;_F17
Class;C_522_CommunicationInfrastructure;(not _F17)
Association;Cr_9859;_F17
Property;C_521_P_6;(not _F17)
Class;C_520_CommunicationCompromiser;(not _F17)
Property;C_519_P_5;(not _F17)
Association;Cr_9857;_F17
Property;C_516_P_2;(not _F18)
Comment;Cr_9856;_F18
Association;Cr_9855;_F18
Class;C_514_BCMSSystem;(not _F18)
Association;C_512_timeoutLog_report_fScoordinator;(not _F18)
Association;C_511_timeoutLog_report_pScoordinator;(not _F18)
Association;C_510_bCMSSystem_regulate_govermentAgency;(not _F18)
