(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59 _F60 _F61 _F62 _F63 _F64 _F65 _F66 _F67 _F68 _F69 _F70 _F71 _F72 _F73 _F74 _F75 _F76 _F77 _F78 _F79)
Model;bCMS;_M1
Property;Cr_9999;_F0
Property;Cr_9996;_F0
Association;Cr_9992;_F0
Class;C_638_PSCSystem;(not _F0)
Property;C_636_P_87;(not _F1)
Class;C_634_FSCSystem;(not _F1)
Class;Cr_9984;_F1
Association;C_633_fSCSystem_call_pSCSystem;(not _F1)
Association;C_632_pSCSystem_call_fSCSystem;(not _F1)
Transition;Cr_9983;_F2
DomainModel;C_631_Architecture;(not _F2)
Region;Cr_9978;_F2
Class;C_629_FSCSystemNoEncryption;(not _F2)
Generalization;C_628_G_5;(not _F2)
Class;C_627_PSCSystemNoEncryption;(not _F2)
Class;C_625_FScoordinatorNoEncryption;(not _F3)
Transition;Cr_9973;_F3
Generalization;C_624_G_3;(not _F3)
Class;C_623_PScoordinatorNoEncryption;(not _F3)
Property;C_622_P_85;(not _F3)
Transition;Cr_9968;_F3
Region;Cr_9963;_F4
Class;C_620_Witness;(not _F4)
Region;Cr_9962;_F4
Class;C_617_Victim;(not _F4)
Property;C_616_P_81;(not _F4)
Association;Cr_9959;_F4
Class;Cr_9958;_F5
Region;Cr_9957;_F5
Property;C_612_P_77;(not _F5)
Class;Cr_9955;_F5
Comment;Cr_9951;_F5
Property;C_609_P_74;(not _F5)
Transition;Cr_9948;_F6
Class;C_608_TimeoutLog;(not _F6)
Comment;Cr_9947;_F6
Comment;Cr_9946;_F6
Comment;Cr_9945;_F6
Generalization;C_607_G_2;(not _F6)
Property;C_605_P_72;(not _F6)
Class;C_604_RoutePoliceCar;(not _F6)
Comment;Cr_9942;_F6
Class;Cr_9941;_F7
Property;C_602_P_70;(not _F7)
Region;Cr_9936;_F7
Property;C_601_P_69;(not _F7)
Class;C_596_RoutePlan;(not _F7)
Region;Cr_9935;_F8
Property;C_594_P_64;(not _F8)
Property;C_593_P_63;(not _F8)
Class;C_592_RouteFireTruck;(not _F8)
Property;Cr_9934;_F8
Class;Cr_9933;_F8
Association;Cr_9932;_F8
Property;C_590_P_61;(not _F8)
Class;C_589_Route;(not _F8)
Property;C_588_P_60;(not _F9)
Property;C_587_P_59;(not _F9)
Property;C_586_P_58;(not _F9)
Property;C_583_P_55;(not _F9)
Property;C_582_P_54;(not _F9)
Property;Cr_9927;_F9
Transition;Cr_9926;_F9
Class;C_581_PSCSystem;(not _F9)
Property;C_579_P_52;(not _F10)
Comment;Cr_9920;_F10
Property;C_577_P_50;(not _F10)
Comment;Cr_9917;_F10
Property;C_576_P_49;(not _F10)
Class;C_575_PScoordinator;(not _F10)
Transition;Cr_9915;_F11
Region;Cr_9914;_F11
Comment;Cr_9913;_F11
Property;C_573_P_47;(not _F11)
Region;Cr_9911;_F11
Property;C_572_P_46;(not _F11)
Class;C_571_PoliceOfficer;(not _F11)
Property;C_570_P_45;(not _F11)
Property;C_567_P_42;(not _F11)
Class;C_566_PoliceCar;(not _F11)
Association;Cr_9909;_F12
Region;Cr_9906;_F12
Property;C_565_P_41;(not _F12)
Property;C_564_P_40;(not _F12)
Class;C_563_GPS;(not _F12)
Property;C_562_P_39;(not _F12)
Class;C_561_GovermentAgency;(not _F12)
Association;Cr_9904;_F12
Property;C_560_P_38;(not _F12)
Association;Cr_9901;_F13
Property;C_557_P_35;(not _F13)
Property;C_556_P_34;(not _F13)
Property;Cr_9900;_F13
Class;C_554_FSCSystem;(not _F13)
Property;C_552_P_31;(not _F13)
Transition;Cr_9895;_F14
Property;C_549_P_28;(not _F14)
Class;C_548_FScoordinator;(not _F14)
Property;C_545_P_25;(not _F14)
Class;C_543_FireTruck;(not _F14)
Class;Cr_9892;_F14
Property;C_542_P_23;(not _F14)
Transition;Cr_9891;_F15
Class;C_539_Fireman;(not _F15)
Association;Cr_9890;_F15
Class;Cr_9886;_F15
Property;C_533_P_15;(not _F16)
Property;C_532_P_14;(not _F16)
Class;C_529_Crisis;(not _F16)
Property;C_528_P_11;(not _F16)
Property;C_526_P_9;(not _F16)
Association;Cr_9880;_F16
Class;C_525_Credential;(not _F17)
Comment;Cr_9878;_F17
Property;C_524_P_8;(not _F17)
Region;Cr_9875;_F17
Transition;Cr_9871;_F17
Class;C_522_CommunicationInfrastructure;(not _F17)
Property;C_521_P_6;(not _F17)
Class;C_520_CommunicationCompromiser;(not _F18)
Property;C_519_P_5;(not _F18)
Association;Cr_9869;_F18
Property;C_518_P_4;(not _F18)
Transition;Cr_9867;_F18
Class;Cr_9866;_F18
Property;C_517_P_3;(not _F18)
Property;C_516_P_2;(not _F18)
Transition;Cr_9863;_F18
Class;C_514_BCMSSystem;(not _F19)
Association;C_512_timeoutLog_report_fScoordinator;(not _F19)
Transition;Cr_9860;_F19
Association;C_510_bCMSSystem_regulate_govermentAgency;(not _F19)
Association;C_508_timeoutLog_register_pSCSystem;(not _F19)
Association;C_506_fireTrucks_manage_fScoordinator;(not _F19)
