(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59 _F60 _F61 _F62 _F63 _F64 _F65 _F66 _F67 _F68 _F69 _F70 _F71 _F72 _F73 _F74 _F75 _F76 _F77 _F78 _F79)
Model;bCMS;_M1
Comment;C_1_Author;_BC
Transition;Cr_10000;_F0
Property;Cr_9999;_F0
Property;C_5136_P_92;(not _F0)
Region;Cr_9998;_F0
Transition;Cr_9997;_F0
Comment;Cr_9996;_F0
Property;C_5135_P_91;(not _F0)
Region;Cr_9995;_F0
Property;C_5134_P_90;(not _F0)
Property;C_5133_P_89;(not _F0)
Class;C_5132_PSCSystem;(not _F0)
Property;C_5131_P_88;(not _F0)
Property;C_5130_P_87;(not _F0)
Property;C_5129_P_86;(not _F1)
Class;C_5128_FSCSystem;(not _F1)
Property;Cr_9994;_F1
Association;C_5127_fSCSystem_call_pSCSystem;(not _F1)
Association;C_5126_pSCSystem_call_fSCSystem;(not _F1)
DomainModel;C_5125_Architecture;(not _F1)
Generalization;C_5124_G_6;(not _F1)
Class;C_5123_FSCSystemNoEncryption;(not _F1)
Association;Cr_9993;_F1
Transition;Cr_9992;_F1
Region;Cr_9991;_F1
Comment;Cr_9990;_F1
Property;Cr_9989;_F1
Association;Cr_9988;_F2
Generalization;C_5122_G_5;(not _F2)
Class;C_5121_PSCSystemNoEncryption;(not _F2)
Association;Cr_9987;_F2
Region;Cr_9986;_F2
Generalization;C_5120_G_4;(not _F2)
Comment;Cr_9985;_F2
Comment;Cr_9984;_F2
Comment;Cr_9983;_F2
Class;C_5119_FScoordinatorNoEncryption;(not _F2)
Generalization;C_5118_G_3;(not _F2)
Region;Cr_9982;_F2
Class;C_5117_PScoordinatorNoEncryption;(not _F2)
Property;C_5116_P_85;(not _F3)
Property;Cr_9981;_F3
Class;Cr_9980;_F3
Transition;Cr_9979;_F3
Comment;Cr_9978;_F3
Transition;Cr_9977;_F3
Property;C_5115_P_84;(not _F3)
Class;C_5114_Witness;(not _F3)
Region;Cr_9976;_F3
Transition;Cr_9975;_F3
Property;C_5113_P_83;(not _F3)
Region;Cr_9974;_F3
Property;C_5112_P_82;(not _F3)
Property;Cr_9973;_F4
Transition;Cr_9972;_F4
Transition;Cr_9971;_F4
Region;Cr_9970;_F4
Class;Cr_9969;_F4
Association;Cr_9968;_F4
Class;C_5111_Victim;(not _F4)
Region;Cr_9967;_F4
Property;C_5110_P_81;(not _F4)
Property;C_5109_P_80;(not _F4)
Property;C_5108_P_79;(not _F4)
Property;C_5107_P_78;(not _F4)
Property;C_5106_P_77;(not _F4)
Transition;Cr_9966;_F5
Class;Cr_9965;_F5
Region;Cr_9964;_F5
Property;C_5105_P_76;(not _F5)
Property;C_5104_P_75;(not _F5)
Association;Cr_9963;_F5
Association;Cr_9962;_F5
Property;C_5103_P_74;(not _F5)
Region;Cr_9961;_F5
Comment;Cr_9960;_F5
Association;Cr_9959;_F5
Class;C_5102_TimeoutLog;(not _F5)
Transition;Cr_9958;_F5
Generalization;C_5101_G_2;(not _F6)
Property;C_5100_P_73;(not _F6)
Comment;Cr_9957;_F6
Association;Cr_9956;_F6
Property;Cr_9955;_F6
Class;Cr_9954;_F6
Property;C_5099_P_72;(not _F6)
Transition;Cr_9953;_F6
Class;C_5098_RoutePoliceCar;(not _F6)
Property;C_5097_P_71;(not _F6)
Transition;Cr_9952;_F6
Property;C_5096_P_70;(not _F6)
Property;C_5095_P_69;(not _F6)
Property;C_5094_P_68;(not _F7)
Association;Cr_9951;_F7
Association;Cr_9950;_F7
Class;Cr_9949;_F7
Class;Cr_9948;_F7
Property;Cr_9947;_F7
Property;C_5093_P_67;(not _F7)
Transition;Cr_9946;_F7
Property;C_5092_P_66;(not _F7)
Property;C_5091_P_65;(not _F7)
Class;C_5090_RoutePlan;(not _F7)
Generalization;C_5089_G_1;(not _F7)
Association;Cr_9945;_F7
Property;C_5088_P_64;(not _F8)
Region;Cr_9944;_F8
Property;Cr_9943;_F8
Property;C_5087_P_63;(not _F8)
Comment;Cr_9942;_F8
Association;Cr_9941;_F8
Class;C_5086_RouteFireTruck;(not _F8)
Region;Cr_9940;_F8
Association;Cr_9939;_F8
Property;C_5085_P_62;(not _F8)
Property;Cr_9938;_F8
Comment;Cr_9937;_F8
Transition;Cr_9936;_F8
Property;C_5084_P_61;(not _F9)
Region;Cr_9935;_F9
Class;Cr_9934;_F9
Class;Cr_9933;_F9
Comment;Cr_9932;_F9
Class;C_5083_Route;(not _F9)
Property;Cr_9931;_F9
Property;C_5082_P_60;(not _F9)
Property;C_5081_P_59;(not _F9)
Property;C_5080_P_58;(not _F9)
Property;C_5079_P_57;(not _F9)
Property;C_5078_P_56;(not _F9)
Region;Cr_9930;_F9
Region;Cr_9929;_F10
Comment;Cr_9928;_F10
Property;Cr_9927;_F10
Region;Cr_9926;_F10
Property;C_5077_P_55;(not _F10)
Property;C_5076_P_54;(not _F10)
Class;C_5075_PSCSystem;(not _F10)
Property;C_5074_P_53;(not _F10)
Property;Cr_9925;_F10
Transition;Cr_9924;_F10
Property;C_5073_P_52;(not _F10)
Property;C_5072_P_51;(not _F10)
Property;C_5071_P_50;(not _F10)
Transition;Cr_9923;_F11
Property;C_5070_P_49;(not _F11)
Class;C_5069_PScoordinator;(not _F11)
Property;C_5068_P_48;(not _F11)
Property;C_5067_P_47;(not _F11)
Property;C_5066_P_46;(not _F11)
Property;Cr_9922;_F11
Class;C_5065_PoliceOfficer;(not _F11)
Property;C_5064_P_45;(not _F11)
Comment;Cr_9921;_F11
Property;C_5063_P_44;(not _F11)
Property;C_5062_P_43;(not _F11)
Property;C_5061_P_42;(not _F11)
Property;Cr_9920;_F12
Comment;Cr_9919;_F12
Class;C_5060_PoliceCar;(not _F12)
Association;Cr_9918;_F12
Property;C_5059_P_41;(not _F12)
Region;Cr_9917;_F12
Class;Cr_9916;_F12
Class;Cr_9915;_F12
Property;C_5058_P_40;(not _F12)
Comment;Cr_9914;_F12
Class;Cr_9913;_F12
Transition;Cr_9912;_F12
Region;Cr_9911;_F12
Property;Cr_9910;_F13
Property;Cr_9909;_F13
Class;Cr_9908;_F13
Class;C_5057_GPS;(not _F13)
Property;C_5056_P_39;(not _F13)
Class;C_5055_GovermentAgency;(not _F13)
Comment;Cr_9907;_F13
Transition;Cr_9906;_F13
Property;C_5054_P_38;(not _F13)
Region;Cr_9905;_F13
Region;Cr_9904;_F13
Property;C_5053_P_37;(not _F13)
Association;Cr_9903;_F13
Property;C_5052_P_36;(not _F14)
Region;Cr_9902;_F14
Property;C_5051_P_35;(not _F14)
Property;Cr_9901;_F14
Region;Cr_9900;_F14
Class;Cr_9899;_F14
Property;C_5050_P_34;(not _F14)
Property;C_5049_P_33;(not _F14)
Association;Cr_9898;_F14
Property;Cr_9897;_F14
Class;C_5048_FSCSystem;(not _F14)
Property;C_5047_P_32;(not _F14)
Property;C_5046_P_31;(not _F14)
Property;C_5045_P_30;(not _F15)
Property;C_5044_P_29;(not _F15)
Property;C_5043_P_28;(not _F15)
Transition;Cr_9896;_F15
Class;Cr_9895;_F15
Class;C_5042_FScoordinator;(not _F15)
Property;C_5041_P_27;(not _F15)
Property;C_5040_P_26;(not _F15)
Property;C_5039_P_25;(not _F15)
Property;C_5038_P_24;(not _F15)
Comment;Cr_9894;_F15
Property;Cr_9893;_F15
Class;Cr_9892;_F15
Class;C_5037_FireTruck;(not _F16)
Transition;Cr_9891;_F16
Property;C_5036_P_23;(not _F16)
Property;C_5035_P_22;(not _F16)
Property;C_5034_P_21;(not _F16)
Transition;Cr_9890;_F16
Comment;Cr_9889;_F16
Region;Cr_9888;_F16
Transition;Cr_9887;_F16
Region;Cr_9886;_F16
Class;C_5033_Fireman;(not _F16)
Property;C_5032_P_20;(not _F16)
Transition;Cr_9885;_F16
Property;C_5031_P_19;(not _F17)
Region;Cr_9884;_F17
Association;Cr_9883;_F17
Region;Cr_9882;_F17
Region;Cr_9881;_F17
Class;Cr_9880;_F17
Property;C_5030_P_18;(not _F17)
Property;Cr_9879;_F17
Property;C_5029_P_17;(not _F17)
Property;Cr_9878;_F17
Comment;Cr_9877;_F17
Comment;Cr_9876;_F17
Transition;Cr_9875;_F17
Region;Cr_9874;_F18
Property;C_5028_P_16;(not _F18)
Property;C_5027_P_15;(not _F18)
Class;Cr_9873;_F18
Property;C_5026_P_14;(not _F18)
Comment;Cr_9872;_F18
Property;C_5025_P_13;(not _F18)
Comment;Cr_9871;_F18
Property;C_5024_P_12;(not _F18)
Property;Cr_9870;_F18
Property;Cr_9869;_F18
Transition;Cr_9868;_F18
Class;C_5023_Crisis;(not _F18)
Property;C_5022_P_11;(not _F19)
Property;C_5021_P_10;(not _F19)
Transition;Cr_9867;_F19
Property;C_5020_P_9;(not _F19)
Class;Cr_9866;_F19
Class;C_5019_Credential;(not _F19)
Association;Cr_9865;_F19
Region;Cr_9864;_F19
Property;C_5018_P_8;(not _F19)
Region;Cr_9863;_F19
Property;C_5017_P_7;(not _F19)
Class;C_5016_CommunicationInfrastructure;(not _F19)
Association;Cr_9862;_F19
Property;C_5015_P_6;(not _F20)
Class;C_5014_CommunicationCompromiser;(not _F20)
Association;Cr_9861;_F20
Property;Cr_9860;_F20
Property;C_5013_P_5;(not _F20)
Transition;Cr_9859;_F20
Region;Cr_9858;_F20
Property;C_5012_P_4;(not _F20)
Class;Cr_9857;_F20
Association;Cr_9856;_F20
Property;C_5011_P_3;(not _F20)
Property;C_5010_P_2;(not _F20)
Property;C_5009_P_1;(not _F20)
Class;C_5008_BCMSSystem;(not _F21)
Association;C_5007_communicationInfrastructure_use_bCMSSystem;(not _F21)
Class;Cr_9855;_F21
Association;Cr_9854;_F21
Association;Cr_9853;_F21
Association;C_5006_timeoutLog_report_fScoordinator;(not _F21)
Association;C_5005_timeoutLog_report_pScoordinator;(not _F21)
Association;C_5004_bCMSSystem_regulate_govermentAgency;(not _F21)
Class;Cr_9852;_F21
Association;C_5003_timeoutLog_register_fSCSystem;(not _F21)
Comment;Cr_9851;_F21
Association;C_5002_timeoutLog_register_pSCSystem;(not _F21)
Association;Cr_9850;_F21
Property;Cr_9849;_F22
Region;Cr_9848;_F22
Class;Cr_9847;_F22
Region;Cr_9846;_F22
Property;Cr_9845;_F22
Association;C_5001_routePlan_receive_fSCSystem;(not _F22)
Association;C_5000_fireTrucks_manage_fScoordinator;(not _F22)
Association;C_4999_policeCars_manage_pScoordinator;(not _F22)
Association;C_4998_pScoordinator_interact_pSCSystem;(not _F22)
Association;C_4997_victims_interact_firemen;(not _F22)
Association;C_4996_witnesses_interact_policeOfficers;(not _F22)
Association;C_4995_policeOfficers_interact_pScoordinator;(not _F22)
Association;C_4994_witnesses_interact_firemen;(not _F22)
Transition;Cr_9844;_F23
Association;C_4993_fScoordinator_interact_fSCSystem;(not _F23)
Association;C_4992_firemen_interact_fScoordinator;(not _F23)
Association;C_4991_victims_interact_policeOfficers;(not _F23)
Association;C_4990_crisis_handle_bCMSSystem;(not _F23)
Transition;Cr_9843;_F23
Region;Cr_9842;_F23
Association;C_4989_routePoliceCar_follow_policeCar;(not _F23)
Transition;Cr_9841;_F23
Region;Cr_9840;_F23
Association;Cr_9839;_F23
Association;C_4988_fireTruck_follow_routeFireTruck;(not _F23)
Comment;Cr_9838;_F23
Association;C_4987_routePlans_develop_pSCSystem;(not _F24)
Transition;Cr_9837;_F24
Association;C_4986_crisis_allocate_fireTrucks;(not _F24)
Comment;Cr_9836;_F24
Association;C_4985_crisis_allocate_policeCars;(not _F24)
Transition;Cr_9835;_F24
Association;C_4984_communicationInfrastructure_access_communicationCompromisers;(not _F24)
Association;C_4983_routePoliceCars_route_routePlan;(not _F24)
Comment;Cr_9834;_F24
Comment;Cr_9833;_F24
Class;Cr_9832;_F24
Property;Cr_9831;_F24
Association;Cr_9830;_F24
Association;Cr_9829;_F25
Association;C_4982_routeFireTrucks_route_routePlan;(not _F25)
Association;Cr_9828;_F25
Comment;Cr_9827;_F25
Association;C_4981_bCMSSystem_contain_pSCSystem;(not _F25)
Association;C_4980_bCMSSystem_contain_fSCSystem;(not _F25)
Property;Cr_9826;_F25
DomainModel;C_4979_Domain;(not _F25)
Property;C_4978_P_92;(not _F25)
Property;Cr_9825;_F25
Class;Cr_9824;_F25
Property;C_4977_P_91;(not _F25)
Property;C_4976_P_90;(not _F25)
Property;C_4975_P_89;(not _F26)
Class;C_4974_PSCSystem;(not _F26)
Region;Cr_9823;_F26
Property;C_4973_P_88;(not _F26)
Class;Cr_9822;_F26
Property;Cr_9821;_F26
Property;C_4972_P_87;(not _F26)
Association;Cr_9820;_F26
Property;C_4971_P_86;(not _F26)
Transition;Cr_9819;_F26
Class;C_4970_FSCSystem;(not _F26)
Property;Cr_9818;_F26
Region;Cr_9817;_F26
Association;C_4969_fSCSystem_call_pSCSystem;(not _F27)
Association;C_4968_pSCSystem_call_fSCSystem;(not _F27)
Association;Cr_9816;_F27
DomainModel;C_4967_Architecture;(not _F27)
Generalization;C_4966_G_6;(not _F27)
Association;Cr_9815;_F27
Class;C_4965_FSCSystemNoEncryption;(not _F27)
Generalization;C_4964_G_5;(not _F27)
Class;C_4963_PSCSystemNoEncryption;(not _F27)
Generalization;C_4962_G_4;(not _F27)
Property;Cr_9814;_F27
Comment;Cr_9813;_F27
Class;C_4961_FScoordinatorNoEncryption;(not _F27)
Generalization;C_4960_G_3;(not _F28)
Class;Cr_9812;_F28
Association;Cr_9811;_F28
Association;Cr_9810;_F28
Class;C_4959_PScoordinatorNoEncryption;(not _F28)
Region;Cr_9809;_F28
Property;C_4958_P_85;(not _F28)
Property;C_4957_P_84;(not _F28)
Association;Cr_9808;_F28
Class;C_4956_Witness;(not _F28)
Region;Cr_9807;_F28
Property;C_4955_P_83;(not _F28)
Property;C_4954_P_82;(not _F28)
Transition;Cr_9806;_F29
Class;C_4953_Victim;(not _F29)
Property;C_4952_P_81;(not _F29)
Region;Cr_9805;_F29
Property;C_4951_P_80;(not _F29)
Property;C_4950_P_79;(not _F29)
Comment;Cr_9804;_F29
Transition;Cr_9803;_F29
Association;Cr_9802;_F29
Transition;Cr_9801;_F29
Property;C_4949_P_78;(not _F29)
Property;C_4948_P_77;(not _F29)
Property;C_4947_P_76;(not _F29)
Comment;Cr_9800;_F30
