(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59 _F60 _F61 _F62 _F63 _F64 _F65 _F66 _F67 _F68 _F69 _F70 _F71 _F72 _F73 _F74 _F75 _F76 _F77 _F78 _F79)
Model;bCMS;_M1
Region;Cr_9999;_F0
Class;PSCSystem;(and (not _F0) (not _F9))
Class;FSCSystem;(and (not _F1) (not _F11))
Property;Cr_9982;_F1
Association;pSCSystem_call_fSCSystem;(not _F2)
DomainModel;Architecture;(not _F2)
Class;FSCSystemNoEncryption;(not _F2)
Class;PSCSystemNoEncryption;(not _F2)
Class;FScoordinatorNoEncryption;(not _F2)
Class;PScoordinatorNoEncryption;(not _F3)
Class;Witness;(not _F3)
Class;Victim;(not _F4)
Property;P_75;(not _F4)
Class;TimeoutLog;(not _F5)
Class;RoutePoliceCar;(not _F5)
Property;P_65;(not _F6)
Class;RoutePlan;(not _F6)
Property;P_64;(not _F7)
Class;RouteFireTruck;(not _F7)
Class;Route;(not _F8)
Transition;Cr_9931;_F8
Property;P_60;(not _F8)
Property;Cr_9928;_F8
Class;PScoordinator;(not _F9)
Class;PoliceOfficer;(not _F10)
Property;P_43;(not _F10)
Class;PoliceCar;(not _F10)
Property;P_40;(not _F10)
Class;GPS;(not _F10)
Class;GovermentAgency;(not _F11)
Comment;Cr_9908;_F12
Property;P_28;(not _F12)
Class;FScoordinator;(not _F12)
Property;P_25;(not _F13)
Property;P_24;(not _F13)
Class;FireTruck;(not _F13)
Property;P_23;(not _F13)
Class;Fireman;(not _F13)
Class;Crisis;(not _F15)
Property;Cr_9886;_F15
Class;Credential;(not _F15)
Transition;Cr_9884;_F15
Property;P_7;(not _F15)
Class;CommunicationInfrastructure;(not _F15)
Property;P_6;(not _F16)
Class;CommunicationCompromiser;(not _F16)
Association;Cr_9880;_F16
Property;P_4;(not _F16)
Property;P_2;(not _F16)
Class;BCMSSystem;(not _F16)
Association;communicationInfrastructure_use_bCMSSystem;(not _F16)
Association;bCMSSystem_regulate_govermentAgency;(not _F17)
Association;fireTrucks_manage_fScoordinator;(not _F17)
Class;Cr_9868;_F17
Association;policeCars_manage_pScoordinator;(not _F18)
Association;witnesses_interact_firemen;(not _F18)
Association;fScoordinator_interact_fSCSystem;(not _F18)
Association;routePoliceCar_follow_policeCar;(not _F19)
Association;routePlans_develop_pSCSystem;(not _F19)
Association;crisis_allocate_policeCars;(not _F19)
Association;communicationInfrastructure_access_communicationCompromisers;(not _F20)
Association;routePoliceCars_route_routePlan;(not _F20)
Association;routeFireTrucks_route_routePlan;(not _F20)
Association;bCMSSystem_contain_pSCSystem;(not _F20)
DomainModel;Domain;(not _F21)
Region;Region2;(not _F21)
Transition;T_73;(not _F21)
Class;Cr_9839;_F21
Transition;T_72;(not _F22)
Transition;T_71;(not _F22)
Property;Cr_9816;_F24
Region;Region1;(not _F24)
StateMachine;SM-PScoordinator;(not _F24)
Region;R16;(not _F25)
Class;Cr_9809;_F25
Region;R15;(not _F25)
StateMachine;SM-ConnectivityPSCsystem;(not _F25)
Transition;T_59;(not _F26)
Region;R14;(not _F27)
Transition;T_58;(not _F27)
Comment;Cr_9793;_F27
Transition;T_57;(not _F27)
Transition;T_56;(not _F27)
Transition;T_55;(not _F27)
Transition;T_54;(not _F27)
Region;Cr_9788;_F28
Region;R13;(not _F30)
StateMachine;SM-PSCSystem;(not _F30)
Class;Cr_9771;_F30
Region;R12;(not _F30)
Class;Cr_9763;_F31
Region;R11;(not _F31)
StateMachine;SM-ConnectivityFSCsystem;(not _F32)
Comment;Cr_9755;_F32
Transition;Cr_9754;_F32
Class;Cr_9753;_F32
Region;Cr_9752;_F32
Region;R10;(not _F32)
Transition;T_39;(not _F33)
Region;Cr_9750;_F33
Region;PS_9;(not _F33)
Region;R9;(not _F33)
Transition;T_38;(not _F33)
Region;PS_8;(not _F34)
Region;R8;(not _F34)
Transition;T_35;(not _F34)
Region;S_9;(not _F34)
Region;PS_7;(not _F35)
Region;R7;(not _F35)
Transition;T_34;(not _F35)
Transition;T_33;(not _F35)
Region;S_8;(not _F35)
Region;S_7;(not _F35)
