(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59 _F60 _F61 _F62 _F63 _F64 _F65 _F66 _F67 _F68 _F69 _F70 _F71 _F72 _F73 _F74 _F75 _F76 _F77 _F78 _F79 _F80 _F81 _F82 _F83 _F84 _F85 _F86 _F87 _F88 _F89 _F90 _F91 _F92 _F93 _F94 _F95 _F96 _F97 _F98 _F99)
Model;bCMS;_M1
Class;PSCSystem;(and (not _F0) (not _F9))
Class;FSCSystem;(and (not _F0) (not _F13))
DomainModel;Architecture;(not _F1)
Class;FSCSystemNoEncryption;(not _F1)
Class;PSCSystemNoEncryption;(not _F2)
Class;FScoordinatorNoEncryption;(not _F2)
Class;PScoordinatorNoEncryption;(not _F2)
Class;Witness;(not _F2)
Class;Victim;(not _F3)
Association;Cr_9978;_F3
Property;Cr_9969;_F4
Class;TimeoutLog;(not _F5)
Class;RoutePoliceCar;(not _F5)
Association;Cr_9956;_F5
Class;RoutePlan;(not _F7)
Generalization;G_1;(not _F7)
Class;RouteFireTruck;(not _F8)
Property;P_61;(not _F8)
Class;Route;(not _F8)
Comment;Cr_9923;_F10
Class;PScoordinator;(not _F10)
Class;PoliceOfficer;(not _F11)
Transition;Cr_9917;_F11
Class;PoliceCar;(not _F11)
Class;Cr_9914;_F11
Class;GPS;(not _F11)
Class;GovermentAgency;(not _F12)
Class;FScoordinator;(not _F14)
Property;P_26;(not _F14)
Class;FireTruck;(not _F15)
Property;P_21;(not _F15)
Region;Cr_9879;_F16
Class;Fireman;(not _F16)
Class;Crisis;(not _F17)
Class;Credential;(not _F17)
Property;P_7;(not _F18)
Class;CommunicationInfrastructure;(not _F18)
Property;P_6;(not _F18)
Class;CommunicationCompromiser;(not _F18)
Property;P_2;(not _F19)
Class;BCMSSystem;(not _F19)
Association;communicationInfrastructure_use_bCMSSystem;(not _F19)
Association;bCMSSystem_regulate_govermentAgency;(not _F20)
Association;routePlan_receive_fSCSystem;(not _F20)
Association;policeCars_manage_pScoordinator;(not _F21)
Association;pScoordinator_interact_pSCSystem;(not _F21)
Association;victims_interact_firemen;(not _F21)
Association;witnesses_interact_firemen;(not _F21)
Association;fScoordinator_interact_fSCSystem;(not _F21)
Association;firemen_interact_fScoordinator;(not _F21)
