(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19)
Model;bCMS;_M1
Association;Cr_10000;_F0
Association;Cr_9999;_F0
Class;PSCSystem;(and (not _F0) (not _F10))
Class;FSCSystem;(and (not _F0) (not _F15))
Association;Cr_9998;_F0
Region;Cr_9997;_F0
Property;Cr_9994;_F1
Region;Cr_9992;_F1
Property;Cr_9991;_F1
Property;Cr_9988;_F1
DomainModel;Architecture;(not _F1)
Class;Cr_9986;_F2
Comment;Cr_9985;_F2
Transition;Cr_9983;_F2
Generalization;G_6;(not _F2)
Class;Cr_9981;_F2
Class;FSCSystemNoEncryption;(not _F2)
Transition;Cr_9980;_F2
Comment;Cr_9978;_F2
Association;Cr_9977;_F2
Class;PSCSystemNoEncryption;(not _F3)
Generalization;G_4;(not _F3)
Class;FScoordinatorNoEncryption;(not _F3)
Generalization;G_3;(not _F3)
Transition;Cr_9973;_F3
Transition;Cr_9972;_F3
Class;PScoordinatorNoEncryption;(not _F3)
Association;Cr_9971;_F3
Property;P_85;(not _F3)
Comment;Cr_9970;_F3
Property;P_84;(not _F4)
Class;Cr_9969;_F4
Class;Witness;(not _F4)
Transition;Cr_9968;_F4
Property;P_83;(not _F4)
Property;P_82;(not _F4)
Class;Victim;(not _F4)
Association;Cr_9965;_F4
Property;P_81;(not _F4)
Region;Cr_9964;_F4
Property;P_80;(not _F4)
Property;Cr_9963;_F5
Class;Cr_9960;_F5
Transition;Cr_9959;_F5
Property;P_78;(not _F5)
Property;P_77;(not _F5)
Property;P_76;(not _F5)
Property;P_75;(not _F5)
Class;TimeoutLog;(not _F5)
Generalization;G_2;(not _F5)
Property;P_72;(not _F6)
Class;RoutePoliceCar;(not _F6)
Class;Cr_9958;_F6
Class;Cr_9957;_F6
Property;P_71;(not _F6)
Property;Cr_9954;_F6
Comment;Cr_9952;_F7
Comment;Cr_9951;_F7
Class;RoutePlan;(not _F7)
Class;Cr_9945;_F7
Generalization;G_1;(not _F8)
Class;Cr_9943;_F8
Class;Cr_9942;_F8
Class;RouteFireTruck;(not _F8)
Class;Route;(not _F8)
Property;P_59;(not _F8)
Property;P_58;(not _F8)
Region;Cr_9939;_F9
Property;P_56;(not _F9)
Property;P_55;(not _F9)
Region;Cr_9937;_F9
Property;Cr_9936;_F9
Property;Cr_9935;_F9
Class;Cr_9934;_F9
Association;Cr_9933;_F9
Property;Cr_9932;_F9
Property;P_54;(not _F10)
Property;Cr_9929;_F10
Property;Cr_9928;_F10
Property;P_53;(not _F10)
Association;Cr_9927;_F10
Property;P_52;(not _F10)
Class;Cr_9926;_F10
Transition;Cr_9925;_F10
Property;P_51;(not _F10)
Transition;Cr_9924;_F10
Property;Cr_9923;_F10
Comment;Cr_9922;_F11
Association;Cr_9921;_F11
Property;P_49;(not _F11)
Class;PScoordinator;(not _F11)
Property;Cr_9919;_F11
Property;P_48;(not _F11)
Property;P_47;(not _F11)
Association;Cr_9918;_F11
Region;Cr_9917;_F11
Property;P_46;(not _F11)
Association;Cr_9916;_F11
Transition;Cr_9915;_F12
Comment;Cr_9914;_F12
Class;PoliceOfficer;(not _F12)
Property;P_45;(not _F12)
Property;Cr_9913;_F12
Property;P_44;(not _F12)
Transition;Cr_9912;_F12
Comment;Cr_9911;_F12
Property;P_43;(not _F12)
Property;P_42;(not _F12)
Class;PoliceCar;(not _F12)
Association;Cr_9908;_F13
Class;Cr_9907;_F13
Class;Cr_9906;_F13
Comment;Cr_9905;_F13
Property;P_40;(not _F13)
Class;GPS;(not _F13)
Property;P_39;(not _F13)
Class;GovermentAgency;(not _F13)
Association;Cr_9903;_F13
Comment;Cr_9902;_F13
Property;P_38;(not _F13)
Property;P_37;(not _F14)
Property;P_36;(not _F14)
Property;Cr_9901;_F14
Class;Cr_9900;_F14
Property;P_35;(not _F14)
Comment;Cr_9899;_F14
Comment;Cr_9898;_F14
Property;P_34;(not _F14)
Comment;Cr_9897;_F14
Property;Cr_9896;_F14
Property;P_33;(not _F14)
Comment;Cr_9895;_F14
Comment;Cr_9894;_F14
Class;Cr_9893;_F15
Association;Cr_9892;_F15
Property;P_32;(not _F15)
Property;P_31;(not _F15)
Property;P_30;(not _F15)
Property;P_29;(not _F15)
Comment;Cr_9890;_F15
Property;P_28;(not _F15)
Region;Cr_9888;_F15
Class;Cr_9887;_F15
Class;FScoordinator;(not _F16)
Property;P_27;(not _F16)
Property;P_26;(not _F16)
Transition;Cr_9886;_F16
Transition;Cr_9885;_F16
Property;P_25;(not _F16)
Property;Cr_9884;_F16
Comment;Cr_9883;_F16
Association;Cr_9882;_F16
Association;Cr_9881;_F16
Property;P_24;(not _F16)
Comment;Cr_9880;_F16
Association;Cr_9879;_F16
Class;FireTruck;(not _F17)
Property;P_23;(not _F17)
Class;Cr_9877;_F17
Comment;Cr_9876;_F17
Transition;Cr_9875;_F17
Comment;Cr_9874;_F17
Property;P_22;(not _F17)
Association;Cr_9873;_F17
Comment;Cr_9872;_F17
Property;P_21;(not _F17)
Class;Fireman;(not _F17)
Property;P_20;(not _F17)
Transition;Cr_9871;_F18
Comment;Cr_9870;_F18
Property;P_19;(not _F18)
Transition;Cr_9869;_F18
Property;P_18;(not _F18)
Property;P_17;(not _F18)
Property;P_16;(not _F18)
Comment;Cr_9868;_F18
Class;Cr_9867;_F18
Region;Cr_9866;_F18
Association;Cr_9865;_F18
Region;Cr_9864;_F18
Class;Cr_9863;_F18
Comment;Cr_9862;_F19
Property;P_15;(not _F19)
Property;Cr_9861;_F19
Property;Cr_9860;_F19
Property;P_14;(not _F19)
Property;P_13;(not _F19)
Transition;Cr_9859;_F19
Comment;Cr_9858;_F19
Property;P_12;(not _F19)
Class;Crisis;(not _F19)
Property;Cr_9857;_F19
Property;P_11;(not _F19)
Property;P_10;(not _F19)
