(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59)
Model;bCMS;_M1
Comment;C_1_Author;_BC
Transition;Cr_10000;_F0
Property;C_1284_P_92;(not _F0)
Region;Cr_9999;_F0
Comment;Cr_9998;_F0
Transition;Cr_9997;_F0
Region;Cr_9996;_F0
Property;C_1283_P_91;(not _F0)
Property;C_1282_P_90;(not _F0)
Transition;Cr_9995;_F0
Property;C_1281_P_89;(not _F0)
Class;C_1280_PSCSystem;(not _F0)
Transition;Cr_9994;_F1
Property;C_1279_P_88;(not _F1)
Property;C_1278_P_87;(not _F1)
Association;Cr_9993;_F1
Property;C_1277_P_86;(not _F1)
Class;C_1276_FSCSystem;(not _F1)
Class;Cr_9992;_F1
Association;C_1275_fSCSystem_call_pSCSystem;(not _F1)
Association;C_1274_pSCSystem_call_fSCSystem;(not _F1)
Association;Cr_9991;_F1
Comment;Cr_9990;_F1
Class;Cr_9989;_F2
Transition;Cr_9988;_F2
DomainModel;C_1273_Architecture;(not _F2)
Generalization;C_1272_G_6;(not _F2)
Property;Cr_9987;_F2
Class;C_1271_FSCSystemNoEncryption;(not _F2)
Transition;Cr_9986;_F2
Property;Cr_9985;_F2
Association;Cr_9984;_F2
Class;Cr_9983;_F2
Association;Cr_9982;_F2
Class;Cr_9981;_F3
Transition;Cr_9980;_F3
Property;Cr_9979;_F3
Association;Cr_9978;_F3
Generalization;C_1270_G_5;(not _F3)
Association;Cr_9977;_F3
Transition;Cr_9976;_F3
Property;Cr_9975;_F3
Class;C_1269_PSCSystemNoEncryption;(not _F3)
Generalization;C_1268_G_4;(not _F3)
Class;C_1267_FScoordinatorNoEncryption;(not _F3)
Generalization;C_1266_G_3;(not _F4)
Association;Cr_9974;_F4
Class;C_1265_PScoordinatorNoEncryption;(not _F4)
Region;Cr_9973;_F4
Class;Cr_9972;_F4
Comment;Cr_9971;_F4
Property;Cr_9970;_F4
Property;Cr_9969;_F4
Property;C_1264_P_85;(not _F4)
Property;C_1263_P_84;(not _F4)
Transition;Cr_9968;_F4
Class;C_1262_Witness;(not _F5)
Region;Cr_9967;_F5
Property;C_1261_P_83;(not _F5)
Transition;Cr_9966;_F5
Property;C_1260_P_82;(not _F5)
Class;C_1259_Victim;(not _F5)
Property;Cr_9965;_F5
Property;Cr_9964;_F5
Comment;Cr_9963;_F5
Region;Cr_9962;_F5
Property;C_1258_P_81;(not _F5)
Property;C_1257_P_80;(not _F6)
Class;Cr_9961;_F6
Property;C_1256_P_79;(not _F6)
Transition;Cr_9960;_F6
Property;C_1255_P_78;(not _F6)
Transition;Cr_9959;_F6
Property;C_1254_P_77;(not _F6)
Association;Cr_9958;_F6
Comment;Cr_9957;_F6
Property;C_1253_P_76;(not _F6)
Property;C_1252_P_75;(not _F6)
Property;Cr_9956;_F7
Class;Cr_9955;_F7
Property;C_1251_P_74;(not _F7)
Transition;Cr_9954;_F7
Comment;Cr_9953;_F7
Class;C_1250_TimeoutLog;(not _F7)
Generalization;C_1249_G_2;(not _F7)
Transition;Cr_9952;_F7
Property;C_1248_P_73;(not _F7)
Class;Cr_9951;_F7
Property;C_1247_P_72;(not _F7)
Class;C_1246_RoutePoliceCar;(not _F8)
Region;Cr_9950;_F8
Property;C_1245_P_71;(not _F8)
Property;C_1244_P_70;(not _F8)
Class;Cr_9949;_F8
Property;Cr_9948;_F8
Region;Cr_9947;_F8
Property;C_1243_P_69;(not _F8)
Property;C_1242_P_68;(not _F8)
Property;C_1241_P_67;(not _F8)
Class;Cr_9946;_F8
Property;Cr_9945;_F9
Transition;Cr_9944;_F9
Property;C_1240_P_66;(not _F9)
Property;C_1239_P_65;(not _F9)
Association;Cr_9943;_F9
Comment;Cr_9942;_F9
Class;Cr_9941;_F9
Class;C_1238_RoutePlan;(not _F9)
Generalization;C_1237_G_1;(not _F9)
Region;Cr_9940;_F9
Property;C_1236_P_64;(not _F9)
Property;C_1235_P_63;(not _F10)
Region;Cr_9939;_F10
Class;C_1234_RouteFireTruck;(not _F10)
Property;C_1233_P_62;(not _F10)
Property;C_1232_P_61;(not _F10)
Class;C_1231_Route;(not _F10)
Property;C_1230_P_60;(not _F10)
Property;C_1229_P_59;(not _F10)
Property;C_1228_P_58;(not _F10)
Region;Cr_9938;_F10
Transition;Cr_9937;_F10
Property;C_1227_P_57;(not _F11)
Property;Cr_9936;_F11
Comment;Cr_9935;_F11
Property;Cr_9934;_F11
Region;Cr_9933;_F11
Association;Cr_9932;_F11
Property;C_1226_P_56;(not _F11)
Property;C_1225_P_55;(not _F11)
Property;C_1224_P_54;(not _F11)
Class;Cr_9931;_F11
Region;Cr_9930;_F11
Class;C_1223_PSCSystem;(not _F12)
Region;Cr_9929;_F12
Property;C_1222_P_53;(not _F12)
Comment;Cr_9928;_F12
Property;C_1221_P_52;(not _F12)
Property;C_1220_P_51;(not _F12)
Transition;Cr_9927;_F12
Property;C_1219_P_50;(not _F12)
Property;C_1218_P_49;(not _F12)
Property;Cr_9926;_F12
Class;C_1217_PScoordinator;(not _F12)
Property;Cr_9925;_F13
Property;C_1216_P_48;(not _F13)
Comment;Cr_9924;_F13
Comment;Cr_9923;_F13
Property;C_1215_P_47;(not _F13)
Transition;Cr_9922;_F13
Property;C_1214_P_46;(not _F13)
Class;Cr_9921;_F13
Property;Cr_9920;_F13
Class;C_1213_PoliceOfficer;(not _F13)
Property;C_1212_P_45;(not _F13)
Property;C_1211_P_44;(not _F14)
Property;C_1210_P_43;(not _F14)
Property;C_1209_P_42;(not _F14)
Transition;Cr_9919;_F14
Class;C_1208_PoliceCar;(not _F14)
Property;C_1207_P_41;(not _F14)
Comment;Cr_9918;_F14
Property;Cr_9917;_F14
Property;C_1206_P_40;(not _F14)
Comment;Cr_9916;_F14
Transition;Cr_9915;_F14
Class;C_1205_GPS;(not _F15)
Comment;Cr_9914;_F15
Property;C_1204_P_39;(not _F15)
Association;Cr_9913;_F15
Class;C_1203_GovermentAgency;(not _F15)
Property;C_1202_P_38;(not _F15)
Comment;Cr_9912;_F15
Property;Cr_9911;_F15
Property;C_1201_P_37;(not _F15)
Property;C_1200_P_36;(not _F15)
Transition;Cr_9910;_F15
Property;C_1199_P_35;(not _F16)
Property;C_1198_P_34;(not _F16)
Transition;Cr_9909;_F16
Association;Cr_9908;_F16
Comment;Cr_9907;_F16
Association;Cr_9906;_F16
Association;Cr_9905;_F16
Property;Cr_9904;_F16
Comment;Cr_9903;_F16
Transition;Cr_9902;_F16
Comment;Cr_9901;_F16
Comment;Cr_9900;_F17
Association;Cr_9899;_F17
Region;Cr_9898;_F17
Region;Cr_9897;_F17
Property;C_1197_P_33;(not _F17)
Class;C_1196_FSCSystem;(not _F17)
Transition;Cr_9896;_F17
Property;C_1195_P_32;(not _F17)
Region;Cr_9895;_F17
Association;Cr_9894;_F17
Property;C_1194_P_31;(not _F17)
Region;Cr_9893;_F18
Property;C_1193_P_30;(not _F18)
Region;Cr_9892;_F18
Property;C_1192_P_29;(not _F18)
Property;C_1191_P_28;(not _F18)
Class;C_1190_FScoordinator;(not _F18)
Property;Cr_9891;_F18
Property;C_1189_P_27;(not _F18)
Property;Cr_9890;_F18
Property;C_1188_P_26;(not _F18)
Property;C_1187_P_25;(not _F18)
Property;Cr_9889;_F19
Comment;Cr_9888;_F19
Property;Cr_9887;_F19
Transition;Cr_9886;_F19
Property;C_1186_P_24;(not _F19)
Class;C_1185_FireTruck;(not _F19)
Property;C_1184_P_23;(not _F19)
Property;Cr_9885;_F19
Property;C_1183_P_22;(not _F19)
Region;Cr_9884;_F19
Property;C_1182_P_21;(not _F19)
Transition;Cr_9883;_F20
Class;C_1181_Fireman;(not _F20)
Property;C_1180_P_20;(not _F20)
Comment;Cr_9882;_F20
Property;C_1179_P_19;(not _F20)
Association;Cr_9881;_F20
Property;Cr_9880;_F20
Property;C_1178_P_18;(not _F20)
Property;C_1177_P_17;(not _F20)
Property;C_1176_P_16;(not _F20)
Property;C_1175_P_15;(not _F20)
Property;C_1174_P_14;(not _F21)
Property;C_1173_P_13;(not _F21)
Comment;Cr_9879;_F21
Association;Cr_9878;_F21
Association;Cr_9877;_F21
Transition;Cr_9876;_F21
Property;C_1172_P_12;(not _F21)
Comment;Cr_9875;_F21
Comment;Cr_9874;_F21
Class;C_1171_Crisis;(not _F21)
Region;Cr_9873;_F21
Property;C_1170_P_11;(not _F22)
Comment;Cr_9872;_F22
Property;C_1169_P_10;(not _F22)
Property;C_1168_P_9;(not _F22)
Class;C_1167_Credential;(not _F22)
Region;Cr_9871;_F22
Property;C_1166_P_8;(not _F22)
Region;Cr_9870;_F22
Property;Cr_9869;_F22
Property;C_1165_P_7;(not _F22)
Class;C_1164_CommunicationInfrastructure;(not _F22)
Property;C_1163_P_6;(not _F23)
Class;C_1162_CommunicationCompromiser;(not _F23)
Property;C_1161_P_5;(not _F23)
Property;C_1160_P_4;(not _F23)
Property;Cr_9868;_F23
Comment;Cr_9867;_F23
Property;C_1159_P_3;(not _F23)
Property;C_1158_P_2;(not _F23)
Property;Cr_9866;_F23
Property;C_1157_P_1;(not _F23)
Class;C_1156_BCMSSystem;(not _F23)
Association;C_1155_communicationInfrastructure_use_bCMSSystem;(not _F24)
Association;C_1154_timeoutLog_report_fScoordinator;(not _F24)
Comment;Cr_9865;_F24
Association;C_1153_timeoutLog_report_pScoordinator;(not _F24)
Class;Cr_9864;_F24
Association;C_1152_bCMSSystem_regulate_govermentAgency;(not _F24)
Association;C_1151_timeoutLog_register_fSCSystem;(not _F24)
Association;C_1150_timeoutLog_register_pSCSystem;(not _F24)
Association;C_1149_routePlan_receive_fSCSystem;(not _F24)
Association;C_1148_fireTrucks_manage_fScoordinator;(not _F24)
Association;C_1147_policeCars_manage_pScoordinator;(not _F24)
Association;C_1146_pScoordinator_interact_pSCSystem;(not _F25)
Class;Cr_9863;_F25
Property;Cr_9862;_F25
Association;Cr_9861;_F25
Association;C_1145_victims_interact_firemen;(not _F25)
Association;C_1144_witnesses_interact_policeOfficers;(not _F25)
Association;C_1143_policeOfficers_interact_pScoordinator;(not _F25)
Association;C_1142_witnesses_interact_firemen;(not _F25)
Association;C_1141_fScoordinator_interact_fSCSystem;(not _F25)
Transition;Cr_9860;_F25
Association;C_1140_firemen_interact_fScoordinator;(not _F25)
Property;Cr_9859;_F26
Comment;Cr_9858;_F26
Association;Cr_9857;_F26
Association;C_1139_victims_interact_policeOfficers;(not _F26)
Property;Cr_9856;_F26
Association;C_1138_crisis_handle_bCMSSystem;(not _F26)
Class;Cr_9855;_F26
Comment;Cr_9854;_F26
Association;Cr_9853;_F26
Property;Cr_9852;_F26
Transition;Cr_9851;_F26
Transition;Cr_9850;_F27
Association;C_1137_routePoliceCar_follow_policeCar;(not _F27)
Comment;Cr_9849;_F27
Transition;Cr_9848;_F27
Association;C_1136_fireTruck_follow_routeFireTruck;(not _F27)
Association;C_1135_routePlans_develop_pSCSystem;(not _F27)
Region;Cr_9847;_F27
Association;C_1134_crisis_allocate_fireTrucks;(not _F27)
Association;Cr_9846;_F27
Association;Cr_9845;_F27
Association;Cr_9844;_F27
Association;C_1133_crisis_allocate_policeCars;(not _F28)
Association;C_1132_communicationInfrastructure_access_communicationCompromisers;(not _F28)
Association;C_1131_routePoliceCars_route_routePlan;(not _F28)
Association;C_1130_routeFireTrucks_route_routePlan;(not _F28)
Association;Cr_9843;_F28
Region;Cr_9842;_F28
Association;C_1129_bCMSSystem_contain_pSCSystem;(not _F28)
Transition;Cr_9841;_F28
Transition;Cr_9840;_F28
Association;C_1128_bCMSSystem_contain_fSCSystem;(not _F28)
DomainModel;C_1127_Domain;(not _F28)
Transition;Cr_9839;_F29
Property;C_1126_P_92;(not _F29)
Property;C_1125_P_91;(not _F29)
Class;Cr_9838;_F29
Property;C_1124_P_90;(not _F29)
Property;C_1123_P_89;(not _F29)
Class;Cr_9837;_F29
Class;C_1122_PSCSystem;(not _F29)
Transition;Cr_9836;_F29
Association;Cr_9835;_F29
Property;C_1121_P_88;(not _F29)
Association;Cr_9834;_F30
Transition;Cr_9833;_F30
Property;C_1120_P_87;(not _F30)
Property;C_1119_P_86;(not _F30)
Class;C_1118_FSCSystem;(not _F30)
Association;C_1117_fSCSystem_call_pSCSystem;(not _F30)
Association;C_1116_pSCSystem_call_fSCSystem;(not _F30)
DomainModel;C_1115_Architecture;(not _F30)
Property;Cr_9832;_F30
Generalization;C_1114_G_6;(not _F30)
Region;Cr_9831;_F30
Class;C_1113_FSCSystemNoEncryption;(not _F31)
Region;Cr_9830;_F31
Generalization;C_1112_G_5;(not _F31)
Class;Cr_9829;_F31
Comment;Cr_9828;_F31
Class;Cr_9827;_F31
Class;C_1111_PSCSystemNoEncryption;(not _F31)
Generalization;C_1110_G_4;(not _F31)
Class;Cr_9826;_F31
Transition;Cr_9825;_F31
Class;C_1109_FScoordinatorNoEncryption;(not _F31)
Generalization;C_1108_G_3;(not _F32)
Class;C_1107_PScoordinatorNoEncryption;(not _F32)
Comment;Cr_9824;_F32
Class;Cr_9823;_F32
Property;C_1106_P_85;(not _F32)
Property;C_1105_P_84;(not _F32)
Class;C_1104_Witness;(not _F32)
Property;C_1103_P_83;(not _F32)
Association;Cr_9822;_F32
Comment;Cr_9821;_F32
Property;C_1102_P_82;(not _F32)
Comment;Cr_9820;_F33
Class;C_1101_Victim;(not _F33)
Association;Cr_9819;_F33
Comment;Cr_9818;_F33
Property;C_1100_P_81;(not _F33)
Transition;Cr_9817;_F33
Property;C_1099_P_80;(not _F33)
Transition;Cr_9816;_F33
Property;Cr_9815;_F33
Association;Cr_9814;_F33
Property;C_1098_P_79;(not _F33)
Property;C_1097_P_78;(not _F34)
Property;C_1096_P_77;(not _F34)
Class;Cr_9813;_F34
Transition;Cr_9812;_F34
Property;Cr_9811;_F34
Property;C_1095_P_76;(not _F34)
Class;Cr_9810;_F34
Region;Cr_9809;_F34
Class;Cr_9808;_F34
Property;C_1094_P_75;(not _F34)
Region;Cr_9807;_F34
Property;C_1093_P_74;(not _F35)
Class;Cr_9806;_F35
Class;C_1092_TimeoutLog;(not _F35)
Generalization;C_1091_G_2;(not _F35)
Region;Cr_9805;_F35
Property;Cr_9804;_F35
Class;Cr_9803;_F35
Property;C_1090_P_73;(not _F35)
Class;Cr_9802;_F35
