(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59 _F60 _F61 _F62 _F63 _F64 _F65 _F66 _F67 _F68 _F69 _F70 _F71 _F72 _F73 _F74 _F75 _F76 _F77 _F78 _F79 _F80 _F81 _F82 _F83 _F84 _F85 _F86 _F87 _F88 _F89 _F90 _F91 _F92 _F93 _F94 _F95 _F96 _F97 _F98 _F99)
Model;bCMS;_M1
Comment;Cr_9996;_F0
Class;Cr_9993;_F0
Class;PSCSystem;(and (not _F1) (not _F9))
Class;FSCSystem;(and (not _F1) (not _F14))
DomainModel;Architecture;(not _F2)
Class;FSCSystemNoEncryption;(not _F2)
Class;PSCSystemNoEncryption;(not _F3)
Class;FScoordinatorNoEncryption;(not _F3)
Class;PScoordinatorNoEncryption;(not _F3)
Class;Witness;(not _F4)
Class;Victim;(not _F4)
Class;TimeoutLog;(not _F5)
Class;RoutePoliceCar;(not _F6)
Property;P_65;(not _F7)
Class;RoutePlan;(not _F7)
Property;P_64;(not _F7)
Class;RouteFireTruck;(not _F8)
Class;Route;(not _F8)
Class;PScoordinator;(not _F10)
Class;PoliceOfficer;(not _F11)
Class;PoliceCar;(not _F12)
Class;GPS;(not _F12)
Class;GovermentAgency;(not _F13)
Class;FScoordinator;(not _F15)
Class;FireTruck;(not _F15)
Class;Fireman;(not _F16)
Class;Crisis;(not _F17)
Class;Credential;(not _F18)
Property;P_8;(not _F18)
Class;CommunicationInfrastructure;(not _F18)
Property;P_6;(not _F18)
Class;CommunicationCompromiser;(not _F18)
Property;P_5;(not _F19)
Class;BCMSSystem;(not _F19)
Association;timeoutLog_report_fScoordinator;(not _F20)
Class;Cr_9869;_F20
Association;timeoutLog_register_fSCSystem;(not _F20)
Association;timeoutLog_register_pSCSystem;(not _F20)
Association;routePlan_receive_fSCSystem;(not _F20)
Association;fireTrucks_manage_fScoordinator;(not _F20)
Class;Cr_9864;_F21
Association;fScoordinator_interact_fSCSystem;(not _F21)
Association;firemen_interact_fScoordinator;(not _F21)
Association;Cr_9857;_F22
Association;routePlans_develop_pSCSystem;(not _F22)
Association;crisis_allocate_policeCars;(not _F22)
Association;routeFireTrucks_route_routePlan;(not _F23)
Association;bCMSSystem_contain_pSCSystem;(not _F23)
Association;bCMSSystem_contain_fSCSystem;(not _F23)
DomainModel;Domain;(not _F23)
Region;Region2;(not _F24)
Transition;T_69;(not _F25)
Transition;T_66;(not _F26)
Region;S_38;(not _F26)
Region;S_36;(not _F26)
Region;S_35;(not _F27)
Region;S_34;(not _F27)
Region;S_33;(not _F27)
Region;Region1;(not _F27)
StateMachine;SM-PScoordinator;(not _F27)
Transition;T_64;(not _F27)
Region;S_32;(not _F28)
Region;R16;(not _F28)
Transition;T_63;(not _F28)
Transition;T_62;(not _F28)
Region;S_30;(not _F29)
Region;R15;(not _F29)
StateMachine;SM-ConnectivityPSCsystem;(not _F29)
Region;S_28;(not _F30)
Region;R14;(not _F30)
Transition;T_57;(not _F30)
Transition;T_55;(not _F31)
Transition;T_54;(not _F31)
Transition;T_52;(not _F31)
Transition;T_50;(not _F31)
Region;S_27;(not _F32)
Region;S_26;(not _F32)
Region;S_25;(not _F32)
Region;S_24;(not _F33)
Region;S_23;(not _F33)
Region;R13;(not _F34)
StateMachine;SM-PSCSystem;(not _F34)
Region;R12;(not _F34)
Region;R11;(not _F36)
StateMachine;SM-ConnectivityFSCsystem;(not _F36)
Region;R10;(not _F38)
Association;Cr_9749;_F38
Transition;T_39;(not _F38)
Region;R9;(not _F38)
Transition;T_38;(not _F38)
Transition;T_37;(not _F39)
Class;Cr_9744;_F39
Region;PS_8;(not _F39)
Region;R8;(not _F40)
Region;S_9;(not _F40)
Region;R7;(not _F41)
Transition;T_34;(not _F41)
Association;Cr_9726;_F41
Class;Cr_9723;_F41
Transition;T_33;(not _F41)
Region;S_8;(not _F41)
Region;PS_6;(not _F42)
Transition;Cr_9720;_F42
Region;R6;(not _F42)
Transition;T_32;(not _F42)
Transition;T_31;(not _F42)
Region;S_6;(not _F42)
Region;S_5;(not _F42)
Region;R5;(not _F43)
Property;Cr_9714;_F43
StateMachine;SM-Main;(not _F43)
Region;S_4;(not _F44)
Region;S_3;(not _F44)
Region;PS_4;(not _F44)
Region;R4;(not _F44)
Transition;T_27;(not _F44)
Transition;T_26;(not _F45)
Class;Cr_9695;_F45
Transition;T_24;(not _F45)
Transition;T_23;(not _F45)
Transition;T_22;(not _F46)
Transition;T_21;(not _F46)
Transition;T_20;(not _F46)
Region;PS_3;(not _F46)
