(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59)
Model;bCMS;_M1
Region;Cr_9997;_F0
Class;PSCSystem;(and (not _F0) (not _F10))
Property;P_88;(not _F1)
Association;Cr_9993;_F1
Property;Cr_9992;_F1
Region;Cr_9991;_F1
Class;FSCSystem;(and (not _F1) (not _F14))
DomainModel;Architecture;(not _F1)
Property;Cr_9989;_F1
Property;Cr_9987;_F2
Class;FSCSystemNoEncryption;(not _F2)
Class;PSCSystemNoEncryption;(not _F2)
Class;FScoordinatorNoEncryption;(not _F3)
Class;PScoordinatorNoEncryption;(not _F3)
Property;Cr_9978;_F3
Region;Cr_9977;_F3
Class;Witness;(not _F3)
Association;Cr_9973;_F4
Class;Victim;(not _F4)
Association;Cr_9969;_F4
Property;Cr_9968;_F5
Class;Cr_9964;_F5
Comment;Cr_9963;_F5
Property;Cr_9961;_F5
Transition;Cr_9960;_F6
Class;TimeoutLog;(not _F6)
Transition;Cr_9959;_F6
Region;Cr_9956;_F6
Class;RoutePoliceCar;(not _F6)
Property;P_66;(not _F8)
Class;RoutePlan;(not _F8)
Generalization;G_1;(not _F8)
Property;P_64;(not _F8)
Class;RouteFireTruck;(not _F8)
Association;Cr_9944;_F9
Class;Route;(not _F9)
Transition;Cr_9937;_F10
Comment;Cr_9935;_F10
Association;Cr_9934;_F10
Property;Cr_9933;_F10
Class;PScoordinator;(not _F11)
Class;PoliceOfficer;(not _F12)
Class;PoliceCar;(not _F12)
Class;GPS;(not _F13)
Property;P_39;(not _F13)
Class;GovermentAgency;(not _F13)
Property;P_38;(not _F13)
Property;Cr_9919;_F13
Comment;Cr_9918;_F13
Property;Cr_9917;_F13
Transition;Cr_9916;_F13
Property;P_36;(not _F14)
Property;P_33;(not _F14)
Property;Cr_9911;_F14
Comment;Cr_9910;_F14
Association;Cr_9909;_F15
Property;P_30;(not _F15)
Class;FScoordinator;(not _F15)
Property;P_27;(not _F15)
Property;P_26;(not _F15)
Class;FireTruck;(not _F16)
Property;Cr_9903;_F16
Association;Cr_9902;_F16
Association;Cr_9901;_F16
Association;Cr_9900;_F16
Property;P_22;(not _F17)
Property;P_21;(not _F17)
Association;Cr_9894;_F17
Class;Fireman;(not _F17)
