(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19)
Model;bCMS;_M1
Class;Cr_9999;_F0
Property;P_92;(not _F0)
Comment;Cr_9998;_F0
Property;P_90;(not _F0)
Property;Cr_9996;_F0
Class;PSCSystem;(and (not _F0) (not _F11))
Transition;Cr_9995;_F0
Class;Cr_9994;_F1
Transition;Cr_9993;_F1
Class;FSCSystem;(and (not _F1) (not _F15))
Comment;Cr_9990;_F1
Property;Cr_9989;_F1
Association;pSCSystem_call_fSCSystem;(not _F2)
DomainModel;Architecture;(not _F2)
Generalization;G_6;(not _F2)
Property;Cr_9986;_F2
Region;Cr_9985;_F2
Class;FSCSystemNoEncryption;(not _F2)
Generalization;G_5;(not _F3)
Class;PSCSystemNoEncryption;(not _F3)
Transition;Cr_9981;_F3
Generalization;G_4;(not _F3)
Class;FScoordinatorNoEncryption;(not _F3)
Generalization;G_3;(not _F3)
Class;PScoordinatorNoEncryption;(not _F3)
Property;Cr_9980;_F3
Region;Cr_9979;_F3
Class;Witness;(not _F4)
Association;Cr_9978;_F4
Transition;Cr_9976;_F4
Class;Victim;(not _F4)
Property;Cr_9975;_F4
Transition;Cr_9973;_F4
Property;Cr_9972;_F5
Transition;Cr_9969;_F5
Property;Cr_9968;_F5
Class;TimeoutLog;(not _F6)
Comment;Cr_9967;_F6
Comment;Cr_9966;_F6
Transition;Cr_9965;_F6
Comment;Cr_9964;_F6
Region;Cr_9963;_F6
Association;Cr_9962;_F6
Class;RoutePoliceCar;(not _F7)
Comment;Cr_9961;_F7
Transition;Cr_9960;_F7
Property;Cr_9958;_F7
Property;P_69;(not _F7)
Comment;Cr_9957;_F7
Region;Cr_9956;_F7
Property;P_68;(not _F7)
Property;P_67;(not _F8)
Property;P_66;(not _F8)
Property;P_65;(not _F8)
Class;RoutePlan;(not _F8)
Region;Cr_9954;_F8
Generalization;G_1;(not _F8)
Property;P_64;(not _F8)
Property;Cr_9953;_F8
Comment;Cr_9952;_F8
Property;P_63;(not _F8)
Transition;Cr_9951;_F9
Region;Cr_9950;_F9
Property;Cr_9949;_F9
Class;RouteFireTruck;(not _F9)
Property;P_62;(not _F9)
Property;Cr_9947;_F9
Association;Cr_9946;_F9
Property;P_61;(not _F9)
Property;Cr_9945;_F9
Class;Route;(not _F10)
Property;P_60;(not _F10)
Property;P_59;(not _F10)
Region;Cr_9943;_F10
Property;P_58;(not _F10)
Comment;Cr_9942;_F10
Property;Cr_9941;_F10
Property;P_57;(not _F10)
Property;P_56;(not _F10)
Association;Cr_9939;_F10
Class;Cr_9938;_F11
Property;P_55;(not _F11)
Class;Cr_9934;_F11
Property;Cr_9933;_F11
Property;P_54;(not _F11)
Property;P_53;(not _F11)
Property;P_52;(not _F11)
Region;Cr_9932;_F12
Region;Cr_9930;_F12
Transition;Cr_9929;_F12
Class;Cr_9928;_F12
Property;P_51;(not _F12)
Property;P_50;(not _F12)
Class;PScoordinator;(not _F12)
Class;Cr_9927;_F12
Property;P_48;(not _F12)
Property;P_47;(not _F13)
Association;Cr_9926;_F13
Property;P_46;(not _F13)
Class;PoliceOfficer;(not _F13)
Property;P_45;(not _F13)
Transition;Cr_9925;_F13
Property;P_44;(not _F13)
Transition;Cr_9924;_F13
Property;Cr_9923;_F13
Transition;Cr_9922;_F13
Property;P_43;(not _F13)
Association;Cr_9921;_F14
Property;P_42;(not _F14)
Class;PoliceCar;(not _F14)
Property;P_41;(not _F14)
Property;P_40;(not _F14)
Class;GPS;(not _F14)
Property;P_39;(not _F14)
Class;GovermentAgency;(not _F14)
Transition;Cr_9920;_F14
Property;P_38;(not _F14)
Property;P_37;(not _F14)
Property;P_36;(not _F15)
Class;Cr_9919;_F15
Property;P_35;(not _F15)
Property;Cr_9917;_F15
Property;P_34;(not _F15)
Region;Cr_9916;_F15
Property;P_33;(not _F15)
Property;P_32;(not _F15)
Region;Cr_9915;_F15
Property;Cr_9914;_F16
Property;P_31;(not _F16)
Region;Cr_9913;_F16
Association;Cr_9912;_F16
Property;P_30;(not _F16)
Property;P_29;(not _F16)
Property;P_28;(not _F16)
Class;FScoordinator;(not _F16)
Property;Cr_9910;_F16
Property;P_27;(not _F16)
Comment;Cr_9909;_F17
Property;P_26;(not _F17)
Transition;Cr_9908;_F17
Property;P_25;(not _F17)
Class;Cr_9907;_F17
Region;Cr_9906;_F17
Property;P_24;(not _F17)
Class;FireTruck;(not _F17)
Property;P_23;(not _F17)
Property;P_22;(not _F17)
Property;Cr_9905;_F17
Property;Cr_9904;_F18
Comment;Cr_9903;_F18
Property;Cr_9902;_F18
Property;P_21;(not _F18)
Class;Fireman;(not _F18)
Transition;Cr_9901;_F18
Class;Cr_9900;_F18
Comment;Cr_9899;_F18
Property;P_20;(not _F18)
Property;P_19;(not _F18)
Property;P_18;(not _F18)
Association;Cr_9898;_F19
Class;Cr_9897;_F19
Property;P_17;(not _F19)
Property;Cr_9896;_F19
Class;Cr_9895;_F19
Association;Cr_9894;_F19
Property;P_16;(not _F19)
Property;P_15;(not _F19)
Comment;Cr_9893;_F19
Property;Cr_9892;_F19
Property;P_14;(not _F19)
