(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39)
Model;bCMS;_M1
Association;Cr_10000;_F0
Property;C_640_P_90;(not _F0)
Property;C_639_P_89;(not _F0)
Class;C_638_PSCSystem;(not _F0)
Association;Cr_9997;_F0
Property;C_637_P_88;(not _F0)
Comment;Cr_9996;_F0
Property;C_635_P_86;(not _F0)
Association;Cr_9994;_F0
Class;C_634_FSCSystem;(not _F1)
Region;Cr_9991;_F1
Association;C_632_pSCSystem_call_fSCSystem;(not _F1)
DomainModel;C_631_Architecture;(not _F1)
Generalization;C_630_G_6;(not _F1)
Association;Cr_9990;_F1
Class;Cr_9989;_F1
Class;C_629_FSCSystemNoEncryption;(not _F1)
Comment;Cr_9987;_F1
Generalization;C_628_G_5;(not _F1)
Class;Cr_9986;_F1
Class;C_627_PSCSystemNoEncryption;(not _F2)
Generalization;C_626_G_4;(not _F2)
Class;Cr_9985;_F2
Class;C_625_FScoordinatorNoEncryption;(not _F2)
Property;Cr_9984;_F2
Class;C_623_PScoordinatorNoEncryption;(not _F2)
Property;C_622_P_85;(not _F2)
Property;C_621_P_84;(not _F2)
Class;C_620_Witness;(not _F2)
Property;C_619_P_83;(not _F2)
Association;Cr_9982;_F2
Property;C_618_P_82;(not _F2)
Property;Cr_9981;_F2
Class;C_617_Victim;(not _F3)
Property;C_615_P_80;(not _F3)
Property;C_614_P_79;(not _F3)
Property;C_613_P_78;(not _F3)
Property;C_611_P_76;(not _F3)
Class;Cr_9979;_F3
Property;C_610_P_75;(not _F3)
Property;Cr_9978;_F3
Class;Cr_9977;_F3
Class;C_608_TimeoutLog;(not _F3)
Region;Cr_9976;_F3
Property;Cr_9974;_F4
Generalization;C_607_G_2;(not _F4)
Property;C_606_P_73;(not _F4)
Association;Cr_9973;_F4
Property;Cr_9972;_F4
Property;C_605_P_72;(not _F4)
Class;C_604_RoutePoliceCar;(not _F4)
Property;C_603_P_71;(not _F4)
Comment;Cr_9971;_F4
Comment;Cr_9970;_F4
Property;C_602_P_70;(not _F4)
Property;C_601_P_69;(not _F4)
Association;Cr_9969;_F4
Property;C_600_P_68;(not _F4)
Property;C_599_P_67;(not _F5)
Property;Cr_9968;_F5
Transition;Cr_9967;_F5
Property;C_597_P_65;(not _F5)
Class;C_596_RoutePlan;(not _F5)
Generalization;C_595_G_1;(not _F5)
