(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59 _F60 _F61 _F62 _F63 _F64 _F65 _F66 _F67 _F68 _F69 _F70 _F71 _F72 _F73 _F74 _F75 _F76 _F77 _F78 _F79)
Model;bCMS;_M1
Property;C_2568_P_92;(not _F0)
Property;C_2567_P_91;(not _F0)
Property;C_2566_P_90;(not _F0)
Association;Cr_10000;_F0
Transition;Cr_9999;_F0
Property;C_2565_P_89;(not _F0)
Class;C_2564_PSCSystem;(not _F0)
Property;C_2563_P_88;(not _F0)
Transition;Cr_9996;_F0
Transition;Cr_9995;_F1
Property;C_2562_P_87;(not _F1)
Class;Cr_9994;_F1
Comment;Cr_9993;_F1
Property;C_2561_P_86;(not _F1)
Region;Cr_9992;_F1
Class;C_2560_FSCSystem;(not _F1)
Association;C_2559_fSCSystem_call_pSCSystem;(not _F1)
Region;Cr_9991;_F1
Association;C_2558_pSCSystem_call_fSCSystem;(not _F1)
DomainModel;C_2557_Architecture;(not _F1)
Generalization;C_2556_G_6;(not _F2)
Class;C_2555_FSCSystemNoEncryption;(not _F2)
Property;Cr_9990;_F2
Generalization;C_2554_G_5;(not _F2)
Class;C_2553_PSCSystemNoEncryption;(not _F2)
Association;Cr_9989;_F2
Class;C_2551_FScoordinatorNoEncryption;(not _F2)
Class;C_2549_PScoordinatorNoEncryption;(not _F2)
Property;Cr_9988;_F2
Property;C_2548_P_85;(not _F3)
Property;C_2547_P_84;(not _F3)
Property;Cr_9987;_F3
Association;Cr_9986;_F3
Class;C_2546_Witness;(not _F3)
Region;Cr_9985;_F3
Property;Cr_9984;_F3
Comment;Cr_9983;_F3
Property;Cr_9982;_F3
Property;C_2544_P_82;(not _F3)
Class;C_2543_Victim;(not _F4)
Property;Cr_9981;_F4
Property;C_2542_P_81;(not _F4)
Comment;Cr_9979;_F4
Property;Cr_9978;_F4
Association;Cr_9977;_F4
Class;Cr_9976;_F4
Transition;Cr_9975;_F4
Property;Cr_9974;_F4
Property;C_2540_P_79;(not _F5)
Property;C_2539_P_78;(not _F5)
Property;C_2538_P_77;(not _F5)
Association;Cr_9973;_F5
Property;C_2537_P_76;(not _F5)
Property;C_2536_P_75;(not _F5)
Property;C_2535_P_74;(not _F5)
Class;C_2534_TimeoutLog;(not _F5)
Generalization;C_2533_G_2;(not _F5)
Property;C_2532_P_73;(not _F5)
Property;C_2531_P_72;(not _F6)
Class;C_2530_RoutePoliceCar;(not _F6)
Property;C_2529_P_71;(not _F6)
Association;Cr_9971;_F6
Association;Cr_9970;_F6
Property;C_2528_P_70;(not _F6)
Property;C_2527_P_69;(not _F6)
Property;C_2526_P_68;(not _F6)
Property;Cr_9969;_F6
Transition;Cr_9968;_F6
Property;C_2525_P_67;(not _F6)
Class;Cr_9967;_F7
Association;Cr_9966;_F7
Property;C_2524_P_66;(not _F7)
Property;C_2523_P_65;(not _F7)
Class;C_2522_RoutePlan;(not _F7)
Region;Cr_9964;_F7
Property;C_2520_P_64;(not _F7)
Property;C_2519_P_63;(not _F7)
Region;Cr_9962;_F8
Class;C_2518_RouteFireTruck;(not _F8)
Property;C_2517_P_62;(not _F8)
Region;Cr_9961;_F8
Property;C_2516_P_61;(not _F8)
Transition;Cr_9960;_F8
Transition;Cr_9959;_F8
Class;C_2515_Route;(not _F8)
Property;C_2514_P_60;(not _F8)
Property;C_2513_P_59;(not _F8)
Property;C_2512_P_58;(not _F8)
Property;C_2510_P_56;(not _F9)
Property;C_2509_P_55;(not _F9)
Property;C_2508_P_54;(not _F9)
Class;C_2507_PSCSystem;(not _F9)
Region;Cr_9957;_F9
Property;C_2506_P_53;(not _F9)
Property;Cr_9954;_F9
Property;C_2505_P_52;(not _F10)
Class;Cr_9953;_F10
Class;Cr_9952;_F10
Property;C_2504_P_51;(not _F10)
Region;Cr_9951;_F10
Comment;Cr_9950;_F10
Property;C_2503_P_50;(not _F10)
Property;C_2502_P_49;(not _F10)
Class;C_2501_PScoordinator;(not _F10)
Property;C_2500_P_48;(not _F10)
Transition;Cr_9948;_F11
Property;C_2499_P_47;(not _F11)
Association;Cr_9946;_F11
Property;C_2498_P_46;(not _F11)
Association;Cr_9945;_F11
Region;Cr_9944;_F11
Association;Cr_9943;_F11
Class;Cr_9942;_F11
Region;Cr_9941;_F11
Class;Cr_9940;_F11
Region;Cr_9939;_F12
Class;C_2497_PoliceOfficer;(not _F12)
