(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59)
Model;bCMS;_M1
Property;C_642_P_92;(not _F0)
Property;Cr_10000;_F0
Property;C_641_P_91;(not _F0)
Property;Cr_9999;_F0
Class;C_638_PSCSystem;(not _F0)
Property;C_637_P_88;(not _F0)
Property;C_636_P_87;(not _F1)
Association;Cr_9995;_F1
Transition;Cr_9993;_F1
Class;C_634_FSCSystem;(not _F1)
Property;Cr_9992;_F1
Association;C_632_pSCSystem_call_fSCSystem;(not _F1)
DomainModel;C_631_Architecture;(not _F2)
Property;Cr_9986;_F2
Class;C_629_FSCSystemNoEncryption;(not _F2)
Class;C_627_PSCSystemNoEncryption;(not _F2)
Generalization;C_626_G_4;(not _F2)
Region;Cr_9985;_F2
Class;C_625_FScoordinatorNoEncryption;(not _F3)
Class;C_623_PScoordinatorNoEncryption;(not _F3)
Comment;Cr_9979;_F3
Transition;Cr_9977;_F3
Transition;Cr_9975;_F4
Property;C_622_P_85;(not _F4)
Region;Cr_9972;_F4
Region;Cr_9971;_F4
Comment;Cr_9969;_F4
Property;C_621_P_84;(not _F4)
Property;Cr_9967;_F5
Region;Cr_9966;_F5
Transition;Cr_9965;_F5
Class;C_620_Witness;(not _F5)
Region;Cr_9963;_F5
Association;Cr_9962;_F5
Property;Cr_9961;_F5
Property;C_618_P_82;(not _F5)
Association;Cr_9960;_F5
Class;C_617_Victim;(not _F6)
Property;C_616_P_81;(not _F6)
Property;C_615_P_80;(not _F6)
Association;Cr_9957;_F6
Property;C_613_P_78;(not _F6)
Class;Cr_9956;_F6
Class;Cr_9953;_F7
Property;C_611_P_76;(not _F7)
Association;Cr_9952;_F7
Class;Cr_9951;_F7
Comment;Cr_9949;_F7
Class;C_608_TimeoutLog;(not _F7)
Generalization;C_607_G_2;(not _F8)
Comment;Cr_9943;_F8
Region;Cr_9942;_F8
Transition;Cr_9941;_F8
Association;Cr_9940;_F8
Class;Cr_9939;_F8
Class;Cr_9935;_F9
Transition;Cr_9934;_F9
Property;C_605_P_72;(not _F9)
Class;C_604_RoutePoliceCar;(not _F9)
Property;C_603_P_71;(not _F9)
Property;Cr_9933;_F9
Property;C_602_P_70;(not _F9)
Property;C_601_P_69;(not _F9)
Class;Cr_9932;_F10
Property;C_600_P_68;(not _F10)
Property;C_599_P_67;(not _F10)
Property;C_598_P_66;(not _F10)
Region;Cr_9931;_F10
Association;Cr_9930;_F10
Property;C_597_P_65;(not _F10)
Association;Cr_9929;_F10
Class;Cr_9928;_F10
Class;C_596_RoutePlan;(not _F10)
Generalization;C_595_G_1;(not _F10)
Property;C_594_P_64;(not _F11)
Association;Cr_9927;_F11
Class;C_592_RouteFireTruck;(not _F11)
Class;Cr_9926;_F11
Property;C_591_P_62;(not _F11)
Transition;Cr_9924;_F11
Class;C_589_Route;(not _F11)
Property;C_587_P_59;(not _F12)
Property;C_586_P_58;(not _F12)
Property;C_585_P_57;(not _F12)
Property;Cr_9922;_F12
Comment;Cr_9921;_F12
Association;Cr_9920;_F12
Region;Cr_9918;_F12
Property;C_584_P_56;(not _F12)
Property;C_583_P_55;(not _F13)
Property;C_582_P_54;(not _F13)
Class;C_581_PSCSystem;(not _F13)
Property;C_580_P_53;(not _F13)
Association;Cr_9915;_F13
Comment;Cr_9914;_F13
Property;C_576_P_49;(not _F13)
Class;C_575_PScoordinator;(not _F14)
Property;C_574_P_48;(not _F14)
Association;Cr_9913;_F14
Property;C_572_P_46;(not _F14)
Region;Cr_9912;_F14
Property;Cr_9910;_F14
Property;Cr_9908;_F14
Class;C_571_PoliceOfficer;(not _F14)
Property;C_568_P_43;(not _F15)
Property;C_567_P_42;(not _F15)
Class;C_566_PoliceCar;(not _F15)
Property;Cr_9904;_F15
Class;C_563_GPS;(not _F16)
Property;Cr_9903;_F16
Class;C_561_GovermentAgency;(not _F16)
Property;C_560_P_38;(not _F16)
Transition;Cr_9902;_F16
Comment;Cr_9901;_F16
Property;Cr_9900;_F16
Property;C_559_P_37;(not _F16)
Transition;Cr_9897;_F17
Property;Cr_9892;_F17
Comment;Cr_9890;_F17
Property;C_558_P_36;(not _F17)
Property;C_557_P_35;(not _F17)
Comment;Cr_9889;_F18
Property;C_555_P_33;(not _F18)
Class;C_554_FSCSystem;(not _F18)
Property;C_552_P_31;(not _F18)
Association;Cr_9884;_F18
Property;C_550_P_29;(not _F19)
Property;C_549_P_28;(not _F19)
Class;C_548_FScoordinator;(not _F19)
Property;C_547_P_27;(not _F19)
Property;C_545_P_25;(not _F19)
Region;Cr_9881;_F19
Class;C_543_FireTruck;(not _F19)
Property;Cr_9880;_F20
Property;C_542_P_23;(not _F20)
Property;C_541_P_22;(not _F20)
Comment;Cr_9877;_F20
Class;C_539_Fireman;(not _F20)
Property;C_538_P_20;(not _F20)
Class;Cr_9874;_F21
Property;C_537_P_19;(not _F21)
Property;C_536_P_18;(not _F21)
Region;Cr_9872;_F21
Property;C_535_P_17;(not _F21)
Property;C_534_P_16;(not _F21)
Comment;Cr_9870;_F21
Property;C_533_P_15;(not _F21)
Region;Cr_9869;_F21
Class;Cr_9868;_F22
Property;C_532_P_14;(not _F22)
Class;Cr_9867;_F22
Property;C_531_P_13;(not _F22)
Property;C_530_P_12;(not _F22)
Class;C_529_Crisis;(not _F22)
Property;C_528_P_11;(not _F22)
Association;Cr_9864;_F22
Property;C_527_P_10;(not _F22)
Property;Cr_9863;_F23
Comment;Cr_9861;_F23
Property;C_526_P_9;(not _F23)
Association;Cr_9860;_F23
Class;C_525_Credential;(not _F23)
Region;Cr_9859;_F23
Transition;Cr_9856;_F23
Property;C_524_P_8;(not _F23)
Class;C_522_CommunicationInfrastructure;(not _F24)
Class;C_520_CommunicationCompromiser;(not _F24)
Property;Cr_9854;_F24
Property;Cr_9853;_F24
Property;C_519_P_5;(not _F24)
Property;C_518_P_4;(not _F24)
Property;C_517_P_3;(not _F24)
Property;C_516_P_2;(not _F25)
Class;Cr_9850;_F25
Transition;Cr_9849;_F25
Association;Cr_9848;_F25
Property;C_515_P_1;(not _F25)
Class;C_514_BCMSSystem;(not _F25)
Property;Cr_9846;_F25
Transition;Cr_9844;_F26
