(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39)
Model;bCMS;_M1
Region;Cr_9998;_F0
Comment;Cr_9997;_F0
Property;C_642_P_92;(not _F0)
Property;C_641_P_91;(not _F0)
Transition;Cr_9996;_F0
Class;Cr_9995;_F0
Association;Cr_9994;_F0
Class;C_638_PSCSystem;(not _F0)
Property;C_637_P_88;(not _F0)
Property;C_635_P_86;(not _F1)
Transition;Cr_9993;_F1
Association;Cr_9992;_F1
Property;Cr_9991;_F1
Class;C_634_FSCSystem;(not _F1)
Property;Cr_9990;_F1
Association;C_633_fSCSystem_call_pSCSystem;(not _F1)
Association;C_632_pSCSystem_call_fSCSystem;(not _F1)
DomainModel;C_631_Architecture;(not _F1)
Association;Cr_9989;_F1
Generalization;C_630_G_6;(not _F1)
Class;C_629_FSCSystemNoEncryption;(not _F1)
Generalization;C_628_G_5;(not _F2)
Class;C_627_PSCSystemNoEncryption;(not _F2)
Region;Cr_9986;_F2
Generalization;C_626_G_4;(not _F2)
Class;C_625_FScoordinatorNoEncryption;(not _F2)
Generalization;C_624_G_3;(not _F2)
Region;Cr_9985;_F2
Class;C_623_PScoordinatorNoEncryption;(not _F2)
Property;C_622_P_85;(not _F2)
Class;C_620_Witness;(not _F3)
Comment;Cr_9978;_F3
Property;C_619_P_83;(not _F3)
Property;C_618_P_82;(not _F3)
Property;Cr_9977;_F3
Comment;Cr_9975;_F3
Class;C_617_Victim;(not _F4)
Region;Cr_9973;_F4
Class;Cr_9972;_F4
Property;C_612_P_77;(not _F4)
Property;C_611_P_76;(not _F4)
Property;C_609_P_74;(not _F4)
Comment;Cr_9968;_F5
Class;C_608_TimeoutLog;(not _F5)
Transition;Cr_9965;_F5
Association;Cr_9964;_F5
Class;Cr_9963;_F5
Property;C_606_P_73;(not _F5)
Property;Cr_9962;_F5
Class;Cr_9961;_F5
Class;Cr_9959;_F6
Class;Cr_9958;_F6
