(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59)
Model;bCMS;_M1
Comment;C_1_Author;_BC
Association;Cr_10000;_F0
Comment;Cr_9999;_F0
Comment;Cr_9998;_F0
Property;C_642_P_92;(not _F0)
Property;C_641_P_91;(not _F0)
Property;C_640_P_90;(not _F0)
Property;C_639_P_89;(not _F0)
Class;C_638_PSCSystem;(not _F0)
Property;Cr_9997;_F0
Property;C_637_P_88;(not _F0)
Property;C_636_P_87;(not _F0)
Property;C_635_P_86;(not _F1)
Class;Cr_9996;_F1
Comment;Cr_9995;_F1
Class;C_634_FSCSystem;(not _F1)
Association;C_633_fSCSystem_call_pSCSystem;(not _F1)
Association;C_632_pSCSystem_call_fSCSystem;(not _F1)
Class;Cr_9994;_F1
Transition;Cr_9993;_F1
Association;Cr_9992;_F1
Region;Cr_9991;_F1
Comment;Cr_9990;_F1
Comment;Cr_9989;_F2
DomainModel;C_631_Architecture;(not _F2)
Generalization;C_630_G_6;(not _F2)
Class;C_629_FSCSystemNoEncryption;(not _F2)
Property;Cr_9988;_F2
Region;Cr_9987;_F2
Transition;Cr_9986;_F2
Generalization;C_628_G_5;(not _F2)
Region;Cr_9985;_F2
Class;C_627_PSCSystemNoEncryption;(not _F2)
Generalization;C_626_G_4;(not _F2)
Class;C_625_FScoordinatorNoEncryption;(not _F3)
Generalization;C_624_G_3;(not _F3)
Region;Cr_9984;_F3
Class;C_623_PScoordinatorNoEncryption;(not _F3)
Property;C_622_P_85;(not _F3)
Property;Cr_9983;_F3
Property;C_621_P_84;(not _F3)
Region;Cr_9982;_F3
Class;C_620_Witness;(not _F3)
Property;C_619_P_83;(not _F3)
Class;Cr_9981;_F3
Property;C_618_P_82;(not _F4)
Class;C_617_Victim;(not _F4)
Property;C_616_P_81;(not _F4)
Region;Cr_9980;_F4
Region;Cr_9979;_F4
Comment;Cr_9978;_F4
Property;C_615_P_80;(not _F4)
