(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39)
Model;bCMS;_M1
Property;P_91;(not _F0)
Property;P_90;(not _F0)
Class;PSCSystem;(and (not _F0) (not _F9))
Property;P_88;(not _F0)
Class;Cr_9998;_F0
Property;P_86;(not _F0)
Class;FSCSystem;(and (not _F0) (not _F13))
Association;fSCSystem_call_pSCSystem;(not _F1)
Class;Cr_9992;_F1
DomainModel;Architecture;(not _F1)
Class;Cr_9990;_F1
Generalization;G_6;(not _F1)
Class;FSCSystemNoEncryption;(not _F1)
Generalization;G_5;(not _F2)
Class;PSCSystemNoEncryption;(not _F2)
Class;Cr_9987;_F2
Region;Cr_9986;_F2
Class;Cr_9985;_F2
Generalization;G_4;(not _F2)
Class;FScoordinatorNoEncryption;(not _F2)
Association;Cr_9984;_F2
Generalization;G_3;(not _F2)
Class;PScoordinatorNoEncryption;(not _F2)
Property;P_84;(not _F3)
Class;Witness;(not _F3)
Property;P_83;(not _F3)
Association;Cr_9981;_F3
Property;P_82;(not _F3)
Comment;Cr_9978;_F3
Class;Victim;(not _F3)
Property;P_80;(not _F3)
Association;Cr_9976;_F4
Comment;Cr_9975;_F4
Region;Cr_9973;_F4
Transition;Cr_9970;_F4
Class;TimeoutLog;(not _F5)
Association;Cr_9969;_F5
Class;Cr_9968;_F5
Class;RoutePoliceCar;(not _F5)
Transition;Cr_9965;_F5
Comment;Cr_9964;_F5
Property;Cr_9963;_F6
Region;Cr_9961;_F6
Region;Cr_9959;_F6
Class;RoutePlan;(not _F6)
Generalization;G_1;(not _F6)
Association;Cr_9956;_F7
Class;RouteFireTruck;(not _F7)
Transition;Cr_9955;_F7
Comment;Cr_9954;_F7
Class;Route;(not _F7)
Property;Cr_9952;_F7
Comment;Cr_9951;_F8
Transition;Cr_9947;_F8
Association;Cr_9945;_F8
Property;Cr_9943;_F9
Class;PScoordinator;(not _F9)
Association;Cr_9942;_F9
Property;P_48;(not _F9)
Property;P_47;(not _F9)
Property;Cr_9941;_F9
Class;Cr_9940;_F10
Comment;Cr_9939;_F10
Class;PoliceOfficer;(not _F10)
Region;Cr_9933;_F10
Property;P_44;(not _F10)
Property;P_43;(not _F10)
Comment;Cr_9932;_F11
Property;P_42;(not _F11)
Comment;Cr_9930;_F11
Class;PoliceCar;(not _F11)
Comment;Cr_9929;_F11
Property;P_41;(not _F11)
Property;P_40;(not _F11)
Class;GPS;(not _F11)
Property;P_39;(not _F11)
Class;GovermentAgency;(not _F11)
Property;P_38;(not _F12)
Property;P_37;(not _F12)
Transition;Cr_9922;_F12
Association;Cr_9921;_F12
Transition;Cr_9920;_F12
Property;Cr_9918;_F13
Property;P_33;(not _F13)
Association;Cr_9917;_F13
Association;Cr_9916;_F13
Region;Cr_9914;_F13
Property;P_31;(not _F13)
Property;Cr_9913;_F13
Property;P_30;(not _F13)
Property;P_29;(not _F13)
Property;Cr_9910;_F14
Comment;Cr_9909;_F14
Class;FScoordinator;(not _F14)
Property;P_27;(not _F14)
Property;P_25;(not _F14)
Property;P_24;(not _F14)
Class;FireTruck;(not _F14)
Property;P_23;(not _F14)
Property;P_22;(not _F15)
Property;P_21;(not _F15)
Class;Fireman;(not _F15)
Transition;Cr_9904;_F15
Association;Cr_9901;_F15
Property;P_20;(not _F15)
Transition;Cr_9898;_F16
Class;Cr_9897;_F16
Property;Cr_9896;_F16
Class;Crisis;(not _F16)
Property;P_9;(not _F17)
Class;Credential;(not _F17)
Property;P_8;(not _F17)
Class;Cr_9892;_F17
Class;CommunicationInfrastructure;(not _F17)
Region;Cr_9891;_F17
Class;CommunicationCompromiser;(not _F17)
Transition;Cr_9890;_F17
Transition;Cr_9888;_F18
Property;P_4;(not _F18)
Property;P_3;(not _F18)
Property;P_2;(not _F18)
Association;Cr_9883;_F18
Class;BCMSSystem;(not _F18)
Association;communicationInfrastructure_use_bCMSSystem;(not _F19)
Association;timeoutLog_report_fScoordinator;(not _F19)
Region;Cr_9880;_F19
Class;Cr_9878;_F19
Association;Cr_9877;_F19
Association;timeoutLog_report_pScoordinator;(not _F19)
Comment;Cr_9876;_F19
Association;bCMSSystem_regulate_govermentAgency;(not _F19)
Association;timeoutLog_register_fSCSystem;(not _F19)
Association;timeoutLog_register_pSCSystem;(not _F19)
Association;routePlan_receive_fSCSystem;(not _F20)
Transition;Cr_9874;_F20
Comment;Cr_9873;_F20
Association;fireTrucks_manage_fScoordinator;(not _F20)
Association;policeCars_manage_pScoordinator;(not _F20)
Comment;Cr_9872;_F20
Association;Cr_9871;_F20
Association;victims_interact_firemen;(not _F20)
Association;witnesses_interact_policeOfficers;(not _F20)
Transition;Cr_9869;_F20
Association;policeOfficers_interact_pScoordinator;(not _F21)
Association;witnesses_interact_firemen;(not _F21)
Property;Cr_9867;_F21
Association;fScoordinator_interact_fSCSystem;(not _F21)
Association;firemen_interact_fScoordinator;(not _F21)
Association;crisis_handle_bCMSSystem;(not _F21)
Property;Cr_9866;_F21
Transition;Cr_9865;_F21
Class;Cr_9864;_F21
Comment;Cr_9862;_F21
Association;routePoliceCar_follow_policeCar;(not _F22)
Region;Cr_9859;_F22
Association;fireTruck_follow_routeFireTruck;(not _F22)
Association;routePlans_develop_pSCSystem;(not _F22)
Class;Cr_9857;_F22
Association;crisis_allocate_policeCars;(not _F22)
Association;communicationInfrastructure_access_communicationCompromisers;(not _F23)
Association;routePoliceCars_route_routePlan;(not _F23)
Association;routeFireTrucks_route_routePlan;(not _F23)
Association;bCMSSystem_contain_pSCSystem;(not _F23)
Association;Cr_9852;_F23
Property;Cr_9851;_F23
DomainModel;Domain;(not _F23)
Transition;Cr_9850;_F23
Transition;T_76;(not _F23)
Association;Cr_9848;_F23
Transition;T_75;(not _F24)
Comment;Cr_9847;_F24
Region;S_43;(not _F24)
Property;Cr_9846;_F24
Comment;Cr_9845;_F24
Region;S_42;(not _F24)
Class;Cr_9844;_F24
Property;Cr_9843;_F24
Region;Region2;(not _F24)
Transition;T_74;(not _F24)
Transition;T_73;(not _F24)
Comment;Cr_9840;_F25
Transition;Cr_9839;_F25
Transition;T_72;(not _F25)
Transition;T_71;(not _F25)
Transition;T_70;(not _F25)
Transition;T_69;(not _F25)
Property;Cr_9837;_F25
Transition;T_67;(not _F25)
Transition;T_66;(not _F25)
Transition;T_65;(not _F25)
Region;S_41;(not _F26)
Property;Cr_9835;_F26
Region;S_40;(not _F26)
Region;Cr_9834;_F26
Class;Cr_9833;_F26
Region;S_39;(not _F26)
Region;S_37;(not _F26)
Region;S_35;(not _F26)
Region;S_34;(not _F27)
Region;S_33;(not _F27)
Transition;Cr_9829;_F27
Property;Cr_9828;_F27
Association;Cr_9827;_F27
Region;PS_17;(not _F27)
Region;Region1;(not _F27)
Association;Cr_9826;_F27
Region;Cr_9825;_F27
StateMachine;SM-PScoordinator;(not _F27)
Association;Cr_9824;_F27
Transition;T_64;(not _F27)
Transition;Cr_9823;_F28
Region;S_32;(not _F28)
Region;PS_16;(not _F28)
Region;R16;(not _F28)
Transition;T_63;(not _F28)
Transition;T_62;(not _F28)
Transition;Cr_9822;_F28
Transition;T_61;(not _F28)
Transition;Cr_9821;_F28
Comment;Cr_9820;_F28
Transition;Cr_9819;_F28
Region;S_31;(not _F28)
Region;Cr_9818;_F28
Association;Cr_9817;_F29
Region;S_30;(not _F29)
Region;Cr_9816;_F29
Transition;Cr_9815;_F29
Comment;Cr_9814;_F29
Class;Cr_9813;_F29
Association;Cr_9812;_F29
Property;Cr_9811;_F29
Comment;Cr_9810;_F29
Association;Cr_9809;_F29
Region;R15;(not _F29)
StateMachine;SM-ConnectivityPSCsystem;(not _F29)
Region;Cr_9808;_F30
Property;Cr_9807;_F30
Association;Cr_9805;_F30
Transition;T_60;(not _F30)
Transition;T_59;(not _F30)
Region;Cr_9804;_F30
Region;Cr_9803;_F30
Transition;Cr_9802;_F30
Property;Cr_9801;_F30
Region;S_28;(not _F30)
Region;PS_14;(not _F30)
Region;R14;(not _F31)
Transition;T_58;(not _F31)
Transition;T_57;(not _F31)
Transition;T_56;(not _F31)
Transition;T_55;(not _F31)
Transition;T_54;(not _F31)
Class;Cr_9799;_F31
Transition;T_52;(not _F31)
Transition;Cr_9798;_F31
Transition;Cr_9795;_F32
Comment;Cr_9794;_F32
Transition;T_51;(not _F32)
Class;Cr_9793;_F32
Transition;T_50;(not _F32)
Transition;Cr_9792;_F32
Comment;Cr_9789;_F32
Transition;Cr_9788;_F32
Region;S_27;(not _F33)
Region;Cr_9787;_F33
Region;S_26;(not _F33)
Region;S_25;(not _F33)
