(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59)
Model;bCMS;_M1
Transition;Cr_10000;_F0
Property;C_1284_P_92;(not _F0)
Property;C_1283_P_91;(not _F0)
Comment;Cr_9999;_F0
Property;Cr_9998;_F0
Property;C_1281_P_89;(not _F0)
Transition;Cr_9997;_F0
Property;Cr_9996;_F0
Class;C_1280_PSCSystem;(not _F0)
Class;C_1276_FSCSystem;(not _F0)
Association;C_1275_fSCSystem_call_pSCSystem;(not _F1)
Association;C_1274_pSCSystem_call_fSCSystem;(not _F1)
DomainModel;C_1273_Architecture;(not _F1)
Region;Cr_9993;_F1
Property;Cr_9992;_F1
Class;C_1271_FSCSystemNoEncryption;(not _F1)
Transition;Cr_9991;_F1
Class;Cr_9989;_F1
Transition;Cr_9988;_F1
Generalization;C_1270_G_5;(not _F1)
Comment;Cr_9987;_F1
Class;C_1269_PSCSystemNoEncryption;(not _F1)
Generalization;C_1268_G_4;(not _F2)
Class;C_1267_FScoordinatorNoEncryption;(not _F2)
Generalization;C_1266_G_3;(not _F2)
Class;C_1265_PScoordinatorNoEncryption;(not _F2)
Property;C_1264_P_85;(not _F2)
Comment;Cr_9985;_F2
Region;Cr_9983;_F2
Region;Cr_9982;_F2
Class;C_1262_Witness;(not _F2)
Property;C_1261_P_83;(not _F2)
Property;C_1260_P_82;(not _F2)
Property;Cr_9979;_F3
Class;C_1259_Victim;(not _F3)
Comment;Cr_9978;_F3
Class;Cr_9977;_F3
Property;C_1258_P_81;(not _F3)
Property;C_1257_P_80;(not _F3)
Association;Cr_9975;_F3
Transition;Cr_9973;_F3
Transition;Cr_9972;_F3
Property;C_1256_P_79;(not _F3)
Association;Cr_9971;_F3
