(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59 _F60 _F61 _F62 _F63 _F64 _F65 _F66 _F67 _F68 _F69 _F70 _F71 _F72 _F73 _F74 _F75 _F76 _F77 _F78 _F79 _F80 _F81 _F82 _F83 _F84 _F85 _F86 _F87 _F88 _F89 _F90 _F91 _F92 _F93 _F94 _F95 _F96 _F97 _F98 _F99)
Model;bCMS;_M1
Class;C_638_PSCSystem;(not _F0)
Property;C_636_P_87;(not _F0)
Class;C_634_FSCSystem;(not _F1)
DomainModel;C_631_Architecture;(not _F1)
Class;C_629_FSCSystemNoEncryption;(not _F1)
Comment;Cr_9991;_F1
Class;C_627_PSCSystemNoEncryption;(not _F1)
Class;Cr_9989;_F1
Generalization;C_626_G_4;(not _F2)
Class;C_625_FScoordinatorNoEncryption;(not _F2)
Property;Cr_9986;_F2
Generalization;C_624_G_3;(not _F2)
Class;C_623_PScoordinatorNoEncryption;(not _F2)
Property;C_621_P_84;(not _F2)
Class;C_620_Witness;(not _F2)
Property;C_619_P_83;(not _F2)
Property;C_618_P_82;(not _F2)
Class;C_617_Victim;(not _F3)
Comment;Cr_9983;_F3
Property;C_616_P_81;(not _F3)
Property;C_615_P_80;(not _F3)
Class;C_608_TimeoutLog;(not _F3)
Property;C_606_P_73;(not _F4)
Class;C_604_RoutePoliceCar;(not _F4)
Property;C_603_P_71;(not _F4)
Comment;Cr_9975;_F4
Property;C_602_P_70;(not _F4)
Property;C_601_P_69;(not _F4)
Class;C_596_RoutePlan;(not _F5)
Class;C_592_RouteFireTruck;(not _F5)
Class;C_589_Route;(not _F6)
Class;Cr_9962;_F6
Association;Cr_9959;_F6
Property;C_586_P_58;(not _F7)
Property;C_584_P_56;(not _F7)
Property;C_583_P_55;(not _F7)
Class;Cr_9956;_F7
Class;C_581_PSCSystem;(not _F7)
Property;C_576_P_49;(not _F8)
Association;Cr_9950;_F8
Class;C_575_PScoordinator;(not _F8)
Property;Cr_9947;_F8
Association;Cr_9943;_F9
Class;Cr_9941;_F9
Region;Cr_9940;_F9
Class;C_571_PoliceOfficer;(not _F9)
Property;Cr_9937;_F9
Property;C_567_P_42;(not _F10)
Class;C_566_PoliceCar;(not _F10)
Association;Cr_9935;_F10
Property;C_565_P_41;(not _F10)
Property;C_564_P_40;(not _F10)
Class;C_563_GPS;(not _F10)
Property;C_562_P_39;(not _F10)
Class;C_561_GovermentAgency;(not _F10)
Property;Cr_9929;_F11
Property;C_559_P_37;(not _F11)
Comment;Cr_9927;_F11
Property;C_557_P_35;(not _F11)
Class;Cr_9926;_F11
Transition;Cr_9924;_F11
Class;C_554_FSCSystem;(not _F12)
Property;C_552_P_31;(not _F12)
Property;C_551_P_30;(not _F12)
Property;Cr_9919;_F12
Property;C_550_P_29;(not _F12)
Class;Cr_9917;_F12
Association;Cr_9916;_F12
Property;C_549_P_28;(not _F12)
Class;C_548_FScoordinator;(not _F12)
Association;Cr_9913;_F13
Property;C_546_P_26;(not _F13)
Class;C_543_FireTruck;(not _F13)
Property;C_542_P_23;(not _F13)
Property;C_541_P_22;(not _F13)
Property;C_540_P_21;(not _F13)
Property;Cr_9911;_F13
Class;C_539_Fireman;(not _F13)
Property;Cr_9905;_F14
Comment;Cr_9904;_F14
Property;C_536_P_18;(not _F14)
Property;C_534_P_16;(not _F14)
Property;C_533_P_15;(not _F14)
Class;Cr_9900;_F15
Property;C_531_P_13;(not _F15)
Class;C_529_Crisis;(not _F15)
Class;C_525_Credential;(not _F15)
Property;C_524_P_8;(not _F15)
Property;C_523_P_7;(not _F15)
Class;C_522_CommunicationInfrastructure;(not _F15)
Property;C_521_P_6;(not _F15)
Class;C_520_CommunicationCompromiser;(not _F16)
Property;C_519_P_5;(not _F16)
Property;C_517_P_3;(not _F16)
Property;C_515_P_1;(not _F16)
Class;C_514_BCMSSystem;(not _F16)
Association;C_512_timeoutLog_report_fScoordinator;(not _F16)
Association;C_511_timeoutLog_report_pScoordinator;(not _F17)
Transition;Cr_9893;_F17
Transition;Cr_9888;_F17
Association;Cr_9885;_F17
Association;C_508_timeoutLog_register_pSCSystem;(not _F17)
Association;C_507_routePlan_receive_fSCSystem;(not _F18)
Association;C_506_fireTrucks_manage_fScoordinator;(not _F18)
Property;Cr_9882;_F18
Association;C_499_fScoordinator_interact_fSCSystem;(not _F18)
Association;C_498_firemen_interact_fScoordinator;(not _F19)
Association;C_496_crisis_handle_bCMSSystem;(not _F19)
Association;C_494_fireTruck_follow_routeFireTruck;(not _F19)
Comment;Cr_9870;_F20
Association;C_491_crisis_allocate_policeCars;(not _F20)
Association;C_489_routePoliceCars_route_routePlan;(not _F20)
Association;C_486_bCMSSystem_contain_fSCSystem;(not _F20)
DomainModel;C_485_Domain;(not _F20)
Transition;C_484_T_76;(not _F20)
Region;Cr_9867;_F20
Region;C_482_S_43;(not _F21)
Region;C_480_PS_18;(not _F21)
Region;C_479_Region2;(not _F21)
Transition;C_477_T_73;(not _F21)
Comment;Cr_9861;_F21
Association;Cr_9859;_F21
Transition;C_476_T_72;(not _F22)
Transition;Cr_9858;_F22
Transition;C_475_T_71;(not _F22)
Transition;C_474_T_70;(not _F22)
Comment;Cr_9855;_F22
Transition;C_471_T_67;(not _F22)
Transition;C_470_T_66;(not _F22)
Region;C_468_S_41;(not _F23)
Class;Cr_9850;_F23
Region;C_462_S_35;(not _F23)
Comment;Cr_9845;_F24
Region;C_461_S_34;(not _F24)
Transition;Cr_9842;_F24
Region;C_459_PS_17;(not _F24)
Region;C_458_Region1;(not _F24)
StateMachine;C_457_SM-PScoordinator;(not _F24)
Transition;Cr_9839;_F24
Region;C_455_S_32;(not _F25)
Region;C_453_R16;(not _F25)
Transition;C_452_T_63;(not _F25)
Transition;C_451_T_62;(not _F25)
Region;C_449_S_31;(not _F25)
Region;C_448_S_30;(not _F25)
Region;C_446_R15;(not _F25)
Region;Cr_9834;_F25
Property;Cr_9833;_F26
StateMachine;C_445_SM-ConnectivityPSCsystem;(not _F26)
Transition;C_444_T_60;(not _F26)
Region;C_441_S_28;(not _F26)
Region;C_439_R14;(not _F26)
Property;Cr_9828;_F26
Class;Cr_9825;_F27
Transition;C_438_T_58;(not _F27)
Transition;C_437_T_57;(not _F27)
Class;Cr_9823;_F27
Property;Cr_9821;_F27
Transition;C_434_T_54;(not _F27)
Comment;Cr_9819;_F27
Transition;C_432_T_52;(not _F28)
Class;Cr_9817;_F28
Region;Cr_9816;_F28
Property;Cr_9815;_F28
Transition;C_427_T_47;(not _F28)
Property;Cr_9812;_F28
Region;C_425_S_26;(not _F29)
Region;C_424_S_25;(not _F29)
Region;C_422_S_23;(not _F29)
Comment;Cr_9810;_F29
Region;C_420_S_21;(not _F29)
Region;C_418_PS_13;(not _F29)
Region;C_417_R13;(not _F29)
StateMachine;C_416_SM-PSCSystem;(not _F30)
Transition;C_415_T_46;(not _F30)
Region;Cr_9806;_F30
Region;C_412_R12;(not _F30)
Transition;C_411_T_45;(not _F30)
Transition;C_410_T_44;(not _F31)
Transition;C_409_T_43;(not _F31)
Region;C_408_S_18;(not _F31)
Association;Cr_9797;_F31
Region;C_407_S_17;(not _F31)
Region;Cr_9796;_F31
Region;C_406_PS_11;(not _F31)
Comment;Cr_9794;_F31
Region;C_405_R11;(not _F31)
StateMachine;C_404_SM-ConnectivityFSCsystem;(not _F32)
Property;Cr_9790;_F32
Transition;C_403_T_42;(not _F32)
Class;Cr_9788;_F32
Property;Cr_9787;_F32
Region;C_399_PS_10;(not _F32)
Region;C_398_R10;(not _F32)
Transition;C_397_T_40;(not _F33)
Property;Cr_9779;_F33
Region;C_395_S_14;(not _F33)
Comment;Cr_9778;_F33
Property;Cr_9776;_F33
Region;C_393_PS_9;(not _F33)
Region;C_392_R9;(not _F33)
Transition;C_390_T_37;(not _F34)
Region;C_389_S_12;(not _F34)
Region;C_387_PS_8;(not _F34)
Region;C_386_R8;(not _F34)
Transition;C_385_T_36;(not _F34)
Property;Cr_9773;_F34
Region;C_382_S_9;(not _F34)
Region;C_380_R7;(not _F35)
Transition;C_379_T_34;(not _F35)
Property;Cr_9769;_F35
Region;C_376_S_7;(not _F35)
Region;C_374_R6;(not _F35)
Transition;C_373_T_32;(not _F36)
Region;C_369_PS_5;(not _F36)
Comment;Cr_9761;_F36
Region;Cr_9758;_F36
Region;C_368_R5;(not _F37)
StateMachine;C_367_SM-Main;(not _F37)
Transition;C_366_T_30;(not _F37)
Transition;C_365_T_29;(not _F37)
Region;C_363_S_3;(not _F37)
Region;C_362_PS_4;(not _F37)
Region;C_361_R4;(not _F37)
Comment;Cr_9752;_F37
Association;Cr_9749;_F38
Association;Cr_9748;_F38
Transition;C_358_T_26;(not _F38)
Transition;C_356_T_24;(not _F38)
Transition;C_354_T_22;(not _F39)
Comment;Cr_9742;_F39
Comment;Cr_9741;_F39
Transition;C_352_T_20;(not _F39)
Transition;C_351_T_19;(not _F39)
Transition;Cr_9739;_F39
Region;C_349_PS_3;(not _F39)
Property;Cr_9734;_F40
Association;Cr_9733;_F40
Region;C_348_R3;(not _F40)
StateMachine;C_347_SM-FScoordinator;(not _F40)
Transition;C_346_T_17;(not _F40)
Transition;C_345_T_16;(not _F40)
Region;C_344_S_2;(not _F40)
Comment;Cr_9731;_F40
Region;C_343_S_1;(not _F40)
Region;C_342_PS_2;(not _F40)
Region;C_341_R2;(not _F40)
Transition;C_340_T_15;(not _F40)
Transition;C_339_T_14;(not _F40)
Transition;C_338_T_13;(not _F41)
Transition;Cr_9730;_F41
Transition;C_337_T_12;(not _F41)
Association;Cr_9729;_F41
Class;Cr_9727;_F41
Region;Cr_9726;_F41
Property;Cr_9725;_F41
Transition;C_333_T_8;(not _F41)
Transition;C_331_T_6;(not _F42)
Transition;C_330_T_5;(not _F42)
Transition;C_329_T_4;(not _F42)
Transition;Cr_9719;_F42
Transition;C_328_T_3;(not _F42)
Region;C_325_PS_1;(not _F42)
Region;C_324_R1;(not _F42)
StateMachine;C_323_SM-FSCsystem;(not _F42)
Property;Cr_9716;_F43
Comment;C_322_Author;(not _F43)
Property;C_321_P_92;(not _F43)
Property;C_319_P_90;(not _F43)
Association;Cr_9714;_F43
Class;Cr_9713;_F43
Property;C_318_P_89;(not _F43)
Property;Cr_9712;_F43
Property;Cr_9710;_F43
Transition;Cr_9708;_F44
Class;C_317_PSCSystem;(not _F44)
Property;C_315_P_87;(not _F44)
Class;C_313_FSCSystem;(not _F44)
Association;C_312_fSCSystem_call_pSCSystem;(not _F44)
Association;C_311_pSCSystem_call_fSCSystem;(not _F44)
DomainModel;C_310_Architecture;(not _F44)
Region;Cr_9703;_F45
Class;C_308_FSCSystemNoEncryption;(not _F45)
Transition;Cr_9702;_F45
Class;C_306_PSCSystemNoEncryption;(not _F45)
Class;Cr_9700;_F45
Transition;Cr_9699;_F45
Property;Cr_9698;_F45
