(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59)
Model;bCMS;_M1
Region;Cr_10000;_F0
Comment;Cr_9999;_F0
Association;Cr_9998;_F0
Region;Cr_9997;_F0
Property;C_2567_P_91;(not _F0)
Property;C_2566_P_90;(not _F0)
Property;C_2565_P_89;(not _F0)
Property;Cr_9995;_F0
Class;Cr_9992;_F0
Property;Cr_9991;_F1
Comment;Cr_9990;_F1
Class;C_2564_PSCSystem;(not _F1)
Property;C_2563_P_88;(not _F1)
Property;C_2562_P_87;(not _F1)
Class;C_2560_FSCSystem;(not _F1)
Association;C_2559_fSCSystem_call_pSCSystem;(not _F1)
Association;C_2558_pSCSystem_call_fSCSystem;(not _F1)
Class;Cr_9989;_F1
Association;Cr_9988;_F1
Property;Cr_9987;_F1
DomainModel;C_2557_Architecture;(not _F1)
Class;Cr_9986;_F2
Generalization;C_2556_G_6;(not _F2)
Property;Cr_9985;_F2
Class;C_2555_FSCSystemNoEncryption;(not _F2)
Association;Cr_9984;_F2
Generalization;C_2554_G_5;(not _F2)
Class;C_2553_PSCSystemNoEncryption;(not _F2)
Generalization;C_2552_G_4;(not _F2)
Property;Cr_9983;_F2
Class;C_2551_FScoordinatorNoEncryption;(not _F2)
Generalization;C_2550_G_3;(not _F2)
Class;C_2549_PScoordinatorNoEncryption;(not _F2)
Property;C_2548_P_85;(not _F3)
Transition;Cr_9980;_F3
Comment;Cr_9979;_F3
Region;Cr_9978;_F3
Transition;Cr_9977;_F3
Region;Cr_9976;_F3
Property;C_2547_P_84;(not _F3)
Property;Cr_9975;_F3
Class;C_2546_Witness;(not _F3)
Property;C_2545_P_83;(not _F3)
Property;C_2544_P_82;(not _F3)
Transition;Cr_9973;_F4
Class;C_2543_Victim;(not _F4)
Property;C_2542_P_81;(not _F4)
Region;Cr_9970;_F4
Property;C_2540_P_79;(not _F4)
Property;C_2539_P_78;(not _F4)
Property;C_2538_P_77;(not _F4)
Property;C_2537_P_76;(not _F4)
