(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59)
Model;bCMS;_M1
Class;PSCSystem;(and (not _F0) (not _F8))
Class;FSCSystem;(and (not _F1) (not _F13))
DomainModel;Architecture;(not _F1)
Comment;Cr_9990;_F1
Class;FSCSystemNoEncryption;(not _F1)
Class;PSCSystemNoEncryption;(not _F2)
Class;FScoordinatorNoEncryption;(not _F2)
Generalization;G_3;(not _F2)
Class;PScoordinatorNoEncryption;(not _F3)
Class;Witness;(not _F3)
Class;Victim;(not _F3)
Transition;Cr_9978;_F3
Property;P_79;(not _F3)
Property;P_77;(not _F4)
Transition;Cr_9973;_F4
Class;TimeoutLog;(not _F4)
Property;P_73;(not _F5)
Property;P_72;(not _F5)
Class;RoutePoliceCar;(not _F5)
Property;P_71;(not _F5)
Property;P_70;(not _F5)
Class;Cr_9968;_F5
Class;RoutePlan;(not _F6)
Class;Cr_9967;_F6
Generalization;G_1;(not _F6)
Class;RouteFireTruck;(not _F6)
Class;Route;(not _F6)
Class;Cr_9958;_F7
Association;Cr_9956;_F8
Class;Cr_9953;_F8
Class;PScoordinator;(not _F9)
Class;Cr_9946;_F9
Class;PoliceOfficer;(not _F9)
Property;Cr_9938;_F10
Association;Cr_9936;_F10
Class;PoliceCar;(not _F10)
Class;GPS;(not _F11)
Region;Cr_9930;_F11
Class;Cr_9929;_F11
Association;Cr_9928;_F11
Class;GovermentAgency;(not _F11)
Comment;Cr_9925;_F12
Property;P_37;(not _F12)
Class;Cr_9917;_F13
Class;Cr_9916;_F13
Property;P_32;(not _F13)
Property;P_30;(not _F14)
Comment;Cr_9908;_F14
Class;FScoordinator;(not _F14)
Association;Cr_9905;_F14
Property;Cr_9899;_F15
Class;FireTruck;(not _F15)
Region;Cr_9897;_F15
Class;Fireman;(not _F15)
Comment;Cr_9893;_F16
Class;Cr_9888;_F16
Class;Crisis;(not _F17)
