(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59 _F60 _F61 _F62 _F63 _F64 _F65 _F66 _F67 _F68 _F69 _F70 _F71 _F72 _F73 _F74 _F75 _F76 _F77 _F78 _F79 _F80 _F81 _F82 _F83 _F84 _F85 _F86 _F87 _F88 _F89 _F90 _F91 _F92 _F93 _F94 _F95 _F96 _F97 _F98 _F99)
Model;bCMS;_M1
Property;C_1284_P_92;(not _F0)
Property;C_1281_P_89;(not _F0)
Class;Cr_9998;_F0
Class;C_1280_PSCSystem;(not _F0)
Property;C_1278_P_87;(not _F0)
Property;C_1277_P_86;(not _F0)
Region;Cr_9996;_F0
Class;C_1276_FSCSystem;(not _F1)
Association;C_1275_fSCSystem_call_pSCSystem;(not _F1)
Association;C_1274_pSCSystem_call_fSCSystem;(not _F1)
DomainModel;C_1273_Architecture;(not _F1)
Comment;Cr_9993;_F1
Property;Cr_9992;_F1
Class;Cr_9989;_F1
Comment;Cr_9988;_F1
Class;C_1271_FSCSystemNoEncryption;(not _F2)
Generalization;C_1270_G_5;(not _F2)
Class;Cr_9987;_F2
Association;Cr_9986;_F2
Class;C_1269_PSCSystemNoEncryption;(not _F2)
Class;C_1267_FScoordinatorNoEncryption;(not _F2)
Class;Cr_9984;_F2
Class;C_1265_PScoordinatorNoEncryption;(not _F2)
Class;Cr_9983;_F2
Property;Cr_9981;_F3
Region;Cr_9980;_F3
Comment;Cr_9979;_F3
Class;Cr_9978;_F3
Class;C_1262_Witness;(not _F3)
Transition;Cr_9977;_F3
Property;C_1261_P_83;(not _F3)
Property;C_1260_P_82;(not _F3)
Class;C_1259_Victim;(not _F3)
Property;C_1258_P_81;(not _F3)
Property;C_1257_P_80;(not _F3)
Property;C_1253_P_76;(not _F4)
Property;C_1252_P_75;(not _F4)
Transition;Cr_9973;_F4
Transition;Cr_9972;_F4
Comment;Cr_9971;_F4
Comment;Cr_9968;_F5
Property;C_1251_P_74;(not _F5)
Class;C_1250_TimeoutLog;(not _F5)
Comment;Cr_9965;_F5
Transition;Cr_9963;_F5
Transition;Cr_9960;_F5
Association;Cr_9959;_F6
Transition;Cr_9958;_F6
Association;Cr_9957;_F6
Class;C_1246_RoutePoliceCar;(not _F6)
Property;C_1245_P_71;(not _F6)
Property;C_1244_P_70;(not _F6)
Property;C_1243_P_69;(not _F6)
Class;Cr_9955;_F6
Property;C_1242_P_68;(not _F6)
Property;C_1241_P_67;(not _F6)
Association;Cr_9953;_F7
Property;C_1239_P_65;(not _F7)
Class;C_1238_RoutePlan;(not _F7)
Region;Cr_9952;_F7
Association;Cr_9951;_F7
Comment;Cr_9950;_F7
Class;C_1234_RouteFireTruck;(not _F7)
Class;C_1231_Route;(not _F8)
Property;C_1230_P_60;(not _F8)
Property;C_1229_P_59;(not _F8)
Property;C_1227_P_57;(not _F8)
Class;Cr_9945;_F8
Property;C_1226_P_56;(not _F8)
Property;C_1225_P_55;(not _F9)
Association;Cr_9942;_F9
Property;Cr_9941;_F9
Property;C_1224_P_54;(not _F9)
Class;C_1223_PSCSystem;(not _F9)
Transition;Cr_9940;_F9
Property;C_1221_P_52;(not _F9)
Property;C_1220_P_51;(not _F9)
Class;C_1217_PScoordinator;(not _F10)
Property;Cr_9935;_F10
Association;Cr_9934;_F10
Class;Cr_9932;_F10
Property;C_1215_P_47;(not _F10)
Class;Cr_9931;_F10
Property;C_1214_P_46;(not _F10)
Class;C_1213_PoliceOfficer;(not _F10)
Property;C_1212_P_45;(not _F10)
Property;Cr_9929;_F11
Property;C_1211_P_44;(not _F11)
Association;Cr_9928;_F11
Property;C_1210_P_43;(not _F11)
Class;C_1208_PoliceCar;(not _F11)
Property;C_1207_P_41;(not _F11)
Region;Cr_9925;_F11
Property;C_1206_P_40;(not _F11)
Class;C_1205_GPS;(not _F11)
Region;Cr_9923;_F12
Comment;Cr_9922;_F12
Property;C_1204_P_39;(not _F12)
Class;C_1203_GovermentAgency;(not _F12)
Property;C_1202_P_38;(not _F12)
Property;C_1201_P_37;(not _F12)
Property;C_1200_P_36;(not _F12)
Association;Cr_9921;_F12
Property;C_1199_P_35;(not _F12)
Region;Cr_9918;_F12
Property;C_1198_P_34;(not _F13)
Class;C_1196_FSCSystem;(not _F13)
Class;Cr_9916;_F13
Association;Cr_9913;_F13
Property;C_1194_P_31;(not _F13)
Property;C_1193_P_30;(not _F13)
Property;C_1192_P_29;(not _F13)
Class;Cr_9911;_F14
Property;C_1191_P_28;(not _F14)
Class;C_1190_FScoordinator;(not _F14)
Region;Cr_9909;_F14
Association;Cr_9908;_F14
Property;C_1186_P_24;(not _F14)
Class;C_1185_FireTruck;(not _F14)
Association;Cr_9907;_F14
Property;C_1183_P_22;(not _F15)
Property;Cr_9904;_F15
Property;C_1182_P_21;(not _F15)
Class;C_1181_Fireman;(not _F15)
Property;C_1180_P_20;(not _F15)
Property;C_1179_P_19;(not _F15)
Property;C_1176_P_16;(not _F15)
Property;Cr_9902;_F15
Property;C_1175_P_15;(not _F16)
Property;C_1174_P_14;(not _F16)
Class;Cr_9900;_F16
Property;C_1172_P_12;(not _F16)
Class;C_1171_Crisis;(not _F16)
Property;C_1168_P_9;(not _F16)
Class;C_1167_Credential;(not _F16)
Association;Cr_9897;_F17
Property;C_1166_P_8;(not _F17)
Property;C_1165_P_7;(not _F17)
Class;C_1164_CommunicationInfrastructure;(not _F17)
Class;Cr_9896;_F17
Property;C_1163_P_6;(not _F17)
Class;C_1162_CommunicationCompromiser;(not _F17)
Comment;Cr_9893;_F17
Region;Cr_9892;_F17
Property;C_1161_P_5;(not _F17)
Transition;Cr_9890;_F18
Property;Cr_9889;_F18
Transition;Cr_9888;_F18
Transition;Cr_9887;_F18
Property;Cr_9886;_F18
Property;C_1160_P_4;(not _F18)
Comment;Cr_9883;_F18
Association;Cr_9882;_F18
Property;C_1158_P_2;(not _F18)
Region;Cr_9880;_F19
Class;Cr_9879;_F19
Region;Cr_9878;_F19
Comment;Cr_9877;_F19
Class;C_1156_BCMSSystem;(not _F19)
Property;Cr_9876;_F19
Association;C_1154_timeoutLog_report_fScoordinator;(not _F19)
Association;C_1153_timeoutLog_report_pScoordinator;(not _F19)
Class;Cr_9873;_F19
Region;Cr_9872;_F20
Region;Cr_9871;_F20
Comment;Cr_9869;_F20
Class;Cr_9867;_F20
Association;C_1147_policeCars_manage_pScoordinator;(not _F20)
Association;C_1145_victims_interact_firemen;(not _F21)
