(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59)
Model;bCMS;_M1
Region;Cr_10000;_F0
Property;C_5136_P_92;(not _F0)
Transition;Cr_9999;_F0
Association;Cr_9998;_F0
Region;Cr_9997;_F0
Property;C_5135_P_91;(not _F0)
Property;C_5134_P_90;(not _F0)
Comment;Cr_9996;_F0
Class;C_5132_PSCSystem;(not _F0)
Property;C_5131_P_88;(not _F0)
Property;Cr_9995;_F1
Property;C_5130_P_87;(not _F1)
Property;C_5129_P_86;(not _F1)
Transition;Cr_9994;_F1
Class;C_5128_FSCSystem;(not _F1)
Class;Cr_9993;_F1
Association;C_5127_fSCSystem_call_pSCSystem;(not _F1)
Association;C_5126_pSCSystem_call_fSCSystem;(not _F1)
DomainModel;C_5125_Architecture;(not _F1)
Association;Cr_9991;_F1
Region;Cr_9990;_F2
Association;Cr_9989;_F2
Generalization;C_5124_G_6;(not _F2)
Class;C_5123_FSCSystemNoEncryption;(not _F2)
Class;Cr_9988;_F2
Generalization;C_5122_G_5;(not _F2)
Class;C_5121_PSCSystemNoEncryption;(not _F2)
Association;Cr_9987;_F2
Generalization;C_5120_G_4;(not _F2)
Class;C_5119_FScoordinatorNoEncryption;(not _F2)
Transition;Cr_9986;_F3
Transition;Cr_9985;_F3
Class;C_5117_PScoordinatorNoEncryption;(not _F3)
Transition;Cr_9984;_F3
Region;Cr_9983;_F3
Region;Cr_9982;_F3
Property;C_5116_P_85;(not _F3)
Association;Cr_9981;_F3
Region;Cr_9980;_F3
Region;Cr_9979;_F3
Property;C_5115_P_84;(not _F3)
Comment;Cr_9978;_F4
Class;C_5114_Witness;(not _F4)
Property;C_5112_P_82;(not _F4)
Property;Cr_9977;_F4
Class;Cr_9976;_F4
Region;Cr_9975;_F4
Region;Cr_9974;_F4
Class;C_5111_Victim;(not _F4)
Region;Cr_9973;_F4
Property;C_5110_P_81;(not _F5)
Property;C_5109_P_80;(not _F5)
Property;C_5108_P_79;(not _F5)
Class;Cr_9970;_F5
Region;Cr_9969;_F5
Property;C_5107_P_78;(not _F5)
Class;Cr_9968;_F5
Region;Cr_9967;_F5
Property;C_5106_P_77;(not _F5)
Property;C_5105_P_76;(not _F5)
Property;C_5104_P_75;(not _F6)
Class;Cr_9966;_F6
Property;C_5103_P_74;(not _F6)
Class;Cr_9965;_F6
Class;C_5102_TimeoutLog;(not _F6)
Property;Cr_9964;_F6
Generalization;C_5101_G_2;(not _F6)
Transition;Cr_9963;_F6
Region;Cr_9962;_F6
Property;C_5100_P_73;(not _F6)
Property;C_5099_P_72;(not _F6)
Class;C_5098_RoutePoliceCar;(not _F7)
Transition;Cr_9961;_F7
Association;Cr_9960;_F7
Property;C_5097_P_71;(not _F7)
Property;C_5096_P_70;(not _F7)
Property;C_5095_P_69;(not _F7)
Property;C_5094_P_68;(not _F7)
Property;C_5093_P_67;(not _F7)
Property;C_5092_P_66;(not _F7)
Transition;Cr_9959;_F7
Property;C_5091_P_65;(not _F7)
Class;C_5090_RoutePlan;(not _F8)
Generalization;C_5089_G_1;(not _F8)
Class;Cr_9958;_F8
Association;Cr_9957;_F8
Comment;Cr_9956;_F8
Transition;Cr_9955;_F8
Transition;Cr_9954;_F8
Property;C_5087_P_63;(not _F8)
Transition;Cr_9953;_F8
Region;Cr_9952;_F8
Class;C_5086_RouteFireTruck;(not _F9)
Property;C_5085_P_62;(not _F9)
Property;C_5084_P_61;(not _F9)
Class;C_5083_Route;(not _F9)
Transition;Cr_9951;_F9
Property;C_5082_P_60;(not _F9)
Property;Cr_9950;_F9
Transition;Cr_9949;_F9
Property;C_5081_P_59;(not _F9)
Property;C_5080_P_58;(not _F9)
Property;C_5079_P_57;(not _F9)
Property;C_5078_P_56;(not _F10)
Property;C_5077_P_55;(not _F10)
Class;Cr_9948;_F10
Property;C_5076_P_54;(not _F10)
Property;Cr_9947;_F10
Class;C_5075_PSCSystem;(not _F10)
Transition;Cr_9946;_F10
Property;C_5074_P_53;(not _F10)
Transition;Cr_9945;_F10
Region;Cr_9944;_F10
Property;Cr_9943;_F10
Property;C_5073_P_52;(not _F11)
Property;C_5072_P_51;(not _F11)
Property;C_5071_P_50;(not _F11)
