(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59)
Model;bCMS;_M1
Comment;C_1_Author;_BC
Property;Cr_10000;_F0
Transition;Cr_9999;_F0
Transition;Cr_9998;_F0
Transition;Cr_9997;_F0
Property;C_642_P_92;(not _F0)
Association;Cr_9996;_F0
Property;C_641_P_91;(not _F0)
Property;C_640_P_90;(not _F0)
Property;C_639_P_89;(not _F0)
Association;Cr_9995;_F0
Class;C_638_PSCSystem;(not _F0)
Property;C_637_P_88;(not _F0)
Property;C_636_P_87;(not _F1)
Property;C_635_P_86;(not _F1)
Association;Cr_9994;_F1
Comment;Cr_9993;_F1
Transition;Cr_9992;_F1
Transition;Cr_9991;_F1
Comment;Cr_9990;_F1
Comment;Cr_9989;_F1
Class;C_634_FSCSystem;(not _F1)
Association;Cr_9988;_F1
Region;Cr_9987;_F1
Class;Cr_9986;_F1
Property;Cr_9985;_F2
Region;Cr_9984;_F2
Association;Cr_9983;_F2
Association;C_633_fSCSystem_call_pSCSystem;(not _F2)
Association;C_632_pSCSystem_call_fSCSystem;(not _F2)
DomainModel;C_631_Architecture;(not _F2)
Class;Cr_9982;_F2
Transition;Cr_9981;_F2
Generalization;C_630_G_6;(not _F2)
Property;Cr_9980;_F2
Comment;Cr_9979;_F2
Class;C_629_FSCSystemNoEncryption;(not _F2)
Generalization;C_628_G_5;(not _F3)
Property;Cr_9978;_F3
Class;C_627_PSCSystemNoEncryption;(not _F3)
Generalization;C_626_G_4;(not _F3)
Class;C_625_FScoordinatorNoEncryption;(not _F3)
Generalization;C_624_G_3;(not _F3)
Transition;Cr_9977;_F3
Class;C_623_PScoordinatorNoEncryption;(not _F3)
Region;Cr_9976;_F3
Association;Cr_9975;_F3
Property;C_622_P_85;(not _F3)
Property;C_621_P_84;(not _F3)
Class;C_620_Witness;(not _F4)
Property;C_619_P_83;(not _F4)
Property;C_618_P_82;(not _F4)
Region;Cr_9974;_F4
Class;C_617_Victim;(not _F4)
Property;C_616_P_81;(not _F4)
Region;Cr_9973;_F4
Association;Cr_9972;_F4
Transition;Cr_9971;_F4
Class;Cr_9970;_F4
Property;C_615_P_80;(not _F4)
Region;Cr_9969;_F4
Property;C_614_P_79;(not _F5)
Property;C_613_P_78;(not _F5)
Region;Cr_9968;_F5
Property;C_612_P_77;(not _F5)
Property;C_611_P_76;(not _F5)
Property;C_610_P_75;(not _F5)
Property;C_609_P_74;(not _F5)
Class;C_608_TimeoutLog;(not _F5)
Class;Cr_9967;_F5
Generalization;C_607_G_2;(not _F5)
Property;C_606_P_73;(not _F5)
Property;C_605_P_72;(not _F5)
Comment;Cr_9966;_F6
Comment;Cr_9965;_F6
Class;C_604_RoutePoliceCar;(not _F6)
Property;C_603_P_71;(not _F6)
Property;C_602_P_70;(not _F6)
Association;Cr_9964;_F6
Association;Cr_9963;_F6
Comment;Cr_9962;_F6
Property;C_601_P_69;(not _F6)
Property;C_600_P_68;(not _F6)
Property;C_599_P_67;(not _F6)
Property;Cr_9961;_F6
Region;Cr_9960;_F7
Property;C_598_P_66;(not _F7)
Property;C_597_P_65;(not _F7)
Transition;Cr_9959;_F7
Class;C_596_RoutePlan;(not _F7)
Association;Cr_9958;_F7
Association;Cr_9957;_F7
Generalization;C_595_G_1;(not _F7)
Property;C_594_P_64;(not _F7)
Transition;Cr_9956;_F7
Association;Cr_9955;_F7
Comment;Cr_9954;_F7
Region;Cr_9953;_F8
Transition;Cr_9952;_F8
Property;C_593_P_63;(not _F8)
Class;C_592_RouteFireTruck;(not _F8)
Property;C_591_P_62;(not _F8)
Property;Cr_9951;_F8
Property;C_590_P_61;(not _F8)
Class;C_589_Route;(not _F8)
Association;Cr_9950;_F8
Property;C_588_P_60;(not _F8)
Property;C_587_P_59;(not _F8)
Property;C_586_P_58;(not _F8)
Association;Cr_9949;_F9
Transition;Cr_9948;_F9
Class;Cr_9947;_F9
Association;Cr_9946;_F9
Class;Cr_9945;_F9
Association;Cr_9944;_F9
Property;C_585_P_57;(not _F9)
Comment;Cr_9943;_F9
Property;C_584_P_56;(not _F9)
Property;C_583_P_55;(not _F9)
Region;Cr_9942;_F9
Property;C_582_P_54;(not _F9)
Class;C_581_PSCSystem;(not _F10)
Property;C_580_P_53;(not _F10)
Region;Cr_9941;_F10
Comment;Cr_9940;_F10
Region;Cr_9939;_F10
Property;C_579_P_52;(not _F10)
Transition;Cr_9938;_F10
Property;C_578_P_51;(not _F10)
Property;C_577_P_50;(not _F10)
Class;Cr_9937;_F10
Transition;Cr_9936;_F10
Region;Cr_9935;_F10
Property;C_576_P_49;(not _F11)
Class;C_575_PScoordinator;(not _F11)
Property;C_574_P_48;(not _F11)
Property;C_573_P_47;(not _F11)
Transition;Cr_9934;_F11
Class;Cr_9933;_F11
Property;C_572_P_46;(not _F11)
Comment;Cr_9932;_F11
Association;Cr_9931;_F11
Comment;Cr_9930;_F11
Class;C_571_PoliceOfficer;(not _F11)
Region;Cr_9929;_F11
Transition;Cr_9928;_F12
Property;Cr_9927;_F12
Association;Cr_9926;_F12
Property;C_570_P_45;(not _F12)
Property;C_569_P_44;(not _F12)
Region;Cr_9925;_F12
Property;C_568_P_43;(not _F12)
Property;Cr_9924;_F12
Region;Cr_9923;_F12
Association;Cr_9922;_F12
Class;Cr_9921;_F12
Class;Cr_9920;_F12
Property;C_567_P_42;(not _F13)
Class;C_566_PoliceCar;(not _F13)
Transition;Cr_9919;_F13
Association;Cr_9918;_F13
Property;C_565_P_41;(not _F13)
Transition;Cr_9917;_F13
Association;Cr_9916;_F13
Class;Cr_9915;_F13
Region;Cr_9914;_F13
Property;Cr_9913;_F13
Class;Cr_9912;_F13
Property;Cr_9911;_F13
Property;Cr_9910;_F14
Region;Cr_9909;_F14
Property;C_564_P_40;(not _F14)
Class;Cr_9908;_F14
Property;Cr_9907;_F14
Class;C_563_GPS;(not _F14)
Property;C_562_P_39;(not _F14)
Class;C_561_GovermentAgency;(not _F14)
Property;Cr_9906;_F14
Property;C_560_P_38;(not _F14)
Region;Cr_9905;_F14
Region;Cr_9904;_F14
Class;Cr_9903;_F15
Property;C_559_P_37;(not _F15)
Property;C_558_P_36;(not _F15)
Property;C_557_P_35;(not _F15)
Property;C_556_P_34;(not _F15)
Comment;Cr_9902;_F15
Property;C_555_P_33;(not _F15)
Class;C_554_FSCSystem;(not _F15)
Region;Cr_9901;_F15
Class;Cr_9900;_F15
Property;Cr_9899;_F15
Property;C_553_P_32;(not _F15)
Property;C_552_P_31;(not _F16)
Class;Cr_9898;_F16
Property;C_551_P_30;(not _F16)
Property;C_550_P_29;(not _F16)
Property;C_549_P_28;(not _F16)
Region;Cr_9897;_F16
Comment;Cr_9896;_F16
Class;Cr_9895;_F16
Class;C_548_FScoordinator;(not _F16)
Transition;Cr_9894;_F16
Comment;Cr_9893;_F16
Region;Cr_9892;_F16
Property;C_547_P_27;(not _F17)
Property;C_546_P_26;(not _F17)
Property;C_545_P_25;(not _F17)
Transition;Cr_9891;_F17
Property;C_544_P_24;(not _F17)
Class;C_543_FireTruck;(not _F17)
Region;Cr_9890;_F17
Property;C_542_P_23;(not _F17)
Property;C_541_P_22;(not _F17)
Transition;Cr_9889;_F17
Property;C_540_P_21;(not _F17)
Comment;Cr_9888;_F17
Class;C_539_Fireman;(not _F18)
Property;C_538_P_20;(not _F18)
Property;C_537_P_19;(not _F18)
Region;Cr_9887;_F18
Property;C_536_P_18;(not _F18)
Class;Cr_9886;_F18
Property;C_535_P_17;(not _F18)
Property;Cr_9885;_F18
Property;C_534_P_16;(not _F18)
Property;Cr_9884;_F18
Property;Cr_9883;_F18
Region;Cr_9882;_F18
Association;Cr_9881;_F19
Transition;Cr_9880;_F19
Association;Cr_9879;_F19
Property;Cr_9878;_F19
Property;C_533_P_15;(not _F19)
Property;C_532_P_14;(not _F19)
Transition;Cr_9877;_F19
Property;C_531_P_13;(not _F19)
Region;Cr_9876;_F19
Transition;Cr_9875;_F19
Transition;Cr_9874;_F19
Association;Cr_9873;_F19
Transition;Cr_9872;_F20
Property;C_530_P_12;(not _F20)
Transition;Cr_9871;_F20
Class;C_529_Crisis;(not _F20)
Property;C_528_P_11;(not _F20)
Property;C_527_P_10;(not _F20)
Transition;Cr_9870;_F20
Class;Cr_9869;_F20
Property;C_526_P_9;(not _F20)
Association;Cr_9868;_F20
Transition;Cr_9867;_F20
Property;Cr_9866;_F20
Property;Cr_9865;_F21
Class;C_525_Credential;(not _F21)
Comment;Cr_9864;_F21
Property;C_524_P_8;(not _F21)
Comment;Cr_9863;_F21
Property;C_523_P_7;(not _F21)
Property;Cr_9862;_F21
Class;C_522_CommunicationInfrastructure;(not _F21)
Transition;Cr_9861;_F21
Association;Cr_9860;_F21
Property;C_521_P_6;(not _F21)
Class;C_520_CommunicationCompromiser;(not _F21)
Property;C_519_P_5;(not _F22)
Property;C_518_P_4;(not _F22)
Class;Cr_9859;_F22
Region;Cr_9858;_F22
Comment;Cr_9857;_F22
Property;C_517_P_3;(not _F22)
Property;C_516_P_2;(not _F22)
Region;Cr_9856;_F22
Property;C_515_P_1;(not _F22)
Comment;Cr_9855;_F22
Comment;Cr_9854;_F22
Transition;Cr_9853;_F22
Class;C_514_BCMSSystem;(not _F23)
Association;C_513_communicationInfrastructure_use_bCMSSystem;(not _F23)
Class;Cr_9852;_F23
Association;Cr_9851;_F23
Comment;Cr_9850;_F23
Association;C_512_timeoutLog_report_fScoordinator;(not _F23)
Association;C_511_timeoutLog_report_pScoordinator;(not _F23)
Association;C_510_bCMSSystem_regulate_govermentAgency;(not _F23)
Comment;Cr_9849;_F23
Association;C_509_timeoutLog_register_fSCSystem;(not _F23)
Association;C_508_timeoutLog_register_pSCSystem;(not _F23)
Association;C_507_routePlan_receive_fSCSystem;(not _F23)
Property;Cr_9848;_F24
Association;C_506_fireTrucks_manage_fScoordinator;(not _F24)
Association;C_505_policeCars_manage_pScoordinator;(not _F24)
Association;C_504_pScoordinator_interact_pSCSystem;(not _F24)
Association;Cr_9847;_F24
Property;Cr_9846;_F24
Association;C_503_victims_interact_firemen;(not _F24)
Region;Cr_9845;_F24
Association;C_502_witnesses_interact_policeOfficers;(not _F24)
Association;Cr_9844;_F24
Association;C_501_policeOfficers_interact_pScoordinator;(not _F24)
Association;C_500_witnesses_interact_firemen;(not _F24)
Association;Cr_9843;_F25
Association;C_499_fScoordinator_interact_fSCSystem;(not _F25)
Association;C_498_firemen_interact_fScoordinator;(not _F25)
Association;C_497_victims_interact_policeOfficers;(not _F25)
