(xor _BC _M1 _F0 _F1 _F2 _F3 _F4 _F5 _F6 _F7 _F8 _F9 _F10 _F11 _F12 _F13 _F14 _F15 _F16 _F17 _F18 _F19 _F20 _F21 _F22 _F23 _F24 _F25 _F26 _F27 _F28 _F29 _F30 _F31 _F32 _F33 _F34 _F35 _F36 _F37 _F38 _F39 _F40 _F41 _F42 _F43 _F44 _F45 _F46 _F47 _F48 _F49 _F50 _F51 _F52 _F53 _F54 _F55 _F56 _F57 _F58 _F59 _F60 _F61 _F62 _F63 _F64 _F65 _F66 _F67 _F68 _F69 _F70 _F71 _F72 _F73 _F74 _F75 _F76 _F77 _F78 _F79 _F80 _F81 _F82 _F83 _F84 _F85 _F86 _F87 _F88 _F89 _F90 _F91 _F92 _F93 _F94 _F95 _F96 _F97 _F98 _F99)
Model;bCMS;_M1
Class;Cr_9999;_F0
Region;Cr_9998;_F0
Property;Cr_9995;_F0
Class;C_638_PSCSystem;(not _F0)
Class;C_634_FSCSystem;(not _F1)
DomainModel;C_631_Architecture;(not _F2)
Generalization;C_630_G_6;(not _F2)
Class;C_629_FSCSystemNoEncryption;(not _F2)
Comment;Cr_9983;_F2
Class;C_627_PSCSystemNoEncryption;(not _F2)
Generalization;C_626_G_4;(not _F2)
Class;C_625_FScoordinatorNoEncryption;(not _F2)
Generalization;C_624_G_3;(not _F2)
Association;Cr_9981;_F2
Class;C_623_PScoordinatorNoEncryption;(not _F3)
Property;C_621_P_84;(not _F3)
Class;C_620_Witness;(not _F3)
Class;Cr_9976;_F3
Transition;Cr_9973;_F4
Class;C_617_Victim;(not _F4)
Property;Cr_9972;_F4
Property;C_616_P_81;(not _F4)
Property;C_615_P_80;(not _F4)
Comment;Cr_9970;_F4
Property;Cr_9968;_F4
Property;C_610_P_75;(not _F5)
Transition;Cr_9967;_F5
Class;C_608_TimeoutLog;(not _F5)
Generalization;C_607_G_2;(not _F5)
Property;C_606_P_73;(not _F5)
Class;C_604_RoutePoliceCar;(not _F5)
Property;C_602_P_70;(not _F5)
Property;C_601_P_69;(not _F6)
Transition;Cr_9962;_F6
Property;C_599_P_67;(not _F6)
Association;Cr_9961;_F6
Property;C_598_P_66;(not _F6)
Association;Cr_9957;_F6
Class;C_596_RoutePlan;(not _F7)
Property;C_594_P_64;(not _F7)
Property;C_593_P_63;(not _F7)
Region;Cr_9952;_F7
Class;C_592_RouteFireTruck;(not _F7)
Association;Cr_9950;_F7
Property;C_590_P_61;(not _F7)
Class;C_589_Route;(not _F8)
Property;C_588_P_60;(not _F8)
Association;Cr_9945;_F8
Class;C_581_PSCSystem;(not _F9)
Region;Cr_9944;_F9
Property;C_579_P_52;(not _F9)
Comment;Cr_9942;_F9
Property;C_576_P_49;(not _F9)
Class;C_575_PScoordinator;(not _F9)
Association;Cr_9939;_F9
Association;Cr_9938;_F10
Transition;Cr_9936;_F10
Property;C_573_P_47;(not _F10)
Property;C_572_P_46;(not _F10)
Class;C_571_PoliceOfficer;(not _F10)
Property;C_570_P_45;(not _F10)
Region;Cr_9932;_F11
Class;C_566_PoliceCar;(not _F11)
Comment;Cr_9921;_F12
Association;Cr_9920;_F12
Class;C_563_GPS;(not _F12)
Class;C_561_GovermentAgency;(not _F12)
Property;C_560_P_38;(not _F12)
Property;C_559_P_37;(not _F12)
Property;C_558_P_36;(not _F12)
Property;C_557_P_35;(not _F12)
Property;C_556_P_34;(not _F13)
Property;C_555_P_33;(not _F13)
Class;C_554_FSCSystem;(not _F13)
Class;Cr_9914;_F13
Property;C_553_P_32;(not _F13)
Comment;Cr_9911;_F13
Comment;Cr_9906;_F14
Property;C_549_P_28;(not _F14)
Class;C_548_FScoordinator;(not _F14)
Property;C_547_P_27;(not _F14)
Property;C_546_P_26;(not _F14)
Class;Cr_9904;_F14
Property;C_545_P_25;(not _F14)
Property;C_544_P_24;(not _F15)
Class;C_543_FireTruck;(not _F15)
Property;C_541_P_22;(not _F15)
Class;C_539_Fireman;(not _F15)
Property;C_537_P_19;(not _F15)
Comment;Cr_9900;_F15
Transition;Cr_9899;_F15
Property;C_536_P_18;(not _F16)
Property;C_534_P_16;(not _F16)
Association;Cr_9896;_F16
Property;C_530_P_12;(not _F16)
Transition;Cr_9895;_F16
Comment;Cr_9894;_F16
Class;C_529_Crisis;(not _F16)
Property;C_528_P_11;(not _F17)
Property;C_527_P_10;(not _F17)
Transition;Cr_9892;_F17
Transition;Cr_9890;_F17
Comment;Cr_9888;_F17
Association;Cr_9887;_F17
Class;C_525_Credential;(not _F17)
Class;C_522_CommunicationInfrastructure;(not _F18)
Property;C_521_P_6;(not _F18)
Class;C_520_CommunicationCompromiser;(not _F18)
Transition;Cr_9883;_F18
Property;C_517_P_3;(not _F18)
Property;Cr_9879;_F19
Class;C_514_BCMSSystem;(not _F19)
Association;C_513_communicationInfrastructure_use_bCMSSystem;(not _F19)
Comment;Cr_9876;_F19
Class;Cr_9875;_F19
Transition;Cr_9874;_F19
Comment;Cr_9871;_F20
Association;C_510_bCMSSystem_regulate_govermentAgency;(not _F20)
Association;C_509_timeoutLog_register_fSCSystem;(not _F20)
Association;Cr_9865;_F20
Association;C_508_timeoutLog_register_pSCSystem;(not _F20)
Association;C_507_routePlan_receive_fSCSystem;(not _F20)
Association;C_506_fireTrucks_manage_fScoordinator;(not _F21)
Association;C_502_witnesses_interact_policeOfficers;(not _F21)
Association;C_500_witnesses_interact_firemen;(not _F21)
Association;C_499_fScoordinator_interact_fSCSystem;(not _F21)
Association;Cr_9858;_F22
